,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_118_N_121_cac1
3692,-9.4686E-05,-0.000195832,0.000123493,-4.31615E-05,-8.7064E-05,0.000786386,0.000292793,0.001251541
3693,-0.000131368,-0.000212647,0.000121233,-7.54745E-05,-0.000223234,0.000782412,0.000228409,0.001087607
3694,-9.6872E-05,-0.000189345,0.000115823,-5.89898E-05,-0.000210904,0.000895232,0.000318014,0.001017202
3695,-0.000100363,-7.63238E-05,0.000150982,-3.02122E-05,-0.000235949,0.000843938,0.000275236,0.000934508
3696,-5.37335E-05,-4.03747E-05,0.000109572,-4.4964E-06,-0.000133507,0.000750549,0.000319257,0.000764024
3697,-6.821E-06,-5.01982E-05,9.5442E-05,5.93998E-05,-2.506E-05,0.000674028,0.000297275,0.000682831
3698,2.08356E-05,-5.85615E-06,0.000107717,0.000101797,-1.1399E-06,0.000670314,0.00027591,0.000659015
3699,4.2654E-06,-2.89083E-05,8.56594E-05,7.71284E-05,-4.75905E-05,0.000634197,0.000265066,0.000686832
3700,-0.000024084,-3.14937E-05,7.21402E-05,-3.25739E-05,-0.000156757,0.00065564,0.000247806,0.000867728
3701,-1.76653E-05,-9.02005E-05,0.000137911,-9.01525E-06,-0.00021575,0.000692785,0.000207219,0.001130134
3702,-2.954E-06,-6.44925E-05,0.000139859,1.8984E-05,-0.000170376,0.000654973,0.000143685,0.001198612
3703,6.60976E-05,-2.2866E-05,6.66898E-05,2.06828E-05,-0.000181101,0.000715233,0.000266272,0.00122901
3704,9.96515E-05,3.20076E-05,-1.28337E-05,4.68492E-05,-0.000105489,0.000674538,0.000314146,0.000821926
3705,0.000119161,0.000187248,0.000112161,-3.10093E-05,-3.29242E-05,0.000578262,0.000185352,0.000687599
3706,4.09969E-05,0.000199545,5.91837E-05,-2.39238E-05,-8.60803E-05,0.000493079,0.000124972,0.000509471
3707,3.88883E-05,0.000179306,5.17145E-05,-3.06965E-06,-6.09346E-05,0.000474162,9.16719E-05,0.000424825
3708,-5.99395E-06,0.000128482,8.63969E-05,2.60584E-05,-9.40747E-05,0.000480279,-1.99601E-05,0.00035255
3709,1.46889E-05,0.000127103,6.43321E-05,4.33625E-06,-6.76476E-05,0.00050148,-4.597E-06,0.000281982
3710,4.70132E-05,0.000162795,-1.50539E-05,-5.29848E-05,-5.77718E-05,0.000548814,0.000118837,0.000349619
3711,6.61834E-05,-1.51546E-05,-6.76738E-05,-1.24723E-05,5.15505E-05,0.000769473,0.000448223,0.000602014
3712,3.53675E-05,4.269E-06,-4.806E-05,5.73579E-05,-7.95388E-05,0.001063123,0.000482913,0.000895828
3713,5.4669E-05,-2.8025E-05,1.8198E-05,4.16785E-05,-8.0239E-05,0.001024317,0.000453074,0.000953455
3714,1.5475E-05,-4.22E-05,6.73088E-05,5.52945E-05,-2.5671E-05,0.000921492,0.000494827,0.000987273
3715,-4.63165E-05,-0.000155226,6.9771E-05,-3.9998E-05,4.087E-06,0.000891142,0.000327073,0.001073078
3716,-8.6464E-05,-0.000194591,4.0121E-05,-8.01945E-05,-0.000065163,0.000729039,0.000246263,0.0010865
3717,-0.000141084,-0.000187531,7.3619E-05,-0.000100248,-0.000261124,0.000727378,0.00020016,0.000949249
3718,-0.000116986,-0.000166406,5.06225E-05,-4.96472E-05,-0.000273605,0.000846061,0.000330619,0.000914801
3719,1.26696E-05,-7.83056E-05,9.82657E-05,-1.32061E-05,-0.000233725,0.000961434,0.000462696,0.001008086
3720,-1.48527E-05,-8.93212E-05,1.64211E-05,-6.20409E-05,-0.000238624,0.000730682,0.000342228,0.000786338
3721,4.26695E-05,-6.44774E-05,3.79458E-05,-3.23876E-05,-6.35982E-05,0.000714902,0.000358626,0.000737198
3722,5.15058E-05,-6.371E-05,0.000066746,1.42679E-05,-5.50225E-06,0.000664685,0.000331223,0.000690624
3723,3.77857E-05,-7.44276E-05,4.67189E-05,-5.3235E-06,-5.3268E-05,0.000682049,0.000314154,0.000730202
3724,-3.14602E-05,-9.10313E-05,3.16164E-05,-8.62928E-05,-0.000197478,0.000684258,0.000268169,0.000867519
3725,-8.47468E-05,-0.000153236,0.000151895,-3.7946E-05,-0.000221011,0.000724621,0.000226974,0.001153439
3726,-7.11605E-05,-0.000120521,0.00015695,-1.56018E-05,-0.000204184,0.000686459,0.000152312,0.001215074
3727,-2.72171E-05,-8.00601E-05,9.44062E-05,6.03515E-06,-0.000191354,0.000831797,0.000283442,0.001242324
3728,4.82685E-05,-2.65613E-05,-8.1205E-07,-4.79817E-05,-9.01706E-05,0.000812121,0.000425365,0.000851166
3729,5.8934E-06,7.83652E-05,6.60568E-05,-5.85244E-05,-1.85892E-05,0.000642098,0.000204191,0.000598818
3730,-6.30766E-05,0.000114985,0.00017022,5.40763E-05,-8.40277E-05,0.000536326,7.81863E-05,0.000362396
3731,-9.11728E-05,7.67596E-05,0.000150695,4.67449E-05,-0.000116795,0.000546314,-3.28943E-05,0.000363834
3732,-0.000128947,8.4918E-05,0.000208721,0.000106782,-0.000112995,0.000602894,-9.90294E-05,0.000351813
3733,-0.000156607,5.22546E-05,0.000263929,0.000179775,-0.000124238,0.000652082,-7.25761E-05,0.000343263
3734,-7.56569E-05,7.88794E-05,0.000206322,0.000110932,-7.60629E-05,0.000660848,0.000171319,0.000336208
3735,2.49111E-05,-7.47851E-05,-1.25914E-05,1.5393E-05,0.000134833,0.000830803,0.000394806,0.000427503
3736,-2.54661E-05,-5.06937E-05,1.81459E-05,2.1985E-07,-9.74425E-05,0.001100197,0.000554856,0.000657041
3737,2.34805E-05,-7.43045E-05,0.00005813,1.2037E-05,-5.29285E-05,0.001143847,0.000491847,0.000791651
3738,1.45915E-05,-7.16895E-05,5.78425E-05,4.78845E-05,-8.76415E-05,0.001002722,0.000439044,0.00091451
3739,-3.55395E-05,-8.6382E-05,7.3705E-05,1.7773E-05,-2.9169E-05,0.000864618,0.000382151,0.001043268
3740,-8.63485E-05,-0.00017916,4.0293E-05,-0.00007404,-0.000109907,0.000727442,0.000251178,0.001063451
3741,-0.000146777,-0.000190582,6.707E-05,-0.000108678,-0.000261243,0.000721515,0.000202213,0.000944224
3742,-0.000121288,-0.000169773,4.733E-05,-4.99485E-05,-0.000266619,0.000841826,0.000332996,0.000935949
3743,-2.59689E-05,-7.22033E-05,0.000125934,-2.62482E-05,-0.000223614,0.000920527,0.000412524,0.000987701
3744,-3.74614E-05,-7.30193E-05,8.0213E-05,-4.05498E-05,-0.000239007,0.000712425,0.000324451,0.000765603
3745,2.96347E-05,-6.50361E-05,4.16748E-05,5.7375E-07,-8.72612E-05,0.000687778,0.00033275,0.000699826
3746,0.000024423,-6.56284E-05,1.29752E-05,1.809E-05,-8.08239E-05,0.000627447,0.000281245,0.000646934
3747,3.01303E-05,-8.58642E-05,-2.86845E-06,-2.70306E-05,-0.000131316,0.000655379,0.000300404,0.000724152
3748,2.99329E-05,-7.71096E-05,2.7109E-05,-4.06279E-05,-0.00023118,0.000712674,0.000320759,0.000881653
3749,-0.00004163,-7.28855E-05,0.000139359,7.785E-07,-0.000203993,0.000718605,0.000219047,0.001121108
3750,-1.80643E-05,-6.96928E-05,0.00013154,1.42607E-05,-0.000180114,0.000656538,0.000143483,0.001214728
3751,1.5549E-05,-5.50115E-05,4.92783E-05,2.5965E-06,-0.000219658,0.000752419,0.00028621,0.001201503
3752,0.000104122,3.79534E-05,-7.94965E-06,2.93367E-05,-9.28714E-05,0.000785027,0.000411488,0.000855178
3753,7.13319E-05,6.71484E-05,3.0052E-05,-3.30619E-05,9.24245E-06,0.000638947,0.000277981,0.000607818
3754,3.84825E-06,0.000121761,-3.7141E-06,-4.80451E-05,1.0282E-06,0.000637624,0.000186041,0.000493031
3755,2.9579E-06,0.000147633,2.35178E-05,-2.67402E-05,-6.4298E-06,0.000669919,0.000203837,0.000471272
3756,5.0478E-06,0.0001183,-1.59666E-05,-6.26966E-05,1.18427E-05,0.000655975,0.000171438,0.000465948
3757,1.15485E-06,1.48192E-05,5.886E-07,-8.96007E-05,2.28808E-05,0.000633828,0.000187669,0.000517912
3758,6.7629E-05,-2.59205E-05,-6.50435E-06,6.84705E-06,8.49255E-05,0.000860203,0.000508346,0.000640146
3759,-1.789E-07,-3.1747E-05,-1.60896E-05,-9.65235E-06,-0.000104357,0.001043383,0.0005049,0.000864979
3760,4.29455E-05,-6.44475E-05,6.57292E-05,1.46555E-05,-4.6268E-05,0.001057245,0.000441332,0.000991129
3761,3.57778E-05,-7.73073E-05,0.000104811,4.53068E-05,-4.19992E-05,0.000981353,0.000425093,0.00104405
3762,-1.6793E-05,-5.77305E-05,0.000132092,6.04315E-05,7.36455E-05,0.000912741,0.000472222,0.00110855
3763,-4.02145E-05,-0.000130645,0.000142102,1.4205E-05,4.9003E-05,0.000889172,0.000367851,0.001199037
3764,-9.3084E-05,-0.000190531,0.000121724,-4.7796E-05,-1.89582E-05,0.00079488,0.00032391,0.001277227
3765,-0.000107505,-0.000186771,0.000129666,-4.81975E-05,-0.000195526,0.00081737,0.000265219,0.00107491
3766,-7.0747E-05,-0.00016756,0.000110697,-3.64965E-05,-0.000184145,0.000910748,0.00035004,0.001021438
3767,-7.08029E-05,-9.17241E-05,0.000187241,-3.42354E-05,-0.000205115,0.000936247,0.000370689,0.001001366
3768,-4.89577E-05,-1.76354E-05,0.000103124,-6.18395E-06,-0.000197783,0.000762634,0.000329778,0.000780717
3769,2.95937E-05,-7.391E-06,9.45926E-05,5.10402E-05,-1.17458E-05,0.000725549,0.00035271,0.000722084
3770,3.31924E-05,-1.60821E-05,8.69297E-05,7.2755E-05,2.6455E-07,0.000649147,0.000280846,0.000666354
3771,2.28883E-05,-3.42615E-05,5.92806E-05,3.35798E-05,-4.94346E-05,0.0006648,0.00028643,0.000713557
3772,-3.16425E-05,-1.87419E-05,7.84248E-05,-4.95798E-05,-0.000183441,0.000675045,0.000243284,0.000883445
3773,-2.25827E-05,-8.4035E-05,0.000138022,-7.808E-06,-0.000207134,0.000691928,0.000204727,0.001136165
3774,-1.94945E-05,-6.3859E-05,0.000151548,1.45285E-05,-0.000166964,0.000661749,0.000144612,0.001215633
3775,3.43025E-05,-3.94657E-05,2.85283E-05,1.27182E-05,-0.000214964,0.000777316,0.000316922,0.00123078
3776,8.73097E-05,2.92472E-05,-8.028E-06,1.84216E-05,-4.6555E-05,0.000718907,0.000380129,0.000761971
3777,7.27996E-05,0.000187662,3.29278E-05,-7.54334E-05,-4.7125E-06,0.000622604,0.000235807,0.000538167
3778,4.02295E-05,0.00010049,-0.000114024,-9.41378E-06,8.30591E-05,0.000362322,2.94931E-05,0.000110623
3779,-7.3839E-05,-7.55675E-05,-0.000268117,-4.37535E-05,8.47876E-05,-1.88053E-05,-6.84336E-05,-5.00158E-05
3780,-0.000122909,-8.55811E-05,1.61901E-05,2.06009E-05,1.66446E-05,-2.10144E-05,-0.000127949,6.31811E-06
3781,-0.00014054,-4.89801E-05,0.000113655,0.000117376,-7.39358E-05,0.000258569,-0.000127316,0.000132482
3782,-0.000127468,5.77829E-05,0.000253301,0.000160072,-0.000107937,0.000599723,0.000109993,0.000241742
3783,1.59704E-05,-0.000140112,-2.85097E-05,-2.76082E-05,6.22011E-05,0.000746008,0.000340898,0.000356242
3784,-1.19956E-05,-3.49693E-05,1.6082E-05,6.48195E-06,-8.88596E-05,0.001086723,0.000556745,0.00060261
3785,4.10305E-05,-2.13905E-05,-7.7935E-06,5.674E-05,-9.19325E-05,0.001099359,0.000516214,0.000737749
3786,3.9749E-05,-4.9591E-05,2.63265E-05,5.3227E-05,-9.7655E-05,0.000971213,0.000460535,0.00085384
3787,-3.86275E-05,-0.000114567,7.1913E-05,-2.0567E-05,-7.80182E-05,0.000830174,0.000358004,0.00094349
3788,-8.18255E-05,-0.000182367,3.40533E-05,-6.07325E-05,-0.000140785,0.000711419,0.000247863,0.001007673
3789,-0.000162632,-0.00019062,7.15177E-05,-8.47095E-05,-0.000268583,0.000702314,0.000190552,0.000941809
3790,-0.000107452,-0.000165038,0.000050146,-4.53555E-05,-0.000279695,0.000791389,0.000346213,0.000897821
3791,-3.39E-07,-0.000136062,0.000107341,-5.80585E-05,-0.000271972,0.000854738,0.000439368,0.000981852
3792,-1.42119E-05,-0.000108484,6.8795E-05,-7.68415E-05,-0.000209745,0.000693087,0.000328984,0.000757057
3793,3.79347E-05,-6.71557E-05,3.32147E-05,3.91975E-05,-6.55762E-05,0.000636879,0.000275534,0.000643358
3794,7.19317E-05,5.82114E-05,0.000103336,0.000153486,-2.22363E-05,0.000717577,0.000294067,0.000620604
3795,6.74203E-05,0.000100523,0.00016167,0.000165224,2.67774E-05,0.000778634,0.000344321,0.000642709
3796,7.98404E-05,9.82284E-05,0.000167321,0.000159409,4.23416E-05,0.000703353,0.000349149,0.000622302
3797,3.6113E-05,7.9609E-06,3.36878E-05,6.88024E-05,-7.47442E-05,0.000581604,0.000196222,0.000637844
3798,-3.07262E-05,-5.40726E-05,1.2204E-05,-1.30013E-05,-0.000139471,0.000497602,0.00011085,0.000737172
3799,-2.84165E-05,6.26817E-05,0.000142857,5.63264E-05,4.85033E-05,0.000561818,0.000263151,0.000653133
3800,-8.0511E-05,-7.71955E-05,-6.72228E-05,-6.35944E-05,-0.000105523,0.000203237,6.41085E-05,2.96086E-05
3801,2.24672E-05,1.81794E-05,-1.62795E-05,2.35289E-05,2.73213E-05,-5.06789E-05,8.5011E-06,-2.89902E-05
3802,-1.09747E-05,-3.43099E-06,1.43871E-05,2.902E-06,4.5754E-05,-3.18959E-05,-1.00769E-05,-4.11756E-05
3803,-6.80238E-06,6.91041E-06,-5.7742E-07,3.31924E-06,4.77247E-05,-1.48378E-05,-1.07437E-05,-2.3745E-05
3804,3.59118E-06,9.55909E-06,-8.79165E-07,-2.89828E-06,2.75783E-05,6.40377E-06,-4.27664E-06,-2.54847E-05
3805,5.08876E-06,4.76093E-06,-5.28991E-06,-4.51505E-06,1.38767E-05,1.07847E-05,2.68967E-06,-2.61813E-05
3806,1.28821E-05,-4.01958E-06,-6.4522E-06,-1.12653E-05,1.64136E-05,9.58518E-06,1.45473E-05,-2.96906E-05
3807,2.39946E-05,7.47667E-06,-0.000117492,-0.000034675,2.1711E-05,4.35933E-05,4.04231E-05,-5.00008E-05
3808,8.35546E-05,-2.4289E-06,-1.92933E-05,-9.36165E-06,0.000202656,0.000825696,0.000433065,0.00032736
3809,-7.48775E-06,-1.11908E-05,3.19854E-05,3.08455E-06,-8.07123E-05,0.000994962,0.000500757,0.000601526
3810,3.15865E-05,-2.48626E-05,8.30515E-05,4.80152E-05,-7.26175E-05,0.001168877,0.00053234,0.000857905
3811,1.53815E-05,-5.3823E-05,0.000151299,4.80897E-05,-0.000126146,0.001023583,0.000461828,0.000991933
3812,-7.15257E-05,-0.000129521,0.000166129,-2.14055E-05,-0.000217986,0.000858463,0.000353359,0.001029089
3813,-5.24405E-05,-0.000142269,0.00014715,-4.5031E-05,-0.000224009,0.000883181,0.000359152,0.001026653
3814,-1.54375E-05,-8.62516E-05,0.000199925,-1.84217E-05,-0.00021318,0.000972249,0.000435181,0.001002438
3815,-1.5609E-06,4.5746E-06,0.000113938,2.50153E-05,-5.96419E-05,0.000765,0.000378288,0.000721704
3816,0.000148036,8.01906E-05,9.97558E-05,9.83775E-05,0.000184745,0.000694182,0.000370696,0.000576533
3817,0.000146098,6.93239E-05,2.63974E-05,2.34917E-05,3.36058E-05,0.000632882,0.000235111,0.000549488
3818,7.39843E-05,8.10809E-05,-8.43108E-05,-3.19183E-05,-5.04777E-06,0.00043432,0.000114944,0.000369832
3819,4.87082E-05,4.17232E-05,-0.000107292,-7.76202E-05,4.16152E-05,0.000337556,6.82063E-05,0.000294991
3820,1.86115E-05,-1.12429E-05,-0.000126358,-6.0197E-05,6.75544E-05,0.0001605,3.81134E-05,0.000212673
3821,1.32024E-05,-3.70517E-05,-0.00012131,-6.68094E-05,5.98356E-05,7.23526E-05,7.21962E-06,0.000129655
3822,5.43148E-06,-2.2646E-05,-6.74836E-05,-1.24537E-05,0.000071913,2.93739E-05,3.5122E-05,5.26644E-05
3823,4.54634E-05,2.29254E-05,-2.02656E-05,-7.61077E-06,1.96695E-05,5.26346E-05,2.46502E-05,5.52014E-05
3824,-4.5225E-06,-2.97278E-06,-4.17232E-06,-9.38773E-06,-1.12876E-05,3.91528E-06,-1.99117E-05,-2.262E-05
3825,-6.54906E-06,1.65328E-05,-9.276E-07,-1.54003E-05,-2.44677E-05,2.68594E-06,-2.06418E-05,-4.18052E-05
3826,2.06009E-06,-1.04159E-05,2.3432E-06,-5.84125E-06,-1.71773E-05,6.15046E-06,-6.84708E-06,-4.13731E-05
3827,2.10591E-05,-1.73002E-05,1.78069E-05,4.19096E-06,1.4157E-07,1.76877E-05,7.6294E-06,-2.53022E-05
3828,2.0422E-05,-2.11336E-05,1.50017E-05,1.57208E-06,7.43569E-06,1.13845E-05,8.60545E-07,5.40539E-06
3829,2.33613E-05,-9.9577E-06,2.27503E-05,5.4352E-06,2.17035E-05,1.82316E-05,5.15208E-06,3.65786E-05
3830,8.78424E-06,-5.93811E-06,2.1182E-05,1.81794E-06,1.13845E-05,1.81124E-05,6.56396E-06,4.27589E-05
3831,6.59749E-06,-3.46974E-05,1.5948E-05,-4.28781E-06,9.2648E-06,1.73003E-05,9.08599E-06,2.63639E-05
3832,2.94931E-05,1.07996E-05,0.000110589,0.000132557,-3.91789E-05,0.000271298,0.00026162,-2.98172E-05
3833,4.28781E-05,-2.38795E-06,8.18409E-05,7.93896E-05,0.0001246,0.000837766,0.000431217,0.000312083
3834,4.05648E-05,1.1433E-05,5.636E-05,2.59989E-05,-4.92521E-05,0.00109803,0.000534724,0.000672899
3835,2.22739E-05,-5.33791E-05,0.000135959,5.2203E-05,-0.000154771,0.001057663,0.000510075,0.000927851
3836,-3.09907E-05,-0.00010024,0.00015188,8.865E-07,-0.000214167,0.000905395,0.000405759,0.001001332
3837,-2.4926E-05,-0.000101936,0.000139616,-2.11898E-05,-0.000241165,0.000928462,0.000385184,0.000990405
3838,5.64015E-06,-2.7597E-05,0.000170019,1.71736E-05,-0.000192218,0.000993006,0.000489108,0.000925869
3839,2.05413E-05,2.47807E-05,0.000125594,1.86414E-05,-2.70753E-05,0.000784207,0.000425421,0.00070969
3840,0.000130948,9.53264E-05,0.000164788,0.000127647,0.000169884,0.000764459,0.000410967,0.000615586
3841,0.000132054,7.12872E-05,7.49789E-05,6.51963E-05,5.21243E-05,0.000649445,0.000281326,0.000561196
3842,0.000108272,0.000126295,-3.94322E-05,4.03151E-05,1.74045E-05,0.000490054,0.000142246,0.00041341
3843,7.29412E-05,0.00010683,-9.63062E-05,-1.18911E-05,1.32099E-05,0.000528749,0.000148281,0.00045092
3844,0.00025408,9.14931E-05,-0.00014066,2.33389E-05,0.000226002,0.000668824,0.000410132,0.000596076
3845,0.000135474,5.60805E-05,-3.9708E-05,-6.36019E-05,-1.42977E-05,0.000693996,0.000377644,0.000697285
3846,4.94383E-05,1.30907E-05,4.9509E-05,-2.25344E-05,-0.000186071,0.000793494,0.000395056,0.000918761
3847,4.99598E-05,2.87666E-05,7.74711E-05,-2.51979E-05,-0.000122395,0.000704981,0.000336036,0.000726908
3848,9.83215E-05,3.27416E-05,-9.60566E-05,-0.000111889,0.000143152,0.000425316,0.00044284,0.000427604
3849,0.000176661,7.15219E-05,-0.000245921,-0.000143185,9.34191E-05,7.43419E-05,0.000282027,-5.44116E-05
3850,-9.5889E-06,-4.56907E-05,-0.000248477,-0.000140246,-6.7085E-05,8.33721E-06,8.37967E-05,-5.74552E-05
3851,-7.59213E-06,-7.5724E-05,-0.000212915,-5.65127E-05,-7.83093E-05,1.09412E-05,3.77558E-05,-1.56239E-05
3852,2.27466E-05,-8.57152E-05,-0.000167072,-3.82811E-05,-4.56572E-05,1.7412E-05,4.20846E-05,-8.1955E-08
3853,-0.000126403,-0.00013886,-0.00024344,-9.44399E-05,-0.00013984,9.98825E-05,5.55739E-05,7.84546E-06
3854,4.654E-05,-3.46676E-05,-4.62197E-05,4.64208E-05,1.88388E-05,0.000752293,0.000318531,0.00014206
3855,6.08824E-05,-4.02965E-05,-1.67488E-05,-8.866E-07,7.85142E-05,0.000825375,0.000379141,0.000282478
3856,-1.88798E-05,-1.7237E-05,5.48884E-05,4.30568E-05,-2.77833E-05,0.001077589,0.000487998,0.000448838
3857,-2.8893E-05,-4.806E-05,6.71745E-05,3.3006E-05,-0.000127845,0.001154852,0.000490431,0.000606258
3858,3.65265E-05,-4.70728E-05,3.01448E-05,3.63255E-05,-0.000125349,0.001082443,0.000469588,0.000788495
3859,3.21875E-06,-4.87415E-05,8.10325E-05,4.16005E-05,-8.5868E-05,0.000932508,0.000460826,0.000910178
3860,-5.50188E-05,-0.000106085,6.66007E-05,-1.86708E-05,-0.000183929,0.000786871,0.000322979,0.00098021
3861,-0.000097845,-0.000153035,7.3172E-05,-4.7367E-05,-0.000280854,0.000823621,0.000303775,0.000933148
3862,2.16143E-05,-0.000114053,8.52495E-05,-1.98109E-05,-0.000286572,0.000955448,0.000454903,0.000916284
3863,2.1182E-05,-2.35997E-05,0.000110529,4.7423E-06,-0.000233285,0.000854779,0.000444707,0.000767086
3864,3.84413E-05,3.63365E-05,7.93486E-05,5.0738E-06,-4.8887E-05,0.0007318,0.000401702,0.000637885
3865,0.000122257,3.23169E-05,5.20795E-06,4.45768E-05,1.33552E-05,0.000668202,0.000324592,0.00055927
3866,0.000164848,9.2648E-06,4.71026E-05,8.91984E-05,5.73993E-05,0.000746172,0.000363119,0.000533868
3867,0.000110209,-1.0252E-05,-2.80216E-05,1.81683E-05,-1.27368E-05,0.000646129,0.000294726,0.000584018
3868,3.04356E-05,-6.96406E-05,1.45882E-05,-4.4193E-05,-0.000190146,0.000696153,0.000332896,0.000807058
3869,-3.4716E-05,-7.4268E-05,0.000132982,4.9125E-07,-0.000197553,0.000698469,0.00021147,0.00107044
3870,-3.12777E-05,-7.47665E-05,0.000123195,1.1224E-05,-0.000172712,0.000648201,0.000139706,0.001178902
3871,-8.84E-06,-6.21375E-05,6.99725E-05,4.175E-07,-0.000174567,0.00072518,0.000210945,0.001175329
3872,0.000125211,3.97338E-05,9.81975E-06,0.000108115,-0.000104543,0.000941485,0.000469126,0.001152422
3873,0.000109166,3.90224E-05,-4.00842E-05,1.52551E-05,-4.05015E-05,0.000911753,0.00049549,0.000833932
3874,0.000107896,3.14787E-05,-4.76949E-05,7.7898E-06,7.7635E-06,0.000951689,0.000559207,0.000653435
3875,7.86185E-05,4.4778E-06,-1.59515E-05,-6.42215E-06,3.66607E-05,0.00098325,0.000579029,0.000607707
3876,9.46597E-05,-8.84765E-06,1.64275E-06,7.0035E-06,0.000158727,0.000974394,0.00059304,0.000534967
3877,4.15444E-05,-8.52345E-06,1.87159E-05,5.3458E-06,5.17481E-05,0.001034603,0.000604805,0.000594698
3878,-2.21654E-05,-5.80585E-05,-3.15885E-06,-1.03078E-05,-0.000113878,0.001049764,0.000569042,0.000669654
3879,-3.13853E-05,-7.52393E-05,6.15075E-06,-2.33175E-06,-7.52172E-05,0.001120243,0.000528846,0.000594344
3880,-1.4301E-05,-0.000100948,5.89492E-05,3.2932E-05,-4.8827E-05,0.001095768,0.000482757,0.000612867
3881,-1.28145E-05,-8.15835E-05,5.5444E-05,3.5543E-05,2.8461E-05,0.001070772,0.000489272,0.000777937
3882,-3.0025E-06,-0.000125725,5.20535E-05,2.06125E-05,0.000132781,0.00100711,0.000530467,0.000964321
3883,-1.7516E-05,-0.000135485,8.1543E-05,1.41E-05,4.4152E-05,0.00092302,0.000456654,0.001237229
3884,-5.32645E-05,-0.000164393,8.6732E-05,-7.6391E-05,4.2923E-05,0.000840109,0.000347327,0.001323406
3885,-9.39295E-05,-0.00016848,0.000119805,-7.13765E-05,-5.5611E-05,0.00078804,0.000302352,0.001187381
3886,-0.000100121,-0.000178233,0.00013002,-4.5624E-05,-0.000202228,0.000858624,0.000315934,0.001019563
3887,-4.96094E-05,-0.000123441,0.000173837,-4.25352E-05,-0.000216354,0.000934687,0.000387665,0.000990875
3888,-6.45407E-05,-4.54448E-05,0.000124533,-3.06255E-05,-0.000210133,0.000856314,0.000311814,0.000930116
3889,-1.81572E-05,-3.34905E-05,6.94988E-05,-1.09002E-05,-0.000184555,0.00077701,0.000359762,0.000837319
3890,-1.18241E-05,-5.70268E-05,5.78126E-05,-2.88003E-05,-9.84558E-05,0.00074473,0.000371564,0.000826575
3891,-1.04308E-05,-5.94706E-05,5.50561E-05,-2.89342E-05,-0.00014361,0.000754334,0.000345632,0.000862271
3892,-3.93616E-05,-9.74164E-05,6.4317E-05,-3.83931E-05,-0.000217751,0.000794444,0.000299282,0.001036629
3893,-6.54945E-05,-0.000151478,0.000186812,-4.41745E-05,-0.000192318,0.000706795,0.000195779,0.001147833
3894,-7.52095E-05,-0.000145152,0.000172738,-2.88375E-05,-0.000161871,0.000687451,0.000161481,0.001243108
3895,-5.68775E-05,-0.000111364,0.000146799,-7.2605E-06,-0.000142854,0.000791647,0.000240244,0.00126563
3896,-6.8135E-06,-3.3103E-05,3.7309E-05,2.76345E-05,-8.3923E-05,0.000983995,0.000400502,0.001164217
3897,-5.08875E-05,-8.05435E-06,3.52188E-05,3.80873E-05,-0.000131127,0.001048952,0.000447478,0.00093437
3898,-1.04829E-05,-3.15384E-05,2.7284E-05,8.8737E-06,-8.18185E-05,0.001030363,0.000523087,0.000724167
3899,3.86573E-05,-4.36903E-05,3.9747E-06,-1.1997E-06,5.37483E-05,0.000971313,0.000539683,0.000616163
3900,1.76467E-05,-1.69837E-05,-3.94062E-05,-2.01948E-05,0.000119228,0.000808146,0.000407055,0.000502601
3901,2.31153E-05,7.8566E-06,-4.0818E-05,-1.95169E-05,0.00014333,0.000811651,0.000379074,0.000519235
3902,7.08625E-05,-7.73375E-06,1.71624E-05,4.84809E-05,0.000167638,0.000961334,0.000599709,0.000660006
3903,-1.03709E-05,-4.44124E-05,-4.8205E-06,9.5415E-07,-5.21464E-05,0.001117278,0.000569009,0.000790246
3904,-2.5734E-05,-9.41903E-05,2.36072E-05,3.14302E-05,-2.72393E-05,0.00109889,0.000467174,0.000707336
3905,-1.44395E-05,-7.94085E-05,5.41055E-05,3.1624E-05,7.1375E-06,0.001049265,0.000466611,0.00082007
3906,4.4295E-06,-0.000124653,8.18815E-05,3.4805E-05,0.000143152,0.000990305,0.000532754,0.001003556
3907,-1.9867E-05,-0.000114787,0.000100833,2.01575E-05,6.3334E-05,0.000920255,0.000467625,0.001294591
3908,-5.05445E-05,-0.000172399,8.19155E-05,-8.52795E-05,5.3946E-05,0.000834868,0.000333321,0.001317394
3909,-7.3779E-05,-0.000167816,0.000159081,-6.17015E-05,3.8028E-05,0.000814948,0.000348609,0.001310256
3910,-0.000105541,-0.000176404,0.000138562,-4.7326E-05,-0.000203322,0.000835255,0.000299461,0.001023706
3911,-4.92223E-05,-0.000146266,0.000154082,-4.93005E-05,-0.000213441,0.000894368,0.000374831,0.000991076
3912,-2.94035E-05,-9.11764E-05,0.000145652,-3.98717E-05,-0.000208951,0.000938941,0.000403818,0.001011338
3913,7.69275E-06,-5.48885E-05,7.86969E-05,-1.30013E-05,-0.000189163,0.000859954,0.000402551,0.000930201
3914,1.72666E-05,-6.54199E-05,5.12153E-05,-4.01773E-05,-0.000153232,0.000770278,0.000386301,0.000876881
