,,,Demand,Solar,Wind,Hydro
2030,sc01,06-25 21:00:00+02:00,1930.871474,0.02,0.004,144.6
2030,sc01,06-25 22:00:00+02:00,1735.030925,0.02,0.004,76.2
2030,sc01,06-25 23:00:00+02:00,1607.831519,0.02,0.004,76.2
2030,sc01,06-26 00:00:00+02:00,1507.002721,0.02,24,79.2
2030,sc01,06-26 01:00:00+02:00,1437.973776,0.02,21.6,76.2
2030,sc01,06-26 02:00:00+02:00,1396.478847,0.02,13.6,79.2
2030,sc01,06-26 03:00:00+02:00,1388.722786,0.02,5.2,79.2
2030,sc01,06-26 04:00:00+02:00,1401.132485,70.813,1.2,158.4
2030,sc01,06-26 05:00:00+02:00,1503.512494,428.001,0.004,229.2
2030,sc01,06-26 06:00:00+02:00,1655.9191,784.8,0.004,229.2
2030,sc01,06-26 07:00:00+02:00,1807.550099,1084,0.004,232.2
2030,sc01,06-26 08:00:00+02:00,1933.973899,1300.4,0.004,223.8
2030,sc01,06-26 09:00:00+02:00,2081.726868,1397.2,0.004,232.2
2030,sc01,06-26 10:00:00+02:00,2215.131124,1465.6,20.8,229.2
2030,sc01,06-26 11:00:00+02:00,2360.169471,1466.4,26.8,232.2
2030,sc01,06-26 12:00:00+02:00,2503.268802,1431.6,11.2,229.2
2030,sc01,06-26 13:00:00+02:00,2625.426769,1374.8,37.6,229.2
2030,sc01,06-26 14:00:00+02:00,2718.887308,1273.2,130.4,232.2
2030,sc01,06-26 15:00:00+02:00,2750.299357,1062.8,385.6,226.2
2030,sc01,06-26 16:00:00+02:00,2715.784884,733.6,825.6,232.2
2030,sc01,06-26 17:00:00+02:00,2601.382979,244,92.4,229.2
2030,sc01,06-26 18:00:00+02:00,2454.793419,0.02,149.2,229.2
2030,sc01,06-26 19:00:00+02:00,2366.762123,0.02,166,223.8
2030,sc01,06-26 20:00:00+02:00,2229.479837,0.02,245.6,155.4
2030,sc01,06-26 21:00:00+02:00,2028.985651,0.02,447.6,99
2030,sc01,06-26 22:00:00+02:00,1843.615784,0.02,213.2,79.2
2030,sc01,06-26 23:00:00+02:00,1708.660317,0.02,452.8,79.2
2030,sc01,06-27 00:00:00+02:00,1598.912049,0.02,652,82.2
2030,sc01,06-27 01:00:00+02:00,1533.761133,0.02,326.4,79.2
2030,sc01,06-27 02:00:00+02:00,1487.224765,0.02,189.6,79.2
2030,sc01,06-27 03:00:00+02:00,1467.834611,0.02,74,79.2
2030,sc01,06-27 04:00:00+02:00,1478.305294,67.213,36,141.6
2030,sc01,06-27 05:00:00+02:00,1558.580529,421.602,7.2,155.4
2030,sc01,06-27 06:00:00+02:00,1693.9238,770,65.2,232.2
2030,sc01,06-27 07:00:00+02:00,1830.818283,1050,28.8,226.2
2030,sc01,06-27 08:00:00+02:00,1966.93716,1272.4,6,161.4
2030,sc01,06-27 09:00:00+02:00,2143.387556,1377.6,65.2,237.6
2030,sc01,06-27 10:00:00+02:00,2310.142875,1434.4,6,229.2
2030,sc01,06-27 11:00:00+02:00,2467.59092,1463.2,44.8,229.2
2030,sc01,06-27 12:00:00+02:00,2563.766081,1465.6,61.6,229.2
2030,sc01,06-27 13:00:00+02:00,2630.080406,1400,73.2,229.2
2030,sc01,06-27 14:00:00+02:00,2680.882608,1268.8,94,229.2
2030,sc01,06-27 15:00:00+02:00,2678.943593,893.6,134.8,229.2
2030,sc01,06-27 16:00:00+02:00,2632.019421,601.2,139.6,229.2
2030,sc01,06-27 17:00:00+02:00,2496.676151,154.4,0.4,229.2
2030,sc01,06-27 18:00:00+02:00,2379.947427,0.02,37.6,229.2
2030,sc01,06-27 19:00:00+02:00,2307.428253,0.02,7.6,229.2
2030,sc01,06-27 20:00:00+02:00,2205.82385,0.02,1.6,229.2
2030,sc01,06-27 21:00:00+02:00,2026.271029,0.02,2.4,229.2
2030,sc01,06-27 22:00:00+02:00,1841.288966,0.02,0.004,229.2
2030,sc01,06-27 23:00:00+02:00,1708.272513,0.02,0.004,172.8
2030,sc01,06-28 00:00:00+02:00,1613.260762,0.02,0.004,155.4
2030,sc01,06-28 01:00:00+02:00,1541.129391,0.02,0.004,153
2030,sc01,06-28 02:00:00+02:00,1488.775978,0.02,0.004,150
2030,sc01,06-28 03:00:00+02:00,1455.03711,0.02,0.004,153
2030,sc01,06-28 04:00:00+02:00,1422.849455,14.814,42,153
2030,sc01,06-28 05:00:00+02:00,1458.915141,322,51.6,153
2030,sc01,06-28 06:00:00+02:00,1583.787728,620.401,18,153
2030,sc01,06-28 07:00:00+02:00,1762.952747,846.4,20,155.4
2030,sc01,06-28 08:00:00+02:00,1942.505566,1116.4,0.004,155.4
2030,sc01,06-28 09:00:00+02:00,2134.855888,1287.2,0.004,158.4
2030,sc01,06-28 10:00:00+02:00,2293.855146,1386.4,22.4,153
2030,sc01,06-28 11:00:00+02:00,2426.871597,1265.2,57.2,155.4
2030,sc01,06-28 12:00:00+02:00,2506.759031,1234.4,42.8,158.4
2030,sc01,06-28 13:00:00+02:00,2586.646462,1140.4,72.8,155.4
2030,sc01,06-28 14:00:00+02:00,2609.914646,1082.4,62.4,155.4
2030,sc01,06-28 15:00:00+02:00,2591.687902,985.2,12.8,155.4
2030,sc01,06-28 16:00:00+02:00,2524.985774,672.402,0.004,155.4
2030,sc01,06-28 17:00:00+02:00,2410.971672,232.002,4.8,150
2030,sc01,06-28 18:00:00+02:00,2331.08424,0.02,8.8,155.4
2030,sc01,06-28 19:00:00+02:00,2303.938026,0.02,2.4,155.4
2030,sc01,06-28 20:00:00+02:00,2193.801954,0.02,0.8,153
2030,sc01,06-28 21:00:00+02:00,2025.10762,0.02,22.8,155.4
2030,sc01,06-28 22:00:00+02:00,1875.027833,0.02,2.4,155.4
2030,sc01,06-28 23:00:00+02:00,1743.562593,0.02,6,155.4
2030,sc01,06-29 00:00:00+02:00,1652.041069,0.02,46.8,82.2
2030,sc01,06-29 01:00:00+02:00,1572.929243,0.02,45.6,82.2
2030,sc01,06-29 02:00:00+02:00,1521.351435,0.02,62.4,82.2
2030,sc01,06-29 03:00:00+02:00,1493.041811,0.02,45.2,155.4
2030,sc01,06-29 04:00:00+02:00,1457.751732,20.414,27.2,235.2
2030,sc01,06-29 05:00:00+02:00,1462.405369,361.6,4.8,229.2
2030,sc01,06-29 06:00:00+02:00,1569.439015,722.4,0.4,235.2
2030,sc01,06-29 07:00:00+02:00,1760.625928,981.2,2.4,235.2
2030,sc01,06-29 08:00:00+02:00,1981.673676,1181.2,0.004,229.2
2030,sc01,06-29 09:00:00+02:00,2191.087332,1268,0.004,226.2
2030,sc01,06-29 10:00:00+02:00,2366.374319,1330,5.6,232.2
2030,sc01,06-29 11:00:00+02:00,2515.290698,1383.6,22.4,232.2
2030,sc01,06-29 12:00:00+02:00,2638.612073,1367.2,15.2,229.2
2030,sc01,06-29 13:00:00+02:00,2699.109351,1272.8,24.4,229.2
2030,sc01,06-29 14:00:00+02:00,2727.418976,1186.8,41.6,229.2
2030,sc01,06-29 15:00:00+02:00,2706.47761,1050,18.4,229.2
2030,sc01,06-29 16:00:00+02:00,2579.666007,712,5.2,235.2
2030,sc01,06-29 17:00:00+02:00,2421.054553,184.001,32,229.2
2030,sc01,06-29 18:00:00+02:00,2331.859847,0.02,21.6,229.2
2030,sc01,06-29 19:00:00+02:00,2292.303934,0.02,6.8,226.2
2030,sc01,06-29 20:00:00+02:00,2151.143617,0.02,8.4,147
2030,sc01,06-29 21:00:00+02:00,1961.89572,0.02,92,79.2
2030,sc01,06-29 22:00:00+02:00,1782.730703,0.02,127.6,76.2
2030,sc01,06-29 23:00:00+02:00,1679.575086,0.02,64.8,79.2
2030,sc01,06-30 00:00:00+02:00,1602.790079,0.02,13.6,147
2030,sc01,06-30 01:00:00+02:00,1532.597724,0.02,0.004,158.4
2030,sc01,06-30 02:00:00+02:00,1491.490599,0.02,1.2,229.2
2030,sc01,06-30 03:00:00+02:00,1488.000371,0.02,36.4,232.2
2030,sc01,06-30 04:00:00+02:00,1514.37098,29.216,54.8,229.2
2030,sc01,06-30 05:00:00+02:00,1588.829168,401.6,49.6,237.6
2030,sc01,06-30 06:00:00+02:00,1709.435923,748.8,26.8,232.2
2030,sc01,06-30 07:00:00+02:00,1857.964497,1008.4,32.8,229.2
2030,sc01,06-30 08:00:00+02:00,1999.90042,1187.6,72.4,229.2
2030,sc01,06-30 09:00:00+02:00,2173.636196,1280,92.4,235.2
2030,sc01,06-30 10:00:00+02:00,2326.818407,1320.8,99.2,229.2
2030,sc01,06-30 11:00:00+02:00,2460.998268,1377.6,120.8,229.2
2030,sc01,06-30 12:00:00+02:00,2574.624567,1359.6,188.8,226.2
2030,sc01,06-30 13:00:00+02:00,2633.958436,1289.6,190.4,226.2
2030,sc01,06-30 14:00:00+02:00,2670.799729,1211.2,215.6,226.2
2030,sc01,06-30 15:00:00+02:00,2669.248516,1015.2,154,232.2
2030,sc01,06-30 16:00:00+02:00,2594.402524,745.6,113.6,226.2
2030,sc01,06-30 17:00:00+02:00,2465.651905,273.2,50.4,232.2
2030,sc01,06-30 18:00:00+02:00,2374.905987,0.02,4,232.2
2030,sc01,06-30 19:00:00+02:00,2327.20621,0.02,12.8,158.4
2030,sc01,06-30 20:00:00+02:00,2206.211653,0.02,4,150
2030,sc01,06-30 21:00:00+02:00,2011.922316,0.02,0.004,79.2
2030,sc01,06-30 22:00:00+02:00,1814.918357,0.02,0.004,76.2
2030,sc01,06-30 23:00:00+02:00,1674.533646,0.02,0.004,76.2
2030,sc01,07-01 00:00:00+02:00,1581.460911,0.02,1.2,155.4
2030,sc01,07-01 01:00:00+02:00,1517.085601,0.02,0.8,155.4
2030,sc01,07-01 02:00:00+02:00,1473.651658,0.02,35.6,155.4
2030,sc01,07-01 03:00:00+02:00,1467.834611,0.02,50.8,235.2
2030,sc01,07-01 04:00:00+02:00,1488.775978,21.216,40,232.2
2030,sc01,07-01 05:00:00+02:00,1583.012123,400.401,44.8,232.2
2030,sc01,07-01 06:00:00+02:00,1736.194334,756.4,0.004,235.2
2030,sc01,07-01 07:00:00+02:00,1879.293667,1040.8,0.004,229.2
2030,sc01,07-01 08:00:00+02:00,2013.085725,1238.4,0.004,226.2
2030,sc01,07-01 09:00:00+02:00,2175.575211,1340.8,0.004,220.8
2030,sc01,07-01 10:00:00+02:00,2314.796512,1402.8,0.004,220.8
2030,sc01,07-01 11:00:00+02:00,2444.322736,1422,90.4,229.2
2030,sc01,07-01 12:00:00+02:00,2547.478352,1399.2,117.2,223.8
2030,sc01,07-01 13:00:00+02:00,2624.263359,1330.4,106.8,229.2
2030,sc01,07-01 14:00:00+02:00,2668.860712,1213.2,88.8,229.2
2030,sc01,07-01 15:00:00+02:00,2674.677759,992,14.8,235.2
2030,sc01,07-01 16:00:00+02:00,2537.783276,559.201,61.2,232.2
2030,sc01,07-01 17:00:00+02:00,2361.720684,199.2,13.2,232.2
2030,sc01,07-01 18:00:00+02:00,2258.565067,0.02,0.4,232.2
2030,sc01,07-01 19:00:00+02:00,2217.457942,0.02,32.8,223.8
2030,sc01,07-01 20:00:00+02:00,2111.199901,0.02,187.2,118.8
2030,sc01,07-01 21:00:00+02:00,1923.89102,0.02,801.2,76.2
2030,sc01,07-01 22:00:00+02:00,1750.155245,0.02,608.4,76.2
2030,sc01,07-01 23:00:00+02:00,1634.589931,0.02,705.2,76.2
2030,sc01,07-02 00:00:00+02:00,1546.170832,0.02,620.8,153
2030,sc01,07-02 01:00:00+02:00,1498.08325,0.02,843.6,155.4
2030,sc01,07-02 02:00:00+02:00,1457.751732,0.02,929.2,220.8
2030,sc01,07-02 03:00:00+02:00,1468.610218,0.02,2147.2,229.2
2030,sc01,07-02 04:00:00+02:00,1490.32719,23.217,2052.8,235.2
2030,sc01,07-02 05:00:00+02:00,1579.521896,465.601,1909.6,235.2
2030,sc01,07-02 06:00:00+02:00,1707.109105,848.8,2235.2,226.2
2030,sc01,07-02 07:00:00+02:00,1834.30851,1084.4,1459.6,229.2
2030,sc01,07-02 08:00:00+02:00,1956.85428,1196.8,655.2,232.2
2030,sc01,07-02 09:00:00+02:00,2094.912172,1322.8,191.6,232.2
2030,sc01,07-02 10:00:00+02:00,2225.989609,1407.6,1.2,232.2
2030,sc01,07-02 11:00:00+02:00,2348.923182,1432.4,0.4,229.2
2030,sc01,07-02 12:00:00+02:00,2443.54713,1408.4,7.2,235.2
2030,sc01,07-02 13:00:00+02:00,2545.151534,1336.4,8,226.2
2030,sc01,07-02 14:00:00+02:00,2616.895102,1208,0.4,229.2
2030,sc01,07-02 15:00:00+02:00,2646.755938,847.2,0.004,235.2
2030,sc01,07-02 16:00:00+02:00,2616.507299,548.801,52.8,229.2
2030,sc01,07-02 17:00:00+02:00,2516.84191,153.201,97.2,229.2
2030,sc01,07-02 18:00:00+02:00,2412.135081,0.02,0.004,217.8
2030,sc01,07-02 19:00:00+02:00,2357.842652,0.02,0.004,144.6
2030,sc01,07-02 20:00:00+02:00,2247.318778,0.02,0.004,99
2030,sc01,07-02 21:00:00+02:00,2054.968456,0.02,0.004,76.2
2030,sc01,07-02 22:00:00+02:00,1869.986393,0.02,18.8,76.2
2030,sc01,07-02 23:00:00+02:00,1738.908956,0.02,413.6,79.2
2030,sc01,07-03 00:00:00+02:00,1645.83622,0.02,685.6,153
2030,sc01,07-03 01:00:00+02:00,1580.685304,0.02,1692,155.4
2030,sc01,07-03 02:00:00+02:00,1533.373331,0.02,2160.4,155.4
2030,sc01,07-03 03:00:00+02:00,1525.617269,0.02,2116,155.4
2030,sc01,07-03 04:00:00+02:00,1545.395225,6.018,2555.2,158.4
2030,sc01,07-03 05:00:00+02:00,1634.589931,368.8,1651.6,232.2
2030,sc01,07-03 06:00:00+02:00,1764.116155,718,142.4,232.2
2030,sc01,07-03 07:00:00+02:00,1900.622835,971.6,112,235.2
2030,sc01,07-03 08:00:00+02:00,2036.741713,1154,34.4,229.2
2030,sc01,07-03 09:00:00+02:00,2189.148317,1262.8,7.6,235.2
2030,sc01,07-03 10:00:00+02:00,2320.613558,1342.4,37.6,229.2
2030,sc01,07-03 11:00:00+02:00,2450.139782,1332.8,1.6,232.2
2030,sc01,07-03 12:00:00+02:00,2563.766081,1241.6,437.6,229.2
2030,sc01,07-03 13:00:00+02:00,2633.570633,1100.4,248.8,232.2
2030,sc01,07-03 14:00:00+02:00,2670.411925,939.6,397.6,226.2
2030,sc01,07-03 15:00:00+02:00,2686.31185,886.8,544,232.2
2030,sc01,07-03 16:00:00+02:00,2642.490104,420.402,1328.4,229.2
2030,sc01,07-03 17:00:00+02:00,2494.349332,80.006,0.004,229.2
2030,sc01,07-03 18:00:00+02:00,2369.476744,0.02,0.004,229.2
2030,sc01,07-03 19:00:00+02:00,2308.20386,0.02,3.2,226.2
2030,sc01,07-03 20:00:00+02:00,2199.619001,0.02,603.6,226.2
2030,sc01,07-03 21:00:00+02:00,2065.826942,0.02,357.2,107.4
2030,sc01,07-03 22:00:00+02:00,1832.757299,0.02,186.8,73.8
2030,sc01,07-03 23:00:00+02:00,1717.579787,0.02,59.2,76.2
2030,sc01,07-04 00:00:00+02:00,1638.855765,0.02,48,82.2
2030,sc01,07-04 01:00:00+02:00,1570.602425,0.02,21.6,158.4
2030,sc01,07-04 02:00:00+02:00,1533.373331,0.02,20.4,155.4
2030,sc01,07-04 03:00:00+02:00,1526.392875,0.02,54.4,155.4
2030,sc01,07-04 04:00:00+02:00,1536.475755,3.219,4.8,155.4
2030,sc01,07-04 05:00:00+02:00,1627.609476,377.602,0.004,232.2
2030,sc01,07-04 06:00:00+02:00,1755.584488,724.4,0.8,235.2
2030,sc01,07-04 07:00:00+02:00,1903.72526,999.2,0.8,235.2
2030,sc01,07-04 08:00:00+02:00,2025.495424,1201.2,1.6,229.2
2030,sc01,07-04 09:00:00+02:00,2179.453241,1308,0.004,235.2
2030,sc01,07-04 10:00:00+02:00,2325.267195,1401.2,34.4,232.2
2030,sc01,07-04 11:00:00+02:00,2444.322736,1421.6,43.2,229.2
2030,sc01,07-04 12:00:00+02:00,2561.05146,1358.4,84.4,229.2
2030,sc01,07-04 13:00:00+02:00,2635.897452,1254,94.4,232.2
2030,sc01,07-04 14:00:00+02:00,2695.619124,1024.8,134.8,229.2
2030,sc01,07-04 15:00:00+02:00,2702.59958,890.8,161.2,235.2
2030,sc01,07-04 16:00:00+02:00,2658.002227,427.201,312.4,223.8
2030,sc01,07-04 17:00:00+02:00,2545.151534,189.2,0.004,229.2
2030,sc01,07-04 18:00:00+02:00,2407.869248,0.02,0.004,229.2
2030,sc01,07-04 19:00:00+02:00,2281.057645,0.02,14,232.2
2030,sc01,07-04 20:00:00+02:00,2191.087332,0.02,34.4,161.4
2030,sc01,07-04 21:00:00+02:00,2057.295274,0.02,0.004,102
2030,sc01,07-04 22:00:00+02:00,1890.152153,0.02,0.004,79.2
2030,sc01,07-04 23:00:00+02:00,1747.052821,0.02,0.004,76.2
2030,sc01,07-05 00:00:00+02:00,1636.528946,0.02,0.4,76.2
2030,sc01,07-05 01:00:00+02:00,1558.968333,0.02,6.4,79.2
2030,sc01,07-05 02:00:00+02:00,1502.736887,0.02,36.8,76.2
2030,sc01,07-05 03:00:00+02:00,1476.366279,0.02,60.4,76.2
2030,sc01,07-05 04:00:00+02:00,1465.11999,0.02,18.8,155.4
2030,sc01,07-05 05:00:00+02:00,1487.224765,387.603,73.6,153
2030,sc01,07-05 06:00:00+02:00,1619.465611,744,54.8,155.4
2030,sc01,07-05 07:00:00+02:00,1797.855023,1124.4,108.4,155.4
2030,sc01,07-05 08:00:00+02:00,1981.673676,1410.4,0.004,153
2030,sc01,07-05 09:00:00+02:00,2165.49233,1540.4,0.004,232.2
2030,sc01,07-05 10:00:00+02:00,2315.572118,1611.6,0.004,232.2
2030,sc01,07-05 11:00:00+02:00,2443.159327,1557.6,74.4,232.2
2030,sc01,07-05 12:00:00+02:00,2537.00767,1409.2,67.6,232.2
2030,sc01,07-05 13:00:00+02:00,2624.651163,1344.8,7.6,232.2
2030,sc01,07-05 14:00:00+02:00,2672.738743,1189.2,44.4,229.2
2030,sc01,07-05 15:00:00+02:00,2683.985032,882,0.004,232.2
2030,sc01,07-05 16:00:00+02:00,2645.980332,553.2,0.004,223.8
2030,sc01,07-05 17:00:00+02:00,2538.171078,89.605,0.004,153
2030,sc01,07-05 18:00:00+02:00,2420.278946,0.02,4,153
2030,sc01,07-05 19:00:00+02:00,2349.698788,0.02,0.4,153
2030,sc01,07-05 20:00:00+02:00,2226.377413,0.02,0.004,153
2030,sc01,07-05 21:00:00+02:00,2073.970807,0.02,0.004,90.6
2030,sc01,07-05 22:00:00+02:00,1891.315561,0.02,0.004,70.8
2030,sc01,07-05 23:00:00+02:00,1769.933201,0.02,15.6,73.8
2030,sc01,07-06 00:00:00+02:00,1678.411678,0.02,56.8,73.8
2030,sc01,07-06 01:00:00+02:00,1606.280306,0.02,102,79.2
2030,sc01,07-06 02:00:00+02:00,1545.395225,0.02,10.4,76.2
2030,sc01,07-06 03:00:00+02:00,1517.085601,0.02,0.004,76.2
2030,sc01,07-06 04:00:00+02:00,1503.512494,0.02,0.004,79.2
2030,sc01,07-06 05:00:00+02:00,1513.983176,299.602,0.004,164.4
2030,sc01,07-06 06:00:00+02:00,1595.421822,618,0.004,235.2
2030,sc01,07-06 07:00:00+02:00,1739.296759,949.6,0.004,229.2
2030,sc01,07-06 08:00:00+02:00,1870.761999,1149.2,0.004,235.2
2030,sc01,07-06 09:00:00+02:00,1995.246784,1308.4,0.004,226.2
2030,sc01,07-06 10:00:00+02:00,2089.48293,1392.8,2.8,232.2
2030,sc01,07-06 11:00:00+02:00,2167.819149,1446.4,24.8,229.2
2030,sc01,07-06 12:00:00+02:00,2258.177264,1447.6,50.4,229.2
2030,sc01,07-06 13:00:00+02:00,2299.672192,1376,48.4,226.2
2030,sc01,07-06 14:00:00+02:00,2338.064696,1242.4,58.4,229.2
2030,sc01,07-06 15:00:00+02:00,2369.088941,1003.2,74,226.2
2030,sc01,07-06 16:00:00+02:00,2348.147575,509.202,70.8,232.2
2030,sc01,07-06 17:00:00+02:00,2288.813706,100.005,50.8,232.2
2030,sc01,07-06 18:00:00+02:00,2207.762865,0.02,102,229.2
2030,sc01,07-06 19:00:00+02:00,2186.8215,0.02,127.2,161.4
2030,sc01,07-06 20:00:00+02:00,2089.870732,0.02,92.4,99
2030,sc01,07-06 21:00:00+02:00,1947.547007,0.02,156.8,73.8
2030,sc01,07-06 22:00:00+02:00,1798.630628,0.02,557.2,76.2
2030,sc01,07-06 23:00:00+02:00,1684.228723,0.02,941.6,76.2
2030,sc01,07-07 00:00:00+02:00,1608.994928,0.02,294,73.8
2030,sc01,07-07 01:00:00+02:00,1559.356136,0.02,706.8,150
2030,sc01,07-07 02:00:00+02:00,1524.841662,0.02,221.2,150
2030,sc01,07-07 03:00:00+02:00,1512.819768,0.02,268,153
2030,sc01,07-07 04:00:00+02:00,1520.963632,0.02,307.2,212.4
2030,sc01,07-07 05:00:00+02:00,1569.439015,384.802,154,232.2
2030,sc01,07-07 06:00:00+02:00,1671.043419,720,27.2,232.2
2030,sc01,07-07 07:00:00+02:00,1798.242826,980,0.004,232.2
2030,sc01,07-07 08:00:00+02:00,1939.403142,1202.8,0.004,229.2
2030,sc01,07-07 09:00:00+02:00,2094.912172,1319.2,0.004,232.2
2030,sc01,07-07 10:00:00+02:00,2217.070139,1404,0.004,229.2
2030,sc01,07-07 11:00:00+02:00,2344.269545,1410.4,74,235.2
2030,sc01,07-07 12:00:00+02:00,2454.405616,1391.6,114.8,226.2
2030,sc01,07-07 13:00:00+02:00,2527.700396,1296,120.8,229.2
2030,sc01,07-07 14:00:00+02:00,2566.0929,1028.4,84,232.2
2030,sc01,07-07 15:00:00+02:00,2582.768431,800.4,120,226.2
2030,sc01,07-07 16:00:00+02:00,2551.356384,645.6,42.8,226.2
2030,sc01,07-07 17:00:00+02:00,2441.608115,199.6,1.6,229.2
2030,sc01,07-07 18:00:00+02:00,2330.308635,0.02,7.2,223.8
2030,sc01,07-07 19:00:00+02:00,2282.221055,0.02,84,229.2
2030,sc01,07-07 20:00:00+02:00,2206.599455,0.02,103.6,217.8
2030,sc01,07-07 21:00:00+02:00,2049.927017,0.02,112.4,147
2030,sc01,07-07 22:00:00+02:00,1896.744805,0.02,141.6,118.8
2030,sc01,07-07 23:00:00+02:00,1778.852672,0.02,505.6,82.2
2030,sc01,07-08 00:00:00+02:00,1683.453118,0.02,234.8,79.2
2030,sc01,07-08 01:00:00+02:00,1603.565686,0.02,118.8,82.2
2030,sc01,07-08 02:00:00+02:00,1550.824469,0.02,178,153
2030,sc01,07-08 03:00:00+02:00,1515.534389,0.02,109.6,189.6
2030,sc01,07-08 04:00:00+02:00,1486.836961,0.02,0.004,232.2
2030,sc01,07-08 05:00:00+02:00,1487.612568,389.601,0.004,235.2
2030,sc01,07-08 06:00:00+02:00,1569.826818,747.2,0.004,229.2
2030,sc01,07-08 07:00:00+02:00,1710.599332,1020.8,0.004,232.2
2030,sc01,07-08 08:00:00+02:00,1863.005938,1160.8,0.004,235.2
2030,sc01,07-08 09:00:00+02:00,2028.210044,1217.2,0.004,229.2
2030,sc01,07-08 10:00:00+02:00,2152.307026,1288,11.6,232.2
2030,sc01,07-08 11:00:00+02:00,2258.95287,1329.6,3.2,229.2
2030,sc01,07-08 12:00:00+02:00,2343.493939,1347.6,159.2,229.2
2030,sc01,07-08 13:00:00+02:00,2414.074096,1291.6,172,226.2
2030,sc01,07-08 14:00:00+02:00,2462.549481,1097.2,185.6,232.2
2030,sc01,07-08 15:00:00+02:00,2486.205468,752.4,294,229.2
2030,sc01,07-08 16:00:00+02:00,2454.405616,524.8,262,229.2
2030,sc01,07-08 17:00:00+02:00,2361.720684,158.801,102.4,229.2
2030,sc01,07-08 18:00:00+02:00,2244.216354,0.02,0.004,229.2
2030,sc01,07-08 19:00:00+02:00,2189.148317,0.02,0.004,226.2
2030,sc01,07-08 20:00:00+02:00,2108.48528,0.02,925.2,217.8
2030,sc01,07-08 21:00:00+02:00,1999.90042,0.02,1484,153
2030,sc01,07-08 22:00:00+02:00,1849.820633,0.02,1284.4,150
2030,sc01,07-08 23:00:00+02:00,1716.416378,0.02,1588.8,76.2
2030,sc01,07-09 00:00:00+02:00,1614.424171,0.02,1853.2,76.2
2030,sc01,07-09 01:00:00+02:00,1536.087951,0.02,1824.4,76.2
2030,sc01,07-09 02:00:00+02:00,1492.654008,0.02,1360.8,150
2030,sc01,07-09 03:00:00+02:00,1481.019916,0.02,1237.2,226.2
2030,sc01,07-09 04:00:00+02:00,1502.349085,0.02,408,223.8
2030,sc01,07-09 05:00:00+02:00,1538.802573,369.602,119.6,229.2
2030,sc01,07-09 06:00:00+02:00,1595.034018,741.2,49.2,223.8
2030,sc01,07-09 07:00:00+02:00,1655.143493,1060.8,76.8,232.2
2030,sc01,07-09 08:00:00+02:00,1692.760391,1262.4,44,229.2
2030,sc01,07-09 09:00:00+02:00,1749.379639,1382.8,11.2,232.2
2030,sc01,07-09 10:00:00+02:00,1788.547749,1428,4.4,232.2
2030,sc01,07-09 11:00:00+02:00,1824.225631,1425.2,27.6,232.2
2030,sc01,07-09 12:00:00+02:00,1877.742455,1389.6,46.8,229.2
2030,sc01,07-09 13:00:00+02:00,1973.529812,1290,122,226.2
2030,sc01,07-09 14:00:00+02:00,2088.31952,1128,358,226.2
2030,sc01,07-09 15:00:00+02:00,2156.960663,958,176.8,229.2
2030,sc01,07-09 16:00:00+02:00,2165.49233,594.4,0.4,229.2
2030,sc01,07-09 17:00:00+02:00,2122.446189,135.602,1843.2,226.2
2030,sc01,07-09 18:00:00+02:00,2047.600198,0.02,927.6,226.2
2030,sc01,07-09 19:00:00+02:00,2046.824592,0.02,133.2,232.2
2030,sc01,07-09 20:00:00+02:00,1962.671326,0.02,506.8,226.2
2030,sc01,07-09 21:00:00+02:00,1810.652524,0.02,47.6,217.8
2030,sc01,07-09 22:00:00+02:00,1642.345992,0.02,1197.6,175.2
2030,sc01,07-09 23:00:00+02:00,1530.658709,0.02,1562.8,153
2030,sc01,07-10 00:00:00+02:00,1450.383473,0.02,504.4,155.4
2030,sc01,07-10 01:00:00+02:00,1392.988619,0.02,671.2,153
2030,sc01,07-10 02:00:00+02:00,1372.82286,0.02,311.2,223.8
2030,sc01,07-10 03:00:00+02:00,1383.293542,0.02,475.2,226.2
2030,sc01,07-10 04:00:00+02:00,1406.173924,0.02,101.6,229.2
2030,sc01,07-10 05:00:00+02:00,1489.551583,200.404,12.8,229.2
2030,sc01,07-10 06:00:00+02:00,1610.158338,482.401,0.004,232.2
2030,sc01,07-10 07:00:00+02:00,1733.479713,767.2,0.004,229.2
2030,sc01,07-10 08:00:00+02:00,1864.169347,973.6,0.004,232.2
2030,sc01,07-10 09:00:00+02:00,2022.392999,1177.6,3.2,232.2
2030,sc01,07-10 10:00:00+02:00,2142.999752,1242.4,98,229.2
2030,sc01,07-10 11:00:00+02:00,2257.78946,1318.4,212.8,235.2
2030,sc01,07-10 12:00:00+02:00,2312.469694,1244.8,466.4,226.2
2030,sc01,07-10 13:00:00+02:00,2404.766824,1030.4,397.6,235.2
2030,sc01,07-10 14:00:00+02:00,2468.366527,728,733.2,229.2
2030,sc01,07-10 15:00:00+02:00,2480.388421,676.401,1207.2,232.2
2030,sc01,07-10 16:00:00+02:00,2418.727733,454.001,1458.8,232.2
2030,sc01,07-10 17:00:00+02:00,2318.286739,80.803,557.2,229.2
2030,sc01,07-10 18:00:00+02:00,2246.155369,0.02,698.4,220.8
2030,sc01,07-10 19:00:00+02:00,2223.274988,0.02,1242,155.4
2030,sc01,07-10 20:00:00+02:00,2133.692478,0.02,1437.2,147
