07-31 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 05:00:00+02:00,0.12031349729828937,0.0,0.19634243896605819,0.027943594553999807,0.0,0.0,0.0,0.0,0.10810130568781129,0.0,0.0,0.0,0.0,0.19634243896605819,0.0,0.0,0.0,0.19634243896605819,0.0,0.0,0.0
07-31 06:00:00+02:00,0.0,0.0,0.19119930166647148,0.0,0.0,0.2932334154241838,0.0,0.0,0.08285747327583796,0.0,0.0,0.0,0.2721114839919993,0.19119930166647192,0.0,0.0,0.0,0.19119930166647192,0.07470217196267195,0.05109783059024742,0.0
07-31 07:00:00+02:00,0.13505797635992578,0.0,0.18459234353678378,0.07910824233999982,0.0,0.0,0.0,0.0,0.137687518199362,0.0,0.0,0.0,0.0,0.18459234353678378,0.0,0.0,0.0,0.18459234353678378,0.0,0.0,0.0
07-31 08:00:00+02:00,0.0,0.0,0.24674584862315418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17699503967217997,0.030869148276834384,0.0,0.0
07-31 09:00:00+02:00,0.0,0.0,0.2034629698766739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034629698766739,0.0,0.0,0.0,0.16906785758323253,0.0,0.0,0.0
07-31 10:00:00+02:00,0.013335963558220466,0.0,0.3554194801895237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 11:00:00+02:00,0.04196791014139827,0.0,0.24053128560177964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 12:00:00+02:00,0.04410469279491342,0.0,0.09546651431075827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 13:00:00+02:00,0.04172424689057757,0.0,0.06742385701959483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 14:00:00+02:00,0.045433106293890434,0.0,0.3076582357796117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 15:00:00+02:00,0.035633108549500005,0.0,0.257629952501639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12782936774686632,0.0,0.0,0.0
07-31 16:00:00+02:00,0.016065772992891785,0.0,0.20538863035765775,0.0,0.0,0.0,0.0,0.0,0.08483326638388311,0.0,0.0,0.0,0.1373370047400014,0.20538863035765775,0.0,0.0,0.0,0.20538863035765775,0.0,0.0,0.0
07-31 17:00:00+02:00,0.0,0.0,0.20931591934994698,0.0,0.0,0.0,0.0,0.0,0.09470784379880516,0.0,0.0,0.0,0.09135961917199953,0.20931591934994698,0.0,0.0,0.0,0.20931591934994698,0.0,0.0,0.0
07-31 18:00:00+02:00,0.0,0.0,0.19610174559602456,0.0,0.0,0.285893918442947,0.0,0.0,0.08341781381120583,0.0,0.0,0.0,0.34524439004399976,0.1961017455960241,0.0,0.0,0.0,0.1961017455960241,0.02341763549892733,0.09341005400821667,0.0
07-31 19:00:00+02:00,0.0,0.0,0.19036511845501636,0.0,0.0,0.2944822793072299,0.0,0.0,0.06716625624161894,0.0,0.0,0.0,0.4049567409760005,0.19036511845501658,0.0,0.0,0.0,0.19036511845501658,0.03559472292163407,0.1891874302711487,0.0
07-31 20:00:00+02:00,0.0,0.0,0.1871967023049006,0.0,0.0,0.0,0.0,0.0,0.09653541819758013,0.0,0.0,0.0,0.27690494232799756,0.18719670230490149,0.0,0.0,0.0,0.18719670230490149,0.04010915312515497,0.08105482907211137,0.0
07-31 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08970689297666064,0.0,0.0,0.0
07-31 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-31 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 05:00:00+02:00,0.0,0.0,0.17190951046572556,0.0,0.0,0.3221123513836812,0.0,0.0,0.051122783150318214,0.0,0.0,0.0,0.11094903556399952,0.17190951046572667,0.0,0.0,0.0,0.17190951046572667,0.061368467787980344,0.011206434155538292,0.0
08-01 06:00:00+02:00,0.0,0.0,0.16938014179727912,0.0,0.0,0.3258990940722821,0.0,0.0,0.02651487794515383,0.0,0.0,0.0,0.1553837385999993,0.1693801417972789,0.0,0.0,0.0,0.1693801417972789,0.07540971750731426,0.07154277117551033,0.0
08-01 07:00:00+02:00,0.0,0.0,0.16824631844440585,0.0,0.0,0.0,0.0,0.0,0.13258232066413078,0.0,0.0,0.0,0.1693150899,0.16824631844440585,0.0,0.0,0.0,0.16824631844440585,0.06755813295188778,0.09260224269965217,0.0
08-01 08:00:00+02:00,0.0,0.0,0.2329825054401169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14651721672909113,0.034226148688437506,0.0,0.0
08-01 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2271672501655893,0.0,0.0,0.0
08-01 10:00:00+02:00,0.021781544449503854,0.0,0.27500605355886926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 11:00:00+02:00,0.06180941113429987,0.0,0.15084479219046576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 12:00:00+02:00,0.06501121657246166,0.0,0.1630043847392985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 13:00:00+02:00,0.06006148604400756,0.0,0.20022180803045733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 14:00:00+02:00,0.012582839614914566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13189551553866638,0.0,0.0,0.0
08-01 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1139754373128028,0.0,0.0,0.0
08-01 16:00:00+02:00,0.0,0.0,0.1810488400879773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 17:00:00+02:00,0.012242917969224311,0.0,0.15978613339598868,0.0,0.0,0.0,0.0,0.0,0.023731332959338394,0.0,0.0,0.0,0.0,0.15978613339598868,0.0,0.0,0.0,0.15978613339598868,0.0,0.0,0.0
08-01 18:00:00+02:00,0.0,0.0,0.15901394001344826,0.0,0.0,0.0,0.0,0.0,0.03344774595515465,0.0,0.0,0.0,0.0,0.15901394001344826,0.0,0.0,0.0,0.15901394001344826,0.024183177841927018,0.0,0.0
08-01 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23015456301229142,0.03499666829760116,0.0,0.0
08-01 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17841678772445627,0.041316372371371306,0.0,0.0
08-01 21:00:00+02:00,0.0,0.0,0.2598692823132587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03675658409781499,0.0,0.0,0.0
08-01 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-01 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 05:00:00+02:00,0.0,0.0,0.15767378569517332,0.0,0.0,0.0,0.0,0.0,0.07309635481360477,0.0,0.0,0.0,0.0,0.15767378569517332,0.0,0.0,0.0,0.15767378569517332,0.0627736638374842,0.0,0.0
08-02 06:00:00+02:00,0.0,0.0,0.15606299491147557,0.0,0.0,0.0,0.0,0.0,0.02269793932036593,0.0,0.0,0.0,0.0,0.15606299491147557,0.0,0.0,0.0,0.15606299491147557,0.07314701180407389,0.0,0.0
08-02 07:00:00+02:00,0.0,0.0,0.15414817642924494,0.0,0.0,0.0,0.0,0.0,0.05728505024688342,0.0,0.0,0.0,0.0,0.15414817642924494,0.0,0.0,0.0,0.15414817642924494,0.06402469785514792,0.0,0.0
08-02 08:00:00+02:00,0.0,0.0,0.3110333879660223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030777951508515297,0.02527384600352864,0.0,0.0
08-02 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04498081899448223,0.0,0.0,0.0
08-02 10:00:00+02:00,0.04626326698283361,0.0,0.09945657228786567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 11:00:00+02:00,0.08128892672908691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 12:00:00+02:00,0.08268296261580749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 13:00:00+02:00,0.07622320665554846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 14:00:00+02:00,0.08252071486758569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 15:00:00+02:00,0.06543981406951467,0.0,0.12947537958295657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11500359532595668,0.0,0.0,0.0
08-02 17:00:00+02:00,0.0,0.0,0.3247248711436369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03494870420656418,0.0,0.0,0.0
08-02 18:00:00+02:00,0.0,0.0,0.16086129688421602,0.0,0.0,0.0,0.0,0.0,0.07814189251576141,0.0,0.0,0.0,0.011411890567999336,0.16086129688421602,0.0,0.0,0.0,0.16086129688421602,0.009432831730265722,0.0,0.0
08-02 19:00:00+02:00,0.0,0.0,0.1596106506514825,0.0,0.0,0.0,0.0,0.0,0.00035714997792790637,0.0,0.0,0.0,0.0,0.1596106506514825,0.0,0.0,0.0,0.1596106506514825,0.023169078862844385,0.0,0.0
08-02 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22433941837941923,0.031105195481738977,0.0,0.0
08-02 21:00:00+02:00,0.0,0.0,0.03430664331144828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-02 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 05:00:00+02:00,0.0,0.0,0.3435888155745945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04748642665950115,0.0,0.0
08-03 06:00:00+02:00,0.0,0.0,0.33123708392268403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298666143266538,0.05749955832638908,0.0,0.0
08-03 07:00:00+02:00,0.0,0.0,0.2523113230444891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05032204605621551,0.0,0.0
08-03 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07270547135480229,0.0,0.0,0.0
08-03 09:00:00+02:00,0.014147837342675879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 10:00:00+02:00,0.056607922499029475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 11:00:00+02:00,0.08417566520403824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 12:00:00+02:00,0.10372492497181639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 13:00:00+02:00,0.09334545810510592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 14:00:00+02:00,0.08544209625045257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 15:00:00+02:00,0.06071516958519697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 16:00:00+02:00,0.027587937883821752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21563767930998945,0.0,0.0,0.0
08-03 18:00:00+02:00,0.0,0.0,0.288760085190484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948994000679183,0.016466947497913605,0.0,0.0
08-03 19:00:00+02:00,0.05654731803988413,0.0,0.1689789661303529,0.0,0.0,0.0,0.0,0.0,0.02373842384615521,0.0,0.0,0.0,0.0,0.1689789661303529,0.0,0.0,0.0,0.1689789661303529,0.0,0.0,0.0
08-03 20:00:00+02:00,0.06850608786247146,0.0,0.16690388486758012,0.0,0.0,0.0,0.0,0.0,0.10910993874779842,0.0,0.0,0.0,0.008053668303999839,0.16690388486758012,0.0,0.0,0.0,0.16690388486758012,0.0,0.0,0.0
08-03 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-03 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19824472650334707,0.0,0.0,0.0
08-04 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17486937125002422,0.0,0.0,0.0
08-04 07:00:00+02:00,0.0,0.0,0.05024243878042503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 16:00:00+02:00,0.023699641038157575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 17:00:00+02:00,0.0,0.0,0.13279600484428658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24797573251360477,0.0,0.0,0.0
08-04 19:00:00+02:00,0.0,0.0,0.23164844271952734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575046200811559,0.03126182922251211,0.0,0.0
08-04 20:00:00+02:00,0.07406922441360492,0.0,0.1671599009662481,0.0,0.0,0.0,0.0,0.0,0.08013727515992902,0.0,0.0,0.0,0.0,0.1671599009662481,0.0,0.0,0.0,0.1671599009662481,0.0,0.0,0.0
08-04 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-04 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 05:00:00+02:00,0.11098826106824411,0.0,0.16337687662323286,0.0,0.0,0.0,0.0,0.0,0.020863694476698662,0.0,0.0,0.0,0.0,0.16337687662323286,0.0,0.0,0.0,0.16337687662323286,0.0,0.0,0.0
08-05 06:00:00+02:00,0.0,0.0,0.1589346374652305,0.0,0.0,0.0,0.0,0.0,0.07813833089459957,0.0,0.0,0.0,0.0,0.1589346374652305,0.0,0.0,0.0,0.1589346374652305,0.06588207862779052,0.0,0.0
08-05 07:00:00+02:00,0.0,0.0,0.15535039082647528,0.0,0.0,0.0,0.0,0.0,0.07921416739097409,0.0,0.0,0.0,0.0,0.15535039082647528,0.0,0.0,0.0,0.15535039082647528,0.05892367792091253,0.0,0.0
08-05 08:00:00+02:00,0.0,0.0,0.286662253133149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02165856531028604,0.0,0.0
08-05 09:00:00+02:00,0.0006504620609102634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11118278330212204,0.0,0.0,0.0
08-05 10:00:00+02:00,0.04018984647399444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 11:00:00+02:00,0.06847871027219211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 12:00:00+02:00,0.05860430819083911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-05 13:00:00+02:00,0.07077745050299443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
