LoadLevel,Network_Line_Out_bus004_bus011_cac1,Network_Line_Out_bus005_bus006_cac1,Network_Line_Out_bus006_bus007_cac1,Network_Line_Out_bus008_bus005_cac1,Network_Line_Out_bus011_bus013_cac1,Network_Line_Out_bus012_bus016_cac1,Network_Line_Out_bus015_bus033_cac1,Network_Line_Out_bus017_bus113_cac1,Network_Line_Out_bus025_bus027_cac1,Network_Line_Out_bus026_bus030_cac1,Network_Line_Out_bus030_bus038_cac1,Network_Line_Out_bus033_bus037_cac1,Network_Line_Out_bus054_bus056_cac1,Network_Line_Out_bus068_bus069_cac1,Network_Line_Out_bus069_bus077_cac1,Network_Line_Out_bus077_bus082_cac1,Network_Line_Out_bus080_bus099_cac1,Network_Line_Out_bus082_bus083_cac1,Network_Line_Out_bus092_bus093_cac1,Network_Line_Out_bus094_bus100_cac1,Network_Line_Out_bus099_bus100_cac1
07-22 07:00:00+02:00,4.48908E-05,-0.000264981,9.41183E-06,0.000386065,-0.001228933,-0.005395528,-0.004202764,3.862952618,0.393775371,1.377610898,-0.021614218,0.020268927,-8.9617E-05,0.538600238,1.38995957,-0.018481641,29.05011037,-0.098382768,0.687518004,5.430171963,29.88258644
07-22 08:00:00+02:00,-0.000423878,-0.002919301,-0.000884889,0.072361652,0.000379664,0.019337,-0.0965061,4.954246643,0.035385327,2.20782066,3.00861509,1.186002751,-0.00156262,5.676316897,20.14715969,0.121121816,28.38444431,-0.558256021,1.478554953,4.35439897,28.07884763
07-22 09:00:00+02:00,-5.06262E-14,-4.88498E-14,-8.26006E-14,-0.029362023,-9.14824E-14,0.014117564,-0.111908369,4.754504165,0.074852973,2.344716181,2.863942008,1.512708751,-0.001783218,4.477555512,17.62583292,0.101196465,25.36181361,0.028626595,0.068182209,4.321630339,25.17267331
07-22 10:00:00+02:00,-7.63833E-14,7.99361E-15,-2.22045E-15,-0.336561107,-9.23706E-14,0.022727053,-0.198223718,5.640482022,0.054925966,4.581839287,7.98409897,2.263991302,-0.000561683,0.698300383,12.1295807,0.13804695,1.328933119,2.61968993,-0.013420146,4.414842036,1.520003281
07-22 11:00:00+02:00,-1.32339E-13,-1.90958E-14,2.35367E-14,-0.35587993,-6.92779E-14,0.019528415,-0.173525298,5.348089686,0.071175816,4.37089273,2.222829296,1.63177111,-0.000715555,0.702647012,12.58537229,0.152000094,1.365262934,1.900145907,-0.036324346,4.566668044,1.579462963
07-22 12:00:00+02:00,2.22045E-14,3.19744E-14,-2.66454E-15,0.0234725,3.33067E-14,-0.010259357,-0.026439579,4.51822548,0.135932254,4.020607095,0.264654953,0.333316016,-0.000298529,0.592508519,12.7187254,0.118514476,1.136971253,0.210259551,-0.015549244,4.473461362,1.527498459
07-22 13:00:00+02:00,-3.10862E-15,-1.06581E-14,-1.15463E-14,0.028327493,-7.10543E-15,-0.011268735,-0.014456378,4.515292656,0.170433945,4.025000572,0.259011651,0.323240865,-0.00031969,0.588470837,10.55316259,0.100922679,1.165976589,1.890960507,-0.13102229,4.71581078,1.540521189
07-22 14:00:00+02:00,0.085202943,0.080525948,0.015350126,1.184727243,-6.03961E-14,-2.16716E-13,-0.018465268,5.650012092,1.1636345,2.321197716,14.94064953,6.388599731,0.005581801,0.481958992,0.902269935,0.377732566,1.114619997,21.07247522,-0.998726491,5.845090815,0.379722733
07-22 15:00:00+02:00,0.087853775,0.080204825,0.015672375,1.87104895,-3.21521E-13,1.45661E-13,0.100524511,5.693015753,1.110909397,3.069741413,16.43283516,5.29E+00,0.002971056,0.39832688,0.816824178,0.347705795,6.06E-02,19.69218696,-0.938191223,4.012706112,0.021905732
07-22 16:00:00+02:00,5.15143E-14,6.92779E-14,3.73035E-14,4.000921216,1.77636E-15,0.267354411,0.141929541,4.295326382,0.492149754,2.881998155,15.73400124,3.483407601,0.002358619,0.08086213,0.914632713,0.285836167,0.15460821,15.75723281,-0.777051524,1.331854904,0.054681917
07-22 17:00:00+02:00,0.003541584,-0.086280546,-0.015417952,5.983251239,-4.9738E-14,0.565834073,0.393546112,3.3535639,-0.330561579,0.777601188,12.63561612,2.02E+00,0.002375482,0.098309864,0.716530379,0.293490834,0.104682438,11.71380706,-0.337061862,0.03272767,0.053048615
07-22 18:00:00+02:00,0.119576167,0.969644723,-0.037888667,6.843396713,0.204767575,0.539175071,0.422422036,0.725512184,-0.232226538,-0.725733554,7.528948251,9.41E-01,0.001532374,0.188360047,-0.316585458,0.159473275,0.363482353,5.822079754,0.192923081,-1.705275186,0.171191321
07-22 19:00:00+02:00,-0.009696417,1.197445794,-0.002716684,-0.656905279,0.002439105,0.020587003,0.151439499,0.055124396,-0.144002723,-0.133242485,2.007205761,2.15E-01,-0.000115597,0.065829196,-0.218825482,0.032996293,0.231080941,2.388230595,0.881276019,0.858318009,0.186971881
07-22 20:00:00+02:00,-0.000705925,-0.000157019,-0.000201569,-0.551017518,-0.000219138,0.001099092,0.03064263,1.199576363,-0.032997819,0.626256356,0.636149767,0.032526952,-2.41629E-05,0.004064879,-0.047172267,0.050545025,0.290644857,3.547148233,1.439856093,0.304145047,0.237271614
07-22 21:00:00+02:00,-0.000440055,6.82326E-05,-0.000137951,-0.332989469,-0.000115263,-1.12929E-05,0.026319932,1.057561777,-0.032920334,0.504584881,0.106604643,0.026183022,-7.66117E-06,0.000877244,-0.058556396,0.086940406,0.220616898,6.384023881,0.13720592,-2.467317959,0.150538001
07-22 22:00:00+02:00,5.85394E-06,-1.44697E-05,1.68112E-06,-0.237228697,5.9704E-05,-0.000835202,0.016001489,0.546265168,-0.043599147,0.186212104,0.037672538,0.016305181,-4.35687E-06,0.011390408,0.027421273,0.110028168,0.279910102,6.741851918,-0.172850817,-2.814400107,0.15559853
07-22 23:00:00+02:00,0.004816998,0.103045226,-2.09817E-05,1.641890475,0.00800489,-0.0005132,0.290016751,-1.011839698,0.882914142,-0.70393599,5.502667546,0.386255143,0.000489106,2.468054898,2.329791529,-0.007768648,3.95E-03,0.173673087,-0.001257955,1.901439186,-0.002637381
07-23 00:00:00+02:00,0.006453355,0.078010714,0.000199216,3.986923993,0.009256899,0.001388612,0.339143793,-0.349193026,0.765257943,-0.157641842,8.99455169,0.426934906,0.000373711,1.667702641,1.044374592,-0.010969888,18.85027692,0.158778905,0.00020625,2.412602381,18.8572743
07-23 01:00:00+02:00,0.026499661,0.11690502,0.001443345,5.67674165,0.018418534,0.003579702,0.37050765,0.092608602,0.679787897,0.157878116,9.617432566,0.457190205,4.23E-04,1.651612654,0.707166521,-0.022922744,2.13E+01,0.284979048,0.000434676,2.100625261,21.2758444
07-23 02:00:00+02:00,-1.42109E-14,0.001369802,2.84217E-14,5.535786609,0.012819327,0.005987356,0.045757424,0.453391854,0.244899829,-0.373181839,8.937227918,0.080771591,4.61E-04,0.126153609,0.1745698,0.00015465,20.78375271,0.094509012,-1.42109E-14,1.306931408,20.78806256
07-23 03:00:00+02:00,-1.42109E-14,0.001212386,0,5.383517696,0.012344697,0.006028458,0.041317829,0.41489111,0.245793423,-0.350040431,8.408910573,0.079662018,0.0003932,0.051215443,0.185114827,0.000116847,19.3032422,0.125618401,-4.26326E-14,1.42607461,19.30724505
07-23 04:00:00+02:00,-2.84217E-14,0.134794814,-1.42109E-14,5.913899096,0.00889779,0.001828988,0.153971196,0.302110101,0.263463167,0.115767845,8.354773592,0.149379129,0.000302625,2.102776024,2.021417016,5.22176E-06,19.8959036,0.050651407,-5.68434E-14,2.634738004,19.90061195
07-23 05:00:00+02:00,6.92002E-05,0.000720712,3.01981E-13,0.604194977,0.002657568,3.52418E-05,0.005185646,-0.082518932,0.151708264,-0.184195425,0.374847333,-0.021688855,-0.000897106,10.02652925,13.86605934,0.017719761,24.83984353,0.30273583,4.9738E-14,0.001000186,24.84383845
07-23 06:00:00+02:00,0.001017872,0.018959866,-0.000186626,0.658265842,0.000616219,-0.000372416,0.015868296,-0.190773298,0.214191874,-0.16318933,2.277159712,0.07061581,-0.000610977,6.388492529,2.293830832,0.083606949,30.24302328,0.044502703,-2.15267E-05,4.161384141,33.68254223
07-23 07:00:00+02:00,4.04504E-05,0.000240614,9.86287E-06,-0.00645347,0.001491271,0.003409647,0.010635107,1.761451981,0.230870844,-0.265006684,-0.020992415,-0.101352758,-0.000651649,4.308316669,3.799111537,0.657210664,11.86922158,0.343466808,0.001778197,3.723275912,15.21377605
07-23 08:00:00+02:00,0.007423717,-0.005524432,-0.004254788,8.597933931,-0.010365595,0.070415586,-0.319784519,5.2463501,0.029084556,4.50602088,12.37563706,1.930584335,-0.000504937,11.07971114,29.78939574,0.823730851,14.78132945,0.991004946,0.002020254,1.86567066,15.03080989
07-23 09:00:00+02:00,2.4869E-14,-4.61853E-14,-3.19744E-14,4.81325742,6.75016E-14,0.052175924,-0.284618223,5.531033873,1.38225452,4.903949378,18.9244421,7.463320079,-0.000248803,0.148394646,5.955838262,0.023438342,17.28630644,1.24663119,4.39972E-05,0.564311333,17.33049614
07-23 10:00:00+02:00,9.9476E-14,1.06581E-14,-3.90799E-14,1.781919016,-7.10543E-15,0.023372629,-0.551502943,5.688117452,1.456037295,4.03409415,19.74951393,8.570930858,-0.000497655,0.195829041,7.838667217,0.075749707,17.27060014,1.277577988,-7.96103E-05,0.607833034,17.3220641
07-23 11:00:00+02:00,9.9476E-14,-1.77636E-15,1.20792E-13,0.805852553,6.03961E-14,0.040302035,-0.796731495,5.155603922,1.534540116,3.802871983,19.44127367,9.170315663,-0.000744843,0.664221926,11.43576409,0.212920154,15.36651318,2.986730945,-7.46846E-05,2.802754223,15.45002073
07-23 12:00:00+02:00,0.068458573,0.058877943,0.013682929,-7.871208827,-3.33955E-13,-3.90799E-13,3.757577247,5.590306078,1.09790056,-10.1007943,262.5470345,192.8346764,-0.036716575,0.041894284,-0.660149235,0.120587305,0.155231224,250.0259635,-1.130160737,231.5592667,11.71309813
07-23 13:00:00+02:00,0.082199004,0.074185485,0.015415092,-7.600196353,-2.62901E-13,-9.41469E-13,4.72058324,5.653011013,1.19352902,-8.928392319,76.1064088,57.79609528,-0.036809324,0.230833783,-0.967045125,0.429511515,0.157861353,66.60083696,-1.508033505,59.95220619,8.692716697
07-23 14:00:00+02:00,0.013082577,0.011531292,-1.20792E-13,-0.571686071,6.39488E-14,4.26326E-14,0.709425281,5.470798576,1.093822757,-2.644325591,36.00844625,15.3733765,-0.003098782,0.356949498,-0.176916175,0.480497383,2.209356454,25.85721586,-1.791026435,18.08205612,0.547642514
07-23 15:00:00+02:00,-1.92557E-12,-5.15143E-13,-8.27782E-13,-7.879859936,-8.31335E-13,-2.45848E-12,4.125753206,5.343215638,1.003882316,-9.231020154,44.42879431,18.35910676,-0.027937276,-0.136980876,-0.124105854,0.38968914,7.994011646,31.31664769,-1.545203486,24.64780988,0.467058911
07-23 16:00:00+02:00,9.59233E-14,4.36984E-13,9.9476E-14,-13.84445711,-8.81073E-13,0.320715956,-4.256762745,4.494129303,0.233782925,-9.1800108,36.59009487,8.503189254,-0.013434098,0.119875774,-0.150868596,0.331937438,4.475574949,23.46038894,-1.041204768,18.08746599,0.973240248
07-23 17:00:00+02:00,-0.087426521,-0.205568752,-0.050264156,4.915690841,-1.27898E-13,0.736699381,0.707224822,2.624010089,-0.532904794,-2.735696793,26.02607524,4.300754546,-0.002586709,0.170855992,-0.292612321,0.321614181,3.251057052,20.05121209,-0.195775671,12.6266829,1.000906381
07-23 18:00:00+02:00,0.071895801,1.07561594,-0.026739119,7.222708283,0.300340177,0.4635626,1.070731501,0.690596672,-0.393936555,-3.968221378,14.60025727,2.750127972,-0.001984266,0.121462857,0.05841486,0.33746031,3.310909114,11.69907349,-0.188696446,7.557403944,1.18525119
07-23 19:00:00+02:00,-0.028677567,1.026314544,-0.005227362,-2.506771522,-0.009126055,0.272053066,0.441838116,1.058638862,0.068663811,-0.496713244,4.140275696,0.637110463,-0.000195907,0.109890376,-0.346993057,0.108874847,1.708979732,5.946840854,0.003541051,3.064332899,1.041706326
07-23 20:00:00+02:00,-0.000843702,-0.000408337,-0.00022543,-1.099640139,-0.000234418,0.001424779,0.06790975,1.623419236,0.077228236,0.905886756,1.066957684,0.071420072,-1.79918E-05,0.020202239,-0.053335085,0.080866813,1.125496953,3.739441196,-0.125573077,1.392744198,0.812888548
07-23 21:00:00+02:00,-0.000439498,9.8182E-05,-0.000137326,-0.394555847,-0.00013378,-6.68381E-05,0.030614758,1.142353853,-0.022163162,0.58109049,0.173684214,0.030346895,1.76121E-07,0.011049879,-0.046661967,0.058142794,8.563058617,3.162646033,-0.127709742,0.869698415,8.596122375
07-23 22:00:00+02:00,1.76987E-07,-1.31128E-05,5.44842E-08,-0.369220174,8.20378E-05,-0.000956326,0.018651945,0.659639741,-0.042851655,0.226810403,0.052370446,0.019254533,8.43351E-07,0.010612571,-0.020832628,0.03215964,6.946504486,2.629271757,-0.02129781,0.511099013,7.122566145
07-23 23:00:00+02:00,-1.20792E-13,6.62803E-05,-6.75016E-14,0.164214323,0.000486696,-0.000467267,-0.002236722,0.03804539,0.025591803,0.069758707,0.353264572,8.77555E-05,1.12296E-05,0.003008854,1.884344363,0.004114465,12.03068685,1.643462959,-6.03961E-14,-0.023635799,12.03948557
07-24 00:00:00+02:00,8.34888E-14,7.18424E-05,3.41061E-13,0.072781784,0.000512129,-0.000299432,-0.001694505,0.029224803,0.037493057,0.101810887,0.334622641,0.000449344,5.90154E-06,-0.010769304,3.414850818,0.000681598,15.3850549,1.387790451,5.32907E-15,-0.002267013,15.38481354
07-24 01:00:00+02:00,-7.10543E-14,9.95625E-05,-2.30926E-14,0.250534933,0.000723031,-0.000398976,-0.000683526,-0.048487217,0.091929563,0.073028172,0.655342335,0.002549892,-2.01597E-05,-0.274504074,6.682687078,0.036795972,15.77293499,2.052170701,-1.10134E-13,-0.00958056,15.78187001
07-24 02:00:00+02:00,-2.84217E-14,0.001058364,-2.84217E-14,5.356837668,0.011052939,0.001475388,0.012973836,0.455908844,0.285237983,-0.55082747,10.62798634,0.0471455,-7.81919E-06,-0.005134945,-0.137695888,0.001953465,14.85669205,0.00913738,-1.42109E-14,0.145868659,14.85652767
07-24 03:00:00+02:00,-1.42109E-14,0.000955359,0,5.28119724,0.010827303,0.001551667,0.005955861,0.415788019,0.287945006,-0.547147596,10.29385508,0.041404956,4.2433E-05,-0.0048789,-0.136839615,0.001676539,13.82094954,0.009153566,0,0.239627484,13.82079663
07-24 04:00:00+02:00,1.42109E-14,0.000922254,1.42109E-14,5.554572946,0.011229498,0.001943295,0.017454967,0.503254419,0.280218519,-0.358301955,9.923023374,-0.00565865,0.000162912,0.592332684,-0.14560902,-0.00089847,13.10345793,0.004160717,2.84217E-14,0.84530668,13.10325681
07-24 05:00:00+02:00,0.028363836,0.143836417,-0.000562233,3.875506936,0.021242917,0.000389141,0.332573999,-0.275544001,0.644824039,-0.223439171,6.674628993,0.133471474,0.000219147,2.740946016,0.884718595,0.111498899,20.05320284,0.179520787,-2.13622E-06,4.722698613,23.75386137
07-24 06:00:00+02:00,-3.92575E-13,-7.09949E-07,-3.0731E-13,0.436323365,1.79983E-05,-0.00135737,-0.00233913,-0.088156709,0.174236037,-0.182033465,0.232103278,0.089825988,-0.000241389,4.080821636,3.06745639,0.158968339,28.10356424,0.639512258,-2.77112E-13,0.360799047,29.26809238
07-24 07:00:00+02:00,7.37861E-06,2.11839E-05,1.53223E-06,0.017095525,0.000117429,0.000313583,-0.000168445,0.450094324,0.219662587,-0.151490925,-0.020031754,-0.017482197,-0.000123066,1.734567841,6.409481285,0.247241271,30.1123225,0.34306328,0.00026107,0.318025405,31.71466899
07-24 08:00:00+02:00,-0.000956425,-0.005187359,-0.001475983,0.164161552,-8.34888E-14,0.01692578,-1.171301504,4.780197577,0.127432943,2.606041687,2.096230628,1.44122499,-5.54289E-05,1.808054313,10.17259761,2.960980991,33.99997442,4.229745125,0.002217936,0.952315843,38.32745004
07-24 09:00:00+02:00,-0.027600364,-0.022520224,-0.00828858,4.860980114,3.55271E-14,0.006934701,-0.268884125,4.67291672,1.207805314,4.355460807,19.87345026,8.053008512,-0.001420322,12.44508073,33.23091775,0.428382543,13.96055436,0.930776179,-0.00076487,0.55515213,13.96658761
07-24 10:00:00+02:00,-1.88294E-13,1.77636E-14,1.42109E-14,1.035003275,1.42109E-13,0.031617239,-0.730493825,5.297961828,1.462409689,3.709699452,23.17918338,10.67719366,-0.000322325,0.15149622,4.204299232,-0.001759731,0.194756012,1.422173673,0.0024496,0.620212019,0.16771427
07-24 11:00:00+02:00,-1.20792E-13,-1.10134E-13,4.9738E-14,0.53410038,1.1724E-13,0.040897892,-0.761353716,5.264656557,1.549326781,3.352915536,21.21402905,10.41173237,-8.67615E-05,0.556036517,6.126679569,0.159953648,0.176745044,2.144382504,-0.158264216,0.552673031,0.105852751
07-24 12:00:00+02:00,-1.27898E-13,-3.90799E-14,-1.38556E-13,0.443217847,-1.35003E-13,0.041146634,-0.852569107,5.134114631,1.621792143,3.251064012,19.84522993,9.847739624,7.43446E-05,0.421156431,7.026883823,0.163296284,0.221104376,1.623228392,-0.117185945,0.55318013,0.136860695
07-24 13:00:00+02:00,0.072277909,0.063156447,0.013814927,-7.733943659,-1.91847E-13,2.4869E-13,4.772128165,5.672896498,1.15474903,-9.337615507,154.850829,136.2543172,-0.005846763,0.107916186,-0.561193644,0.14902028,14.83544541,137.2345872,-1.078872557,134.9051683,0.394755282
07-24 14:00:00+02:00,0.090008504,0.082001912,0.016491914,0.839061105,9.9476E-14,4.68958E-13,0.321217306,5.328315797,1.272857537,1.891776818,30.96402483,16.79225961,-0.001393399,0.546083023,0.053394439,0.379481967,0.779339895,14.96761268,-0.148857023,12.85845449,0.349360252
07-24 15:00:00+02:00,-9.23706E-14,7.10543E-14,-4.26326E-14,1.275578225,-2.98428E-13,-2.70006E-13,0.559432226,5.378458067,1.264470494,2.1981384,26.66926849,11.9535266,-0.00279932,0.374177472,0.162961314,0.326798685,0.63391101,8.977783967,-0.056969463,6.742391442,0.214292816
07-24 16:00:00+02:00,-7.81597E-14,1.35003E-13,1.20792E-13,4.124932387,-2.06057E-13,0.254721047,0.372369481,5.109171155,1.224202247,3.924057573,20.6528843,5.475951635,-0.00098754,0.305431005,-0.116645162,0.091550025,0.440133003,4.023707371,-0.027965349,2.09250913,0.312190931
07-24 17:00:00+02:00,0.006727066,-0.081107122,-0.014464253,5.679849149,-1.42109E-14,0.470956007,0.256137827,3.987616555,0.153642393,2.67846019,16.21673194,2.534209555,-0.000666813,0.257891962,-0.269243246,0.085241215,0.607543155,3.627314444,0.0066099,1.762324121,0.450367709
07-24 18:00:00+02:00,0.155668627,0.712276262,-0.039868968,6.595522142,7.81597E-14,0.520280592,0.515904349,0.567789543,-0.316789289,-0.52483856,9.413109616,1.20405841,-0.000397806,0.264387948,-0.4329489,0.062012885,0.649285617,2.929794261,0.005116244,1.248974555,0.483352079
07-24 19:00:00+02:00,0.037835582,1.150937019,0.001133631,3.472046189,0.803390438,0.027551774,0.155308161,0.032472865,-0.127491437,-0.10146548,2.379915851,0.228516862,-4.73836E-05,0.095359744,-0.295941091,0.018071509,0.557128465,1.728530364,0.001115,0.769262388,0.457111171
07-24 20:00:00+02:00,-9.3962E-07,-0.001340546,-2.03354E-07,-0.415859029,-0.000817741,0.039428747,0.032720629,0.790127283,-0.008041221,0.231504579,0.108066262,0.03431831,-1.25895E-05,0.017033015,-0.090730854,0.027074546,0.582470921,1.213042243,-0.017547514,0.20858673,0.493241261
07-24 21:00:00+02:00,1.83165E-07,-1.99885E-05,5.85123E-08,0.011023585,-5.90323E-05,-0.000439726,0.008059345,0.342511753,-0.054572927,0.021114755,0.002893673,0.007180176,-1.28969E-06,0.009631038,-0.052951009,0.016221345,0.497821878,0.774540537,0.296746419,0.040864136,0.451575155
07-24 22:00:00+02:00,-1.68808E-07,4.89101E-08,-3.93939E-08,-4.05221E-05,-4.79345E-07,-2.27711E-06,1.25572E-05,0.040348174,-3.60786E-05,0.002947696,2.6822E-05,9.83897E-06,5.31285E-07,0.001076659,-0.005774287,0.00720177,0.416417295,0.159417799,0.688012093,0.015736071,0.407681288
07-24 23:00:00+02:00,-5.83582E-08,1.95251E-05,-1.44365E-08,0.00908222,0.000127438,-2.00987E-05,-0.000108336,0.004438761,0.001543053,0.000665724,0.005441853,0.00060144,7.01298E-06,0.0011388,0.006838247,0.003446495,0.006568682,0.367236937,0.36119498,0.187851657,0.030299255
07-25 00:00:00+02:00,1.27898E-13,0.001226736,1.42109E-14,0.27688736,-0.006437981,-0.001558045,0.046699991,0.944420411,0.289786602,-0.879938071,9.339056467,0.095199715,4.05E-04,0.021884428,-0.084928149,-0.001399558,8.23E+00,0.000834525,2.84217E-14,1.670461336,8.521838308
07-25 01:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,3.53E+01,0,0,0.382186946,35.2732555
07-25 02:00:00+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0
07-25 03:00:00+02:00,6.39488E-14,0.000534102,0,-0.196479779,0.005096153,-0.000527981,0.025551445,-0.073770379,0.025551445,-0.171377917,0.025551445,0.025551445,3.98E-04,0.025551445,0.025551445,-0.005631256,4.97E-14,-0.00167975,6.39488E-14,-0.004172095,0.250220445
07-25 04:00:00+02:00,-7.10543E-15,0.000326526,-7.10543E-15,1.378942565,0.005098358,-0.007440234,0.0705067,-0.061687975,0.088479496,-0.182690842,2.872784744,0.064740632,3.95E-04,-0.158021841,0.0264975,0.150163392,3.55271E-14,0.747668142,-2.13163E-14,0.792537539,2.516212832
07-25 05:00:00+02:00,-2.84217E-14,0.000246976,-1.42109E-14,4.252858709,0.015547143,0.003923064,0.056045215,-0.08054748,0.103520543,-0.15808486,6.271145725,-0.056687046,0.000447678,-0.053663164,0.028166463,0.18491951,1.42109E-14,2.92664527,-4.26326E-14,4.334643027,10.00687681
07-25 06:00:00+02:00,2.8807E-08,0.000135486,-6.99662E-09,0.149020615,0.002756916,-0.000624914,0.018091735,0.004806584,0.073304411,-0.044011398,0.0986396,-0.065106101,5.59032E-05,0.05912607,0.095470176,0.030986051,52.0002495,0.050946902,-2.53254E-05,0.101425169,52.08414012
07-25 07:00:00+02:00,-8.52651E-14,1.72378E-06,3.19744E-14,0.132136144,8.84274E-06,3.95676E-05,1.8155E-05,0.037689912,0.000770975,-0.017091932,0.000180384,-1.07E-03,-8.26E-06,0.074555589,0.228789348,0.026875177,1.22E+01,-0.029265769,-1.7053E-13,0.113961862,13.00735542
07-25 08:00:00+02:00,0.048052657,-0.139706327,-0.064481145,12.58729232,0.002207578,0.571560131,-0.437204962,3.180237919,0.083752923,1.842936537,14.25081933,4.145321975,-0.000183643,0.050360814,6.26278596,-0.037282022,13.40810652,0.40557005,0.002190517,0.056254994,13.42542207
07-25 09:00:00+02:00,-0.081783746,-0.068515315,-0.027339703,7.725814902,0,0.27152593,-0.31242913,4.248717829,1.070470591,4.624810135,15.28646141,6.378007065,-0.000822257,11.21754963,3.43E+01,1.15E+00,9.755713294,1.258435734,0.000346896,-0.061442042,10.19682238
07-25 10:00:00+02:00,-1.47438E-13,-1.42109E-14,5.50671E-14,2.751398376,-2.13163E-14,0.002491561,-0.450213335,4.438293241,1.429422086,4.003847318,17.43849124,7.764798815,-0.001302432,11.56058527,3.42E+01,1.62848465,4.402205568,1.838617776,0.000818898,0.365141907,5.180833216
07-25 11:00:00+02:00,4.26326E-14,5.68434E-14,1.63425E-13,0.632077911,1.38556E-13,0.031309847,-0.725441764,5.279315833,1.563914769,3.748330101,21.08161167,10.40507125,-0.000714353,0.198075947,7.12E+00,0.021528334,0.290767035,1.479247887,0.000170915,0.70224041,0.278085657
07-25 12:00:00+02:00,0.07326446,0.067238108,0.013335919,-9.021886615,-5.82645E-13,-2.84217E-13,1.599210853,5.407857569,0.8823875,-11.00282957,416.408936,207.144518,-0.031304892,0.028055498,2.22E-01,-0.067681185,21.9404591,402.1131592,-0.334790491,268.5509879,0.481660175
07-25 13:00:00+02:00,0.075960142,0.070856023,0.013440783,-8.509158797,-1.5774E-12,-4.54747E-13,2.975234816,5.499476271,1.021532767,-10.84723655,177.2578465,156.0986241,-0.033509091,0.173319195,7.89E-01,0.23658906,23.38240237,157.7612644,-0.223745841,156.9411381,0.483750076
07-25 14:00:00+02:00,0.076825244,0.073232909,0.013308044,-8.226738235,1.06581E-13,3.41061E-13,3.207759837,5.423815467,0.973102094,-9.741847946,93.5728147,73.44723972,-0.037446554,0.191342161,7.70E-01,0.315714119,33.29599423,75.70080476,-0.015474972,75.03101405,0.609097308
07-25 15:00:00+02:00,0.005724382,0.005332586,0.000943775,1.685218164,4.61853E-14,-1.56319E-13,0.288469668,5.51795051,1.124526132,2.19595864,30.35690736,12.24370916,-0.003566633,0.466798231,-0.086584054,0.312895101,1.903430759,13.69335175,0.248830119,9.353624078,0.653528619
07-25 16:00:00+02:00,-6.39488E-14,5.32907E-14,0,3.931682626,8.88178E-14,0.315799229,0.312041709,3.94744962,0.314007096,1.867724761,23.47928601,6.502780098,-0.002276004,0.350674621,-0.15041308,0.235414779,2.10E+00,8.57957621,0.197872445,4.012081067,0.707785704
07-25 17:00:00+02:00,-0.08487592,-0.194559424,-0.045962102,6.206912091,-7.10543E-15,0.588481853,0.172698084,3.620099948,-0.049799087,1.523919121,15.65870964,2.433415466,-0.000913166,0.253999282,-0.300363959,0.075024475,1.005004624,3.871871552,2.084562597,1.546374578,0.667185875
07-25 18:00:00+02:00,0.169014596,0.812752558,-0.023866429,8.336995272,0.087064592,0.524135247,0.574446106,0.47349724,-0.24540252,-0.456629552,9.916048432,1.190409814,-0.000480003,0.319459642,-0.506505798,0.060549931,0.960097999,2.834573648,3.654206858,1.107746911,0.676629789
07-25 19:00:00+02:00,0.025794802,1.039563593,-0.000480449,2.028794577,0.15067119,0.068431943,0.107723348,0.198522795,-0.119870996,-0.067276442,3.337155567,0.131461085,-8.33159E-05,0.097537305,-0.204915291,-0.001842685,0.783249699,1.646353914,4.417980673,-0.092757586,0.623122916
07-25 20:00:00+02:00,-0.000692082,-0.002097963,-0.000166553,-0.489579652,0.001453385,0.053120726,0.032671368,1.082569777,-0.031583112,0.584341815,0.429264523,0.034479704,-2.42125E-05,0.001902864,-0.050820921,0.057219482,0.754834097,3.994748662,-0.030955392,-1.860203468,0.474991664
07-25 21:00:00+02:00,8.63318E-06,-1.2017E-05,2.28045E-06,-0.25085471,5.19963E-05,-0.000834639,0.033206186,0.786245006,-0.038767338,0.120865649,0.029507741,0.033095378,9.37231E-06,-0.009770601,-0.031809054,0.079383889,2.930757894,5.587281245,-0.242166914,-2.043681983,2.945589653
07-25 22:00:00+02:00,9.80687E-06,-1.63259E-06,2.20735E-06,-0.038100411,-1.94682E-06,-0.000229196,0.003852661,0.060228665,-0.014574404,0.016652792,0.003286932,0.003803796,-4.95514E-06,-0.002489528,0.004938334,0.090272603,3.404864252,4.964409367,-0.156419413,-2.721128054,3.423596333
07-25 23:00:00+02:00,-1.16675E-05,3.55048E-05,-2.67726E-06,0.001577084,-1.87642E-05,-5.29883E-05,0.000668604,0.047653659,-0.005785844,0.008577607,-1.13913E-05,0.00070702,-4.18551E-07,-0.001454451,0.057688021,0.115305685,3.177930547,5.093162711,-0.322215397,-2.476972556,3.401755862
07-26 00:00:00+02:00,2.4198E-06,-6.98892E-06,4.0847E-07,-1.43908E-05,2.93568E-06,-6.18424E-06,-0.000103294,0.024644654,-0.000870638,-0.004863303,0.000112588,-0.000104272,7.91E-07,-0.000356317,0.047677233,0.079007836,1.89E+01,6.403617209,-0.326444573,-2.039833012,19.36320305
