06-01 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05764845967661691,0.0,0.0,0.24527879724615254,0.045949111621187734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056084694701492535,0.0,0.0,0.23706006987515174,0.02299478169442615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05090142873134329,0.0,0.0,0.228648669655651,0.07589837969149703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.08986338215070878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18245045609452737,0.0,0.0,0.05733219261194029,0.0,0.0,0.32338593021639844,0.3185359021868442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 06:00:00+02:00,0.0,0.0,0.2237446538787273,0.0,0.0,0.0,0.3348906148028403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19590192258706468,0.0,0.0,0.03538259476368161,0.0,0.0,0.394034739508599,0.738376740792176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 07:00:00+02:00,0.0,0.13287015392190096,0.27864892191027035,0.0,0.0,0.0,0.5436948106489637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9384525527616929,0.0,0.0,0.0,0.0,0.0,0.5707878520853197,0.6271822123714363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6447420815569307,0.0,0.0,0.0
06-01 08:00:00+02:00,0.0,0.30656046655893576,0.27114387513515475,0.0,0.0,0.0,0.6113472280401554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211528020817481,0.0,0.0,0.0,0.0,0.0,0.6446456431431237,0.6956801400084982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641198148692671,0.0,0.0,0.0
06-01 09:00:00+02:00,0.0,0.0,0.13790163039293377,0.0,0.0,0.0,0.5360663402040002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47191747002947976,0.0,0.0,0.0,0.0,0.0,0.6590358601211731,0.8047281685897893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26218681503592933,0.0,0.0,0.0
06-01 10:00:00+02:00,0.0,0.0,0.0,0.17968437743656657,0.0,0.0,0.49714607791841114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21100507304640662,0.0,0.0,0.0,0.0,0.0,0.6783835031463887,0.9731183588543417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03913896679031013,0.0,0.0,0.0
06-01 11:00:00+02:00,0.0,0.0,0.0,0.5632595730344788,0.0,0.0,0.07629961179967844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33874006461736833,0.0,0.1986008679574965,0.0,0.03235727697656974,0.35360042026863686,0.8063186306159205,0.8966662342738543,0.0,0.0,0.0,0.0,0.014858353397567813,0.0,0.0,0.14828082847800014,0.0,0.15450728683704001,0.0
06-01 12:00:00+02:00,0.0,0.0,0.0,0.7135736882019278,0.0,0.0,0.007413563534683773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16780358833333336,0.0,0.0,0.0,0.0,0.047810467255054126,0.729161374386491,0.814579658879882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 13:00:00+02:00,0.0,0.0,0.008726399818666741,0.31512238452362695,0.0,0.0,0.01119736014971629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695418138059702,0.0,0.0,0.0,0.0,0.0,0.6836929378752569,0.6019798396316366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 14:00:00+02:00,0.0,0.0,0.011804772313776695,0.29269859141426446,0.0,0.0,0.015417052965452992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11038932656716414,0.0,0.0,0.0,0.0,0.0,0.6470650442447035,0.6126747002701326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 15:00:00+02:00,0.0,0.0,0.015145409758097314,0.30757362441741354,0.0,0.0,0.0026651088587403243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10623170472636814,0.0,0.0,0.0,0.0,0.05498453960732302,0.638775724800896,0.5765162931808119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 16:00:00+02:00,0.0,0.0,0.0,0.3577855039253185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10017379472636816,0.0,0.0,0.0,0.0,0.20018369131445218,0.6651543518035676,0.535079552066581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 17:00:00+02:00,0.0,0.0,0.04152581163614653,0.8086046473254436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2885029470578523,0.0,0.0,0.0,0.1039217499004975,0.0,0.014797677646130127,0.0,0.0,0.3596940601409765,0.7031419671561782,0.7230156968087228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-01 18:00:00+02:00,0.0,0.0,0.19814436224003407,0.6050327743872997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8144657949115288,0.0,0.0,0.0,0.0980622623880597,0.2110419492632987,0.0,0.0,0.4076162257731717,0.39430327724841646,0.44167419667672914,0.6980973423710521,0.0,0.0,0.0,0.0,0.1709341997389948,0.0,0.0,0.0,0.0,0.0,0.0
06-01 19:00:00+02:00,0.6876933005620822,0.0,0.23028027847054117,0.441606271888763,0.0,0.8028734726705302,0.09151353419406782,0.0,0.0,0.050790657791322726,0.28597674668000916,1.0,0.6412546217579775,0.015148273907675905,0.8943971721418809,0.09701821990049751,0.9367780776353527,0.0,0.3199605616069651,0.130413988378405,0.8149220565619388,0.7169761123324517,0.43182556945286854,0.0,0.0,0.0,0.3126514563355865,0.6580264788261916,0.9083883397492145,0.0,0.0,0.012548900025957642,0.0,0.0
06-01 20:00:00+02:00,0.0,0.15617708561395227,0.36050198302090936,0.762368515845931,0.0,0.0,0.16974898034840363,0.0,0.0,0.017431066813415497,0.19242586866277747,0.0,0.0,0.031329328703789454,0.0,0.0,0.008671574558490056,0.0,0.06936010539054727,0.0,0.0,0.0,0.379325800821531,0.0,0.0,0.40400536316315283,0.23599750621885218,0.0,0.0,0.0,0.09552672910447758,0.0,0.0,0.0
06-01 21:00:00+02:00,0.0,0.6023957573185575,0.4185438725126459,1.0,0.0,0.0,0.2528632683495106,0.0,0.0,0.05059290075473333,0.35915392673188984,0.0,0.0,0.048382813878670446,0.0,0.6279368578067012,0.0,0.0,0.09755960756218905,0.0,0.0,0.0,0.21909179101401377,0.0,0.0,0.0,0.22789913955779387,0.0,0.0,0.0,0.6377127663076627,0.0,0.0,0.0
06-01 22:00:00+02:00,0.0,0.6552662301893933,0.4701275362751069,1.0,0.0,0.0,0.36305955099747367,0.0,0.0,0.0003537964689865891,0.4190062138796053,0.0,0.0,0.0,0.0,0.6371607261613704,0.0,0.0,0.07937425072139304,0.0,0.0,0.0,0.18429314435529467,0.0,0.0,0.07637467780347375,0.14458878828458377,0.0,0.0,0.0,0.6590649647268035,0.2664975620267137,0.0,0.0
06-01 23:00:00+02:00,0.0,0.6428289868818331,0.484309069506646,1.0,0.0,0.0,0.34181527178646903,0.0,0.0,0.0,0.1227088383359277,0.0,0.0,0.0,0.0,0.13160731914926294,0.0,0.0,0.060749634054726366,0.0,0.0,0.1727787631564518,0.1630073597081122,0.0,0.0,0.10238073342912125,0.07284685868410135,0.0,0.0,0.0,0.23120110457996523,0.2662818995584663,0.0,0.0
06-02 00:00:00+02:00,0.0,0.03847791718696589,0.40195314446096736,1.0,0.0,0.0,0.28506374425721975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04624527457711443,0.0,0.0,0.3298614083181431,0.05871258851104711,0.0,0.0,0.22162258997695358,0.0,0.0,0.0,0.0,0.12278049294243068,0.0,0.0,0.0
06-02 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03674847711442786,0.0,0.0,0.24715251730346696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030475846791044772,0.0,0.0,0.1932356873459467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027058405348258704,0.0,0.0,0.16220222981237614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021594013092039798,0.0,0.0,0.1379236992818597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019626129067164176,0.0,0.0,0.12472307631498813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039483520895522103,0.0,0.0,0.2020634261938513,0.20406122309503955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 07:00:00+02:00,0.0,0.0,0.0,0.03660757075225466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14207455960199003,0.0,0.0,0.0,0.0,0.0,0.40368847407370423,0.33696856272695963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 08:00:00+02:00,0.0,0.0,0.0,0.11328715504121734,0.0,0.0,0.09435355295249684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1129264868159204,0.0,0.0,0.0,0.0,0.0,0.44153877199159347,0.5387129423133852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 09:00:00+02:00,0.0,0.0,0.0,0.23830825551954582,0.0,0.0,0.09912237634699553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12619904718905472,0.0,0.0,0.0,0.0,0.0,0.4809181447432047,0.5847184332090353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 10:00:00+02:00,0.0,0.0,0.01587693178548505,0.5856561562668368,0.0,0.0,0.0,0.0,0.0,0.04765525076413614,0.0,0.0,0.0,0.0,0.0,0.12522471221393036,0.0,0.28985145191007333,0.0,0.0,0.51004977089714,0.6925733147645596,0.6396627527553531,0.0,0.0,0.0,0.0,0.11758845078796797,0.0,0.0,0.0,0.0,0.0,0.0
06-02 11:00:00+02:00,0.0,0.0,0.0,0.4139913529353847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12358445507462684,0.0,0.0,0.0,0.0,0.0,0.5604354250573544,0.41998208902981077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 12:00:00+02:00,0.0,0.0,0.0,0.34697069207400516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12788010721393034,0.0,0.0,0.0,0.0,0.01677666165697443,0.5992624008306936,0.24290487616315704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540824075605928,0.2683984832636638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724658975532928,0.21601162994647125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4474607656766426,0.2218828655845451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4784894047015216,0.24767625238490346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.019857950093289875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904426057213931,0.0,0.0,0.0,0.0,0.0,0.5606298862399216,0.21896560506330537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 18:00:00+02:00,0.0,0.0,0.046316520698655696,0.0,0.0,0.0,0.0844062438626576,0.0,0.0,0.0,0.0,0.41109123907236633,0.0,0.0,0.0,0.11141444353233827,0.0,0.0,0.0,0.0,0.2308638119103372,0.662292825580406,0.3823857204932962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 19:00:00+02:00,0.0,0.0,0.12775248345567985,0.13217611283464661,0.0,0.16546946217141434,0.09143837745662929,0.0,0.0,0.0,0.0,0.6991462138832146,0.0,0.0,0.2917556248764979,0.11367635340796019,0.7823632895782685,0.0,0.19028924247263682,0.07244378352724343,0.3785518418688167,0.5908057066179578,0.36669819043930824,0.0,0.0,0.0,0.5547406076952505,0.5461483445299262,0.42705263678517147,0.0,0.0,0.0,0.0,0.0
06-02 20:00:00+02:00,0.0,0.0,0.022171319961325462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04325042349218613,0.0,0.0,0.0,0.0,0.46004860064529923,0.0,0.0,0.06756151730348259,0.0,0.0,0.22019982033832042,0.0,0.0,0.0,0.3384875469710161,0.5987654011608624,0.0,0.0,0.0,0.5048892573334973,0.0,0.0,0.0
06-02 21:00:00+02:00,0.0,0.40801696646247937,0.19211135184396386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18839509883034192,0.0,0.0,0.0,0.0,0.4326298590798204,0.0,0.0,0.08876562582089552,0.0,0.13835898526798704,0.18723540041906706,0.0,0.0,0.0,0.052002720037722466,0.7213451164289335,0.0,0.0,0.0,0.49121373976564553,0.0,0.0,0.0
06-02 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00442709035314162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441521957960199,0.0,0.0,0.06750545019900497,0.0,0.29911614387022023,0.44862593870198486,0.051973899385112786,0.0,0.0,0.03562655992734125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-02 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046631823233830846,0.0,0.09337226825221559,0.3665998326824487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03439404445273632,0.0,0.0,0.3100421423895503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028033562164179106,0.0,0.0,0.25620236768474963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025977826169154228,0.0,0.0,0.2136700869230142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030247431691542287,0.0,0.0,0.2087646432681402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04044704485074626,0.0,0.0,0.2665827125108694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 05:00:00+02:00,0.0,0.0,0.0,0.6579102246977819,0.0,0.0,0.14221601949363155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523141537313427,0.0,0.0,0.0811400752238806,0.0,0.08607839859099127,0.3262334081290598,0.5588239461191415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-03 06:00:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.07621570689376,0.0,0.0,0.029411249741644947,0.2718089782504901,0.0,0.0,0.0,0.0,0.17181950156873957,0.0,0.0,0.09157423786069649,0.0,0.0,0.0367151095631536,0.0,0.0,0.0,0.0,0.5095463979684908,0.0,0.0,0.0,0.19966626748535882,0.0,0.0,0.0
06-03 07:00:00+02:00,0.0,0.0,0.0,0.33853380192004684,0.0,0.0,0.2680823399731441,0.0,0.0,0.0,0.0,0.3556876542202354,0.0,0.0,0.0,0.05900272689054728,0.2587538638046658,0.24913455870032308,0.25604888294527356,0.0,0.2804997837304524,0.42063718837357966,0.039043602723227676,0.0,0.0,0.0,0.0,0.007395246316953939,0.0,0.0,0.0,0.0,0.0,0.0
06-03 08:00:00+02:00,0.6959072083074518,0.0,0.3433117697695578,0.8442633991540451,0.0,0.0,0.044190213876528495,0.3206479635985026,0.4637480136133948,0.2956055595366869,0.04685682382861625,1.0,0.6705462637781099,0.0,0.2537774505601677,0.0,0.48703187392910535,0.7974456079562416,0.5,0.2208995245406975,0.8513551574495277,0.8196863644797091,0.0,0.0,0.0,0.10797438808457711,0.0,0.793732496206411,0.0,0.0,0.049141937590618315,0.4363620214996591,0.6726713269899613,0.0
06-03 09:00:00+02:00,0.6476399885270681,0.0,0.31584378326186097,1.0,0.0,0.0,0.029426746803815185,0.31189733236031697,0.4311221469338262,0.3406710632413543,0.028811391729355845,1.0,0.6187491258834013,0.0,0.0,0.0,0.3717826441235001,0.8547174296553948,0.0,0.2703732299948727,0.8904527554469575,0.8165674398113746,0.01635354141448777,0.0,0.0,0.0,0.023233361764627813,0.8304752185509832,0.0,0.0,0.04599536343283583,0.43289908493823337,0.677831129290956,0.0
06-03 10:00:00+02:00,0.5911618634202109,0.2417334866178922,0.3275361720090735,1.0,0.4687300465842811,0.0,0.011765719395044005,0.0,0.41164214557507384,0.34665175192415076,0.18310619711057208,1.0,0.5672508618860008,0.0,0.0,0.05630020624378109,0.4864814920510977,0.887501346288639,0.0,0.1700243946912832,0.9647463865551683,0.835671566735698,0.04985180208872518,0.0,0.0,0.0,0.6354885517744608,0.8737430209498103,0.0,0.0,0.0,0.4496125136827556,0.7245016829245483,0.0
06-03 11:00:00+02:00,0.5624885788454694,0.3590600247560428,0.18779719181368976,1.0,0.4927145463527698,0.0,0.06687922431560203,0.0,0.38480837189309236,0.3692424398322409,0.1943607201683179,1.0,0.5383395833571574,0.3474693852623898,0.0,0.2019594742297584,0.674589080711806,0.9022427774618493,0.0,0.24089974718147203,0.957921961123963,0.837657154025917,0.0,0.0,0.0,0.0,0.7320114241956882,0.8774819027907261,0.0,0.0,0.12402444978755407,0.48848000770592814,0.7925932841859114,0.0
06-03 12:00:00+02:00,0.0,0.10216200930106661,0.1053255477177463,1.0,0.0,0.0,0.5715474172664975,0.0,0.0,0.0,0.0,0.5661923807895958,0.0,0.0,0.0,0.752390943188452,0.0,0.4194922930234541,0.0,0.16963406387980912,0.7867734315641287,0.8257285795645661,1.0,0.0,0.0,0.0,0.49248308819223796,0.6474500698894575,0.0,0.0,0.5973111079141955,0.31770627755613146,0.0,0.0
06-03 13:00:00+02:00,0.0,0.0,0.04601807934808367,0.9606054400566321,0.0,0.0,0.5709211261141429,0.0,0.0,0.0,0.0,0.31899899922133057,0.0,0.0,0.0,0.7312581954505345,0.0,0.43597399741847537,0.0,0.17613267247815986,0.4658942915508547,0.8246083461671845,1.0,0.0,0.0,0.0,0.38256704787422147,0.12633941348741554,0.0,0.0,0.5824426291494985,0.031788794393220396,0.0,0.0
06-03 14:00:00+02:00,0.0,0.0,0.0,0.9868747568659414,0.0,0.0,0.5141993032747059,0.0,0.0,0.0,0.0,0.15973285269840864,0.0,0.0,0.0,0.7285428435494907,0.0,0.3939871500193137,0.0,0.13349856025996504,0.3441450933325583,0.8240227001176887,1.0,0.0,0.0,0.0,0.38947876466161835,0.0,0.0,0.0,0.5693254334262159,0.0,0.0,0.0
06-03 15:00:00+02:00,0.0,0.0,0.010005520373504247,1.0,0.0,0.0,0.37504486126777803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466706376332894,0.0,0.24246538181582508,0.0,0.06214078353612622,0.2556849427806052,0.8229373582987537,1.0,0.0,0.0,0.0,0.2836254030835955,0.0,0.0,0.0,0.3418273199271287,0.0,0.0,0.0
06-03 16:00:00+02:00,0.0,0.0,0.044076108350404965,1.0,0.0,0.0,0.3013311044644893,0.0,0.0,0.0,0.0,0.24204936680063022,0.0,0.0,0.0,0.32869571688857635,0.0,0.21232845985407964,0.0,0.05785061233184226,0.3388197945350968,0.8228444655867162,1.0,0.0,0.0,0.0,0.24766725984848043,0.0,0.0,0.0,0.2314949859471379,0.0,0.0,0.0
06-03 17:00:00+02:00,0.0,0.0,0.23883623727329548,1.0,0.0,0.0,0.1928361411655813,0.0,0.0,0.02228631026340421,0.0,0.2881380315842302,0.0,0.0,0.0,0.31102157151808213,0.0,0.07054097070623505,0.0,0.05971595430924034,0.20994934314290323,0.777077131105356,1.0,0.0,0.0,0.0,0.3064277352764363,0.0,0.0,0.0,0.21105899505387843,0.0,0.0,0.0
06-03 18:00:00+02:00,0.7402708745107796,0.44899772507735136,0.2755016156205642,1.0,0.0,0.0,0.10014398338861502,0.0,0.5433522666035402,0.16035041580001785,0.0,1.0,0.5351525148799801,0.04273209573757192,0.7072341864810419,0.16403711952218109,0.4706000432348221,0.6448264808060709,0.5290127861073459,0.07339016107955965,0.726994478878884,0.8267965862371932,0.0,0.0,0.0,0.19841692955956147,0.4385283998921029,0.695027834449945,0.0,0.0,0.1967878459017415,0.0,0.0,0.0
06-03 19:00:00+02:00,0.0,0.45146441668563075,0.3044476188989434,1.0,0.0,0.741279864801653,0.0,0.0,0.0,0.14867842554193172,0.0,0.7056250482385455,0.0,0.0,0.8306772745264428,0.24987737245652614,0.6172531201759173,0.0,0.276983428863184,0.17061341479203612,0.3657027315629174,0.3301074739236698,0.0,0.0,0.0,0.0,0.3516268680384602,0.2898675237341186,0.0,0.0,0.28699984500538056,0.0,0.0,0.0
06-03 20:00:00+02:00,0.0,0.5441514513053237,0.41347125589372624,1.0,0.0,0.0,0.0,0.0,0.0,0.12559370987348925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12080962094278605,0.0,0.0,0.33667367856234126,0.18548534457977928,0.0,0.0,0.0,0.17685759520950328,0.0,0.0,0.0,0.06246247712153518,0.0,0.0,0.0
06-03 21:00:00+02:00,0.0,0.6221327526483872,0.4816496449532092,1.0,0.0,0.0,0.2523036759202115,0.0,0.0,0.13006723517310367,0.0,0.0,0.0,0.0,0.0,0.2371429775253565,0.0,0.0,0.14565855860696517,0.0,0.0,0.020470199775483994,0.19612854419552606,0.0,0.0,0.0,0.09066449348955474,0.0,0.0,0.0,0.20419088841192604,0.06701965088359403,0.0,0.0
06-03 22:00:00+02:00,0.0,0.634158041284014,0.4835567024867042,1.0,0.0,0.0,0.2907197065585688,0.0,0.0,0.05063377243371923,0.32614665492609624,0.0,0.0,0.0,0.0,0.7109861740626162,0.0,0.0,0.11766013723880596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08028857097040532,0.0,0.0,0.0,0.6232460323521785,0.29776809606103216,0.0,0.0
06-03 23:00:00+02:00,0.0,0.0,0.10921825994178866,0.589643644949175,0.0,0.0,0.0,0.16171069902315788,0.0,0.03523680070500615,0.5219409682552656,0.0,0.0,0.06298563643149802,0.0,0.1291247279104477,0.023474883224951757,0.0,0.09424758845771143,0.08614708680234795,0.3685244888481044,0.2743773369354069,0.03789198157838362,0.0,0.0,0.06274476983666501,0.0,0.3473160057924357,0.0,0.0,0.0,0.0,0.0,0.0
06-04 00:00:00+02:00,0.0,0.0,0.00853416359480818,0.3719185367707543,0.0,0.0,0.0,0.0,0.0,0.0,0.3364677226973623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08173746858208955,0.0,0.13418015216188317,0.3667840326920372,0.0,0.0,0.0,0.10631894913679382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-04 01:00:00+02:00,0.0,0.0,0.0,0.22932861099389842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004092323967469391,0.0,0.0,0.0,0.0,0.07277656813432835,0.0,0.07714871184377718,0.31519478271596013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-04 02:00:00+02:00,0.0,0.0,0.0,0.1458504472066462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0702552167164179,0.0,0.018913795881869942,0.2921354273465862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-04 03:00:00+02:00,0.0,0.0,0.0,0.19849492609592223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07187169288557213,0.0,0.015930885324629006,0.28150854174381507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
