,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_118_N_121_cac1,,,,,,,,,
3443,-1.55715E-06,-4.58E-05,-9.37652E-06,-9.27E-05,-1.67E-04,0.000213567,7.59028E-05,3.89E-05,,,,,,,,,
3444,-1.65179E-05,-4.84E-05,-1.31465E-05,-1.96E-04,-2.53E-04,1.48788E-05,2.81371E-05,3.85E-05,,,,,,,,,
3445,-4.54858E-06,-4.05E-05,-7.98E-06,-1.54E-04,-2.15E-04,2.16328E-05,1.70805E-05,4.69E-05,,,,,,,,,
3446,5.25E-05,4.14E-05,8.71E-05,2.08E-04,1.06E-04,0.000359792,1.61E-04,0.000155907,,,,,,,,,
3447,-1.0393E-06,-9.80E-05,-1.22E-04,1.17E-04,-2.07461E-05,0.000632122,0.000239976,0.00036544,,,,,,,,,
3448,-4.38E-05,-1.13E-04,-3.06E-05,-4.34E-05,-1.61E-04,0.000922192,0.000377499,0.000687677,,,,,,,,,
3449,-3.73E-05,-1.13E-04,-2.70E-06,4.53E-06,-1.71E-04,0.000945654,0.00034501,0.000673123,,,,,,,,,
3450,-8.85E-05,-1.39E-04,-4.96E-05,-3.64E-05,-2.05E-04,0.000864625,0.000258643,0.00081918,,,,,,,,,
3451,-9.53E-05,-1.69E-04,1.91E-06,-5.61E-05,-0.000160955,0.000838921,0.000279207,0.001002904,,,,,,,,,
3452,-0.000101298,-0.000200182,7.74E-05,-1.28E-05,-0.000122558,0.000843328,0.000293251,0.001034681,,,,,,,,,
3453,-2.27E-05,-0.000133813,3.17915E-05,-2.91E-06,-0.0001298,0.000864238,0.000320118,0.001021046,,,,,,,,,
3454,-1.47E-05,-0.000106186,9.15E-05,-1.34E-05,-0.000177834,0.000923105,0.000380505,0.001033295,,,,,,,,,
3455,8.59E-05,1.86E-05,9.47937E-05,-7.71E-06,-0.00012067,0.001039196,0.000493072,0.000958502,,,,,,,,,
3456,-2.78E-05,-8.94E-05,-4.88E-05,3.73E-07,-1.96E-04,0.000792678,0.000324763,0.000692092,,,,,,,,,
3457,-3.76E-05,-9.26E-05,-3.32E-05,-1.8403E-06,-1.79E-04,0.000621505,0.000253044,0.000539124,,,,,,,,,
3458,8.50E-06,-4.01698E-05,8.11406E-05,1.15298E-05,-1.02E-04,0.000596743,0.000230793,0.000517562,,,,,,,,,
3459,1.14E-05,-3.96366E-06,9.71481E-05,3.58112E-05,-5.76E-05,0.000581447,0.000232205,0.000523109,,,,,,,,,
3460,-5.44E-05,4.00092E-06,1.88388E-05,-1.18725E-05,-1.69E-04,0.000437297,0.000158403,0.000563607,,,,,,,,,
3461,-2.23E-05,-6.51E-05,-7.46E-05,5.76E-05,-1.15E-04,0.000439692,0.000196315,0.000654168,,,,,,,,,
3462,8.36E-06,-7.16E-05,-1.90E-05,8.01E-05,-0.000139188,0.000456516,2.05E-04,0.000751667,,,,,,,,,
3463,4.32E-05,-1.96434E-05,9.76883E-05,8.31671E-05,-9.19E-06,0.000545248,0.000241287,0.000644505,,,,,,,,,
3464,2.99E-05,3.96E-05,1.86E-04,-4.21E-05,-2.22E-04,8.88E-05,4.72E-05,1.82E-04,,,,,,,,,
3465,-2.23E-05,-6.77E-06,1.75E-04,-8.78E-05,-1.41E-04,1.14E-04,7.81E-05,9.85E-05,,,,,,,,,
3466,-2.23E-05,-1.21E-05,8.87E-05,-6.22E-05,-9.12E-05,2.54E-05,2.22E-05,7.41E-07,,,,,,,,,
3467,-1.20E-06,6.17E-06,1.44E-05,-1.64E-05,-3.36E-05,1.99E-05,1.53E-05,-9.57E-06,,,,,,,,,
3468,8.79E-07,6.16E-06,6.96E-06,-1.77E-05,-8.34E-06,1.98E-05,1.42E-05,-1.07E-05,,,,,,,,,
3469,8.68E-07,6.16E-06,7.76E-06,-1.83E-05,-8.34E-06,1.91E-05,1.50E-05,-9.87E-06,,,,,,,,,
3470,-1.27E-05,-5.51E-07,1.32E-05,-8.46E-06,-1.68E-05,-1.36E-05,-1.53E-05,-5.09E-05,,,,,,,,,
3471,4.92E-05,3.95E-05,7.02E-05,-7.07E-05,2.29E-05,1.34E-04,1.40E-04,-2.05E-05,,,,,,,,,
3472,-3.05E-06,-8.16E-05,-4.26509E-05,9.95E-05,9.79E-05,0.000626985,0.000246432,0.000213914,,,,,,,,,
3473,-7.4879E-06,-3.54E-05,-7.07E-05,-9.79E-05,-0.000165083,0.000871461,0.000325177,0.000588689,,,,,,,,,
3474,-2.68E-05,-6.19E-05,-2.19E-05,-7.68E-05,-2.26E-04,0.000953298,0.000343964,0.000680763,,,,,,,,,
3475,-9.64E-06,-7.57945E-05,3.99208E-05,7.20E-06,-0.000190929,0.000870497,0.000323911,0.000922766,,,,,,,,,
3476,-1.53E-05,-0.000110016,2.10E-05,6.32E-06,-0.000149034,0.000831697,0.000325561,0.001038731,,,,,,,,,
3477,2.01E-05,-8.27945E-05,9.75E-05,8.87E-06,-0.000162415,0.000897862,0.000382517,0.001045872,,,,,,,,,
3478,8.07E-05,1.96E-05,0.000148583,2.21E-05,-0.000144821,0.001012694,0.000460968,0.000961397,,,,,,,,,
3479,-4.84E-05,-1.11E-04,-2.94E-05,-4.06E-07,-1.85E-04,0.000771735,0.000290483,0.000642683,,,,,,,,,
3480,-2.92E-05,-4.17493E-05,0.000109408,-4.9248E-06,-7.07395E-05,0.000605546,0.000221565,0.000479538,,,,,,,,,
3481,-1.37836E-05,1.31E-05,9.41418E-05,-9.33669E-05,-1.09E-04,0.000458408,0.000199359,0.000455759,,,,,,,,,
3482,-2.01E-05,1.12E-05,2.29E-05,-1.55E-04,-1.47E-04,0.000371091,0.000233721,0.000374038,,,,,,,,,
3483,-6.17E-06,3.95E-05,2.18E-05,-1.16E-04,-1.20E-04,0.0003599,2.34E-04,0.000349771,,,,,,,,,
3484,7.51E-05,1.24E-04,7.35E-05,-6.22E-05,-5.23E-05,0.000272356,1.90E-04,0.000434216,,,,,,,,,
3485,9.03271E-05,1.03E-04,8.41E-05,-1.37E-05,-1.05E-05,0.000266954,0.000204191,0.000466488,,,,,,,,,
3486,9.97E-05,1.02E-04,1.30E-04,4.55E-05,5.23E-05,0.000229284,0.000245076,0.00042874,,,,,,,,,
3487,8.81E-05,7.15E-05,1.15E-04,7.83E-05,7.63E-05,1.49E-04,1.03E-04,1.58E-04,,,,,,,,,
3488,1.20E-06,-3.81E-06,7.33E-05,-1.43E-05,1.52E-05,3.61E-05,3.11E-05,3.32E-05,,,,,,,,,
3489,8.23E-07,6.12E-06,1.09E-05,2.67E-06,-8.37E-06,3.07E-06,1.44E-05,-4.25E-06,,,,,,,,,
3490,8.79E-07,6.16E-06,1.09E-05,-2.43E-05,-8.34E-06,1.33E-05,1.57E-05,-5.76E-06,,,,,,,,,
3491,7.19E-07,6.16E-06,9.54E-06,-1.95E-05,-8.34E-06,1.56E-05,1.57E-05,-9.07E-06,,,,,,,,,
3492,3.72E-09,6.17E-06,7.91E-06,-1.88E-05,-8.33E-06,1.73E-05,1.51E-05,-1.15E-05,,,,,,,,,
3493,-3.02E-07,6.17E-06,9.86E-06,-1.96E-05,-8.35E-06,2.06E-05,1.57E-05,-9.99E-06,,,,,,,,,
3494,-8.57E-08,6.17E-06,1.09E-05,-1.74E-05,-8.34E-06,2.15E-05,1.57E-05,-6.54E-06,,,,,,,,,
3495,-1.51E-05,-1.01E-06,1.36E-05,-3.20E-05,-1.49E-05,1.53E-05,1.08E-05,-4.91E-05,,,,,,,,,
3496,9.14E-05,7.23E-05,8.25E-05,1.46E-04,1.61E-04,0.000450615,0.000204228,1.57E-04,,,,,,,,,
3497,-3.00E-05,-5.95E-05,-5.82E-05,-1.26E-04,-0.000191912,0.000845782,0.000317328,0.000520848,,,,,,,,,
3498,-4.26E-05,-8.04E-05,5.30E-06,-7.78E-05,-2.30E-04,0.000919707,0.000351843,0.000719138,,,,,,,,,
3499,-2.35E-05,-7.95E-05,4.07E-05,-4.52E-06,-0.000196372,0.000826128,0.000306562,0.000899874,,,,,,,,,
3500,3.46E-06,-9.6124E-05,4.27E-05,-1.44E-05,-0.000155613,0.000831179,0.000342857,0.001029026,,,,,,,,,
3501,-2.92E-05,-9.0852E-05,1.15E-04,-2.18E-05,-0.000170775,0.000904124,0.000383851,0.001034603,,,,,,,,,
3502,4.91E-05,-1.0904E-05,1.31E-04,-2.24E-06,-0.000145119,0.001008995,0.000455637,0.00099339,,,,,,,,,
3503,-3.85E-05,-1.03E-04,1.79E-05,2.64E-05,-0.000185985,0.000776935,0.000323597,0.000714634,,,,,,,,,
3504,-6.59E-05,-1.23E-04,-1.40E-05,-6.32481E-05,-1.86E-04,0.000605363,0.000247002,0.000546656,,,,,,,,,
3505,-1.56E-05,-7.28E-06,0.000119213,3.76258E-06,-2.90E-05,0.000564046,0.000219923,0.000530981,,,,,,,,,
3506,-3.05E-05,-2.32346E-05,7.31834E-05,-2.00607E-05,-5.72E-05,0.000477716,0.000192121,0.000484653,,,,,,,,,
3507,9.79E-06,8.83E-07,1.16E-04,4.91626E-05,-2.22E-05,0.000564378,0.000238698,0.000542313,,,,,,,,,
3508,-9.56E-05,-8.58158E-05,-1.03E-05,-5.69E-05,-0.000300575,0.000680581,0.00032809,0.000801433,,,,,,,,,
3509,-7.99E-05,-8.74E-05,0.000100046,9.29E-05,-0.000228472,0.000825923,0.000347819,0.001202285,,,,,,,,,
3510,-3.35E-05,-0.000114742,3.47085E-05,3.03E-05,-0.00020491,0.000760935,0.00030322,0.001124736,,,,,,,,,
3511,-3.04E-06,-8.08E-05,5.69E-05,3.01E-05,-0.000150509,0.000782449,0.000328958,0.001102366,,,,,,,,,
3512,-2.95788E-05,-8.67E-05,4.01E-05,2.90E-06,-0.000188906,0.000851158,0.000349145,0.000937134,,,,,,,,,
3513,-2.02E-05,-1.24E-04,-4.27E-05,1.46E-04,-7.49E-05,0.000589106,0.000172298,0.000489924,,,,,,,,,
3514,-5.47E-05,-1.63E-04,-1.04E-04,6.99E-05,-5.41E-05,0.000608224,0.000174712,0.000338394,,,,,,,,,
3515,-5.69E-05,-1.76E-04,-1.32E-04,7.42E-05,-9.41E-06,0.000594161,0.000201799,0.000290953,,,,,,,,,
3516,-6.98E-05,-1.95E-04,-1.54E-04,7.39E-05,-2.27E-05,0.000599738,0.000187755,0.000276785,,,,,,,,,
3517,-6.85E-05,-1.88E-04,-1.37E-04,8.95E-05,-2.36817E-05,0.000596996,0.000188734,0.000316698,,,,,,,,,
3518,-1.24E-04,-2.33E-04,-1.83E-04,-2.24E-05,-0.00015213,0.000679601,0.000212941,0.000385068,,,,,,,,,
3519,-4.15E-05,-1.20E-04,-5.58E-05,-5.61E-05,-8.09545E-05,0.000888873,0.000336356,0.000643581,,,,,,,,,
3520,-5.70E-05,-1.33E-04,-8.28E-05,-1.22E-04,-7.11E-05,0.000899733,0.000319194,0.000579112,,,,,,,,,
3521,-8.07E-05,-0.000162412,-1.14E-04,-1.56E-04,-1.09E-04,0.000913508,0.000315912,0.000541173,,,,,,,,,
3522,-8.48E-05,-1.89E-04,3.05E-05,-6.69E-05,-0.00010429,0.001035862,0.000350874,0.000610906,,,,,,,,,
3523,-7.93E-05,-0.000199545,9.50735E-05,-1.25E-04,-5.80E-05,0.0010034,0.000357554,0.001031898,,,,,,,,,
3524,-1.61E-04,-0.000267133,8.20E-05,-8.09E-05,-0.000155337,0.000853517,0.00024442,0.00097622,,,,,,,,,
3525,-0.000021521,-0.000134591,7.06E-05,1.30E-05,-0.000112179,0.000864469,0.000318803,0.001007926,,,,,,,,,
3526,-1.05E-05,-9.1694E-05,9.23E-05,-8.9775E-06,-0.000173758,0.00092448,0.000384961,0.001029633,,,,,,,,,
3527,5.29E-05,8.01E-06,0.000136361,3.95E-05,-0.000148654,0.000994269,0.000446416,0.000944294,,,,,,,,,
3528,-1.27E-07,-3.33E-05,3.60E-05,5.18E-05,-0.000191771,0.000824544,0.000365004,0.000702005,,,,,,,,,
3529,2.18E-06,-6.27E-05,-3.06442E-05,2.96E-05,-1.62E-04,0.000688043,0.000261534,0.00057124,,,,,,,,,
3530,-2.80E-06,-6.16E-05,-1.97254E-05,2.79733E-05,-1.76E-04,0.000687465,0.000264768,0.000539694,,,,,,,,,
3531,-2.35E-05,-7.54E-05,-5.55E-05,3.51E-05,-1.79E-04,0.000677645,0.000235908,0.000570737,,,,,,,,,
3532,2.74E-05,-1.86E-05,6.02E-05,1.93E-05,-0.000183277,0.000893421,0.000388086,0.000908501,,,,,,,,,
3533,-7.54E-05,-0.000126965,2.13475E-06,2.50E-05,-0.000186339,0.000818256,0.000301536,0.001130555,,,,,,,,,
3534,-3.62E-05,-1.19E-04,8.054E-06,-2.54E-05,-0.000180014,0.000783097,0.000271816,0.00108318,,,,,,,,,
3535,5.47E-06,-7.69905E-05,3.4094E-05,-4.35E-05,-0.000137758,0.000827394,0.000320662,0.001090955,,,,,,,,,
3536,3.86E-06,-6.94E-05,3.74E-05,-3.86E-05,-1.38E-04,0.000899345,0.000349797,0.000863198,,,,,,,,,
3537,-7.39E-05,-1.57E-04,-7.79E-05,-1.01E-04,-1.87E-04,0.000861805,0.000281244,0.000628319,,,,,,,,,
3538,-5.95E-05,-1.58E-04,-9.53E-05,-5.37E-05,-1.15E-04,0.000625413,0.000205535,0.000381186,,,,,,,,,
3539,-4.18E-05,-1.46E-04,-7.10E-05,4.90E-05,-1.26E-05,0.000621237,0.000187278,0.000338886,,,,,,,,,
3540,-5.57E-05,-1.60E-04,-9.48E-05,7.15E-05,1.11E-05,0.000619676,0.00018473,0.000313684,,,,,,,,,
3541,-3.44E-05,-0.000146769,-8.28E-05,6.26E-05,-5.09E-06,0.000627816,0.000190228,0.000341605,,,,,,,,,
3542,-5.53E-06,-1.14E-04,-7.15E-05,1.46E-05,-8.25E-05,0.000597142,0.000162508,0.000376601,,,,,,,,,
3543,-4.02E-06,-8.23E-05,-2.30E-05,-6.89E-05,-1.19E-04,0.000873972,0.000308573,0.000649192,,,,,,,,,
3544,-7.63E-06,-8.03E-05,-4.33E-05,-1.28E-04,-8.31115E-05,0.000901624,0.00034574,0.000629015,,,,,,,,,
3545,-4.16E-05,-1.25E-04,-8.10E-05,-1.70E-04,-1.30E-04,0.000913538,0.00030388,0.000581566,,,,,,,,,
3546,-6.37E-05,-1.70E-04,-1.32E-05,-9.15E-05,-1.28E-04,0.000975657,0.000334863,0.000651974,,,,,,,,,
3547,-7.77E-05,-0.000196054,7.16E-05,-1.44E-04,-7.34E-05,0.001010545,0.000362433,0.001072575,,,,,,,,,
3548,-1.34E-04,-0.000260539,9.36E-05,-1.13E-04,-1.33E-04,0.000874665,0.000270654,0.001010407,,,,,,,,,
3549,-1.67007E-05,-0.000128373,8.6065E-05,4.56E-06,-0.000103638,0.000871204,0.00031269,0.001009244,,,,,,,,,
3550,-5.4055E-06,-8.58345E-05,8.13E-05,-3.14E-05,-0.000167459,0.0009172,0.000376802,0.001017165,,,,,,,,,
3551,4.06E-05,-1.73E-05,0.000154715,9.96E-06,-0.000158072,0.00098779,0.000429917,0.000981245,,,,,,,,,
3552,4.54E-05,2.02E-06,9.50E-05,4.46E-05,-0.000168536,0.000888769,0.000424799,0.000779435,,,,,,,,,
3553,2.19E-06,-6.22E-05,-1.51E-05,5.08E-05,-1.53E-04,0.000739507,0.000278071,0.000649691,,,,,,,,,
3554,-6.18E-06,-7.04E-05,-3.75E-06,6.44E-05,-1.61E-04,0.00069825,0.000261128,0.000657383,,,,,,,,,
3555,-1.86E-05,-7.31646E-05,-4.99E-06,6.18E-05,-0.000160955,0.000743251,0.000293765,0.000709467,,,,,,,,,
3556,1.95E-05,3.34E-08,6.81E-05,1.15E-05,-0.000156548,0.000962771,0.000414997,0.001073822,,,,,,,,,
3557,-5.98E-05,-0.000123214,2.92137E-05,1.31E-05,-0.000183307,0.000796203,0.000290088,0.001132089,,,,,,,,,
3558,-2.27E-05,-0.000095543,1.2506E-05,-4.78E-05,-0.000154783,0.000738617,0.000241246,0.001076721,,,,,,,,,
3559,2.84E-05,-3.91E-05,4.12E-05,-6.42E-05,-0.000117596,0.000763524,0.000286817,0.001095585,,,,,,,,,
3560,3.07E-05,-3.19E-05,8.07E-05,-4.41E-05,-0.000119023,0.000856929,0.000326626,0.000889871,,,,,,,,,
3561,-2.87E-05,-1.16E-04,-9.15E-05,-7.46E-05,-1.77E-04,0.000709564,0.00021103,0.000572506,,,,,,,,,
3562,6.89E-05,-3.35E-05,-2.27E-05,6.00E-05,-1.79E-05,0.000600178,0.000221841,0.000451222,,,,,,,,,
3563,3.04E-05,-7.11E-05,-3.50E-05,9.58E-05,1.52E-05,0.000590451,0.00021423,0.000395943,,,,,,,,,
3564,4.99E-05,-6.91E-05,-7.33E-05,1.15E-04,3.81E-05,0.000594936,0.000208262,0.000384964,,,,,,,,,
3565,6.95E-05,-4.94E-05,-7.80E-05,1.09E-04,4.09E-05,0.000625949,0.000237126,0.000384267,,,,,,,,,
3566,4.07E-05,-7.34E-05,-8.14E-05,7.34E-05,-3.11025E-05,0.000601459,0.000209905,0.00039858,,,,,,,,,
3567,-7.24E-05,-1.46E-04,-6.50E-05,-1.96E-05,-1.40E-04,0.000836164,0.000270397,0.000639539,,,,,,,,,
3568,-2.54E-05,-9.80E-05,-5.54E-05,-7.88E-05,-7.50607E-05,0.000924752,0.00034399,0.000661824,,,,,,,,,
3569,-7.26E-05,-1.54E-04,-1.17E-04,-1.38E-04,-1.06E-04,0.000895713,0.000289265,0.000558045,,,,,,,,,
3570,-8.02E-05,-1.83E-04,2.19E-05,-5.91E-05,-9.5647E-05,0.001017828,0.000327926,0.000614424,,,,,,,,,
3571,-8.37E-05,-0.000201005,5.5157E-05,-1.03E-04,-6.94E-05,0.000992734,0.000320502,0.001029514,,,,,,,,,
3572,-1.58E-04,-0.000274264,7.5899E-05,-1.10E-04,-1.72E-04,0.000842091,0.000223572,0.000965769,,,,,,,,,
3573,-5.26E-05,-0.000150473,0.000101484,-7.09E-06,-0.00014655,0.000830117,0.00027395,0.000981949,,,,,,,,,
3574,2.33425E-05,-7.3675E-05,7.58615E-05,4.03E-05,-0.00012555,0.000933562,0.000386901,0.00103749,,,,,,,,,
3575,-4.68E-05,-1.01E-04,7.31162E-05,1.21E-05,-0.000228595,0.000925299,0.000366218,0.000882998,,,,,,,,,
3576,-4.83E-05,-8.13E-05,-5.63E-06,6.76E-06,-0.00019224,0.000842046,0.000315201,0.000646565,,,,,,,,,
3577,-4.79E-05,-1.15E-04,-7.01E-05,2.60E-05,-1.82E-04,0.000682835,0.000207223,0.000589766,,,,,,,,,
3578,-5.62E-05,-1.25E-04,-5.85E-05,3.18E-05,-1.88E-04,0.000640314,0.000206247,0.000548985,,,,,,,,,
3579,-6.81E-05,-1.32E-04,-7.56E-05,3.94E-05,-1.90E-04,0.000646748,0.000198692,0.00059595,,,,,,,,,
3580,1.40E-05,-3.12961E-05,9.59E-05,6.01E-05,-0.000140611,0.000861004,0.000397496,0.000891175,,,,,,,,,
3581,-1.17E-04,-0.000169762,-3.23375E-06,6.75E-05,-0.000186704,0.000721339,0.000294253,0.001046483,,,,,,,,,
3582,-1.55E-04,-2.22E-04,-5.25342E-05,3.04E-06,-0.000152282,0.000660759,0.000280477,0.001037959,,,,,,,,,
3583,-0.00013968,-0.000206668,-3.50E-05,3.96E-05,-0.000141886,0.000717238,0.000306487,0.000890002,,,,,,,,,
3584,-1.28E-04,-1.93E-04,-8.31E-05,-7.49E-06,-0.000111934,0.000822462,0.000355378,0.000701565,,,,,,,,,
3585,-1.46E-04,-2.45E-04,-1.56E-04,1.78E-06,-9.63285E-05,0.000827547,0.000357293,0.000518922,,,,,,,,,
3586,-3.65E-05,-1.84E-04,-1.37E-04,1.76E-04,9.83E-05,0.000658847,0.00027423,0.000365101,,,,,,,,,
3587,-7.02E-05,-2.12E-04,-1.53E-04,1.69E-04,7.57E-05,0.000670467,0.000275582,0.000352483,,,,,,,,,
3588,-9.19E-05,-0.000225753,-1.62E-04,2.14E-04,1.10E-04,0.000670578,0.000271935,0.000342268,,,,,,,,,
3589,-6.77E-05,-0.000218246,-1.64E-04,2.51E-04,1.32E-04,0.000646114,0.000254724,0.000334114,,,,,,,,,
3590,-6.92E-05,-2.16E-04,-1.63E-04,1.86E-04,5.68E-05,0.000628486,0.000239067,0.000346057,,,,,,,,,
3591,-1.45E-04,-2.24E-04,-1.36E-04,3.60E-05,-8.83E-05,0.000827204,0.000326443,0.00050934,,,,,,,,,
3592,-8.99E-05,-1.69E-04,-1.17E-04,-9.16E-06,-5.68E-05,0.000892427,0.000326149,0.000642166,,,,,,,,,
3593,-1.20E-04,-1.89E-04,-1.43E-04,-8.08E-05,-7.16E-05,0.00089261,0.000315573,0.000566121,,,,,,,,,
3594,-1.33E-04,-2.11E-04,-1.59E-04,-8.97E-05,-1.12E-04,0.000879109,0.000317831,0.000601177,,,,,,,,,
3595,-1.35E-04,-2.16E-04,4.37715E-05,1.51E-05,-1.04E-04,0.000856362,0.000310987,0.000911322,,,,,,,,,
3596,-2.04E-04,-0.00028589,5.19487E-05,-2.19E-05,-0.000169937,0.000763692,0.000215183,0.000987645,,,,,,,,,
3597,-7.84E-05,-0.000164613,6.17315E-05,4.20E-05,-0.00012162,0.000833384,0.000293408,0.001021088,,,,,,,,,
3598,-5.06E-06,-0.000102073,0.000049576,6.65E-05,-0.000128087,0.000924394,0.000381422,0.001017575,,,,,,,,,
3599,5.02E-05,-2.79E-05,8.93177E-05,5.27E-05,-0.000139944,0.00097955,0.000429601,0.000844129,,,,,,,,,
3600,-4.51E-05,-9.71E-05,-6.23E-05,3.55E-05,-1.59E-04,0.00078601,0.000286307,0.000622992,,,,,,,,,
3601,-6.14E-05,-1.25E-04,-7.56E-05,3.12E-05,-2.00E-04,0.000639506,0.000204895,0.000538595,,,,,,,,,
3602,-9.57765E-06,-8.01E-05,-1.07E-05,9.25E-05,-1.50E-04,0.000611719,0.000228521,0.000515554,,,,,,,,,
3603,-4.38E-05,-1.13E-04,-5.67E-05,6.59E-05,-1.75E-04,0.000584666,0.000211302,0.000532698,,,,,,,,,
3604,1.13E-05,-3.85379E-05,7.96E-05,3.15E-05,-0.000150151,0.000840008,0.000391167,0.00086591,,,,,,,,,
3605,-1.06E-04,-0.00015682,-1.69539E-05,2.88E-05,-0.000179991,0.000757187,0.000301879,0.001097597,,,,,,,,,
3606,-9.38E-05,-0.000179108,-4.41555E-05,1.60E-05,-0.000126172,0.000722867,0.000291858,0.0010711,,,,,,,,,
3607,-5.85E-05,-1.35E-04,-2.54E-05,1.42E-05,-0.000139937,0.000779946,0.000321709,0.001078636,,,,,,,,,
3608,-5.50E-05,-1.35E-04,-9.91E-07,2.65E-05,-0.000167686,0.000878651,0.000357531,0.00084392,,,,,,,,,
3609,-5.69E-05,-1.74E-04,-1.03E-04,1.40E-04,-5.83E-05,0.000618443,0.00018895,0.000437453,,,,,,,,,
3610,2.17E-05,-1.30E-04,-9.39E-05,2.20E-04,1.02E-04,0.000658471,0.000208963,0.000304651,,,,,,,,,
3611,5.94E-05,-0.00010705,-5.6237E-05,0.000243012,1.80E-04,0.00046638,0.000213727,9.23202E-05,,,,,,,,,
3612,-2.22288E-05,-8.00E-05,-3.20E-05,1.03E-04,-3.79E-06,0.000223991,3.78E-05,4.48563E-05,,,,,,,,,
3613,-1.14E-05,-6.91E-05,-1.91E-05,2.06E-04,9.62E-05,0.000311807,4.00E-05,4.99747E-05,,,,,,,,,
3614,6.00E-05,-7.72E-05,-3.47644E-05,0.000256035,1.55E-04,0.000470493,0.000218499,0.000202201,,,,,,,,,
3615,-4.09E-05,-1.38E-04,-0.000115112,1.30E-04,-4.35263E-05,0.000596862,0.000222031,0.000383541,,,,,,,,,
3616,-3.79E-05,-1.16E-04,-3.45E-05,-3.19E-05,-1.14E-04,0.000889085,0.000338651,0.000683002,,,,,,,,,
3617,-6.46E-05,-1.37E-04,-9.88E-05,-6.11E-05,-1.15E-04,0.000976685,0.000367317,0.000644304,,,,,,,,,
3618,-9.34E-05,-1.60E-04,-6.72E-05,-8.60E-06,-1.50E-04,0.000913989,0.000295196,0.000670132,,,,,,,,,
3619,-1.10E-04,-0.000177235,-6.49355E-05,-3.38E-05,-0.000160109,0.000829857,0.000270423,0.000947513,,,,,,,,,
3620,-0.000143226,-0.000219856,2.4013E-05,-1.52E-05,-0.00015834,0.000779614,0.000245508,0.000989028,,,,,,,,,
3621,-7.204E-05,-0.00016813,-2.5295E-06,1.69687E-05,-0.000138846,0.000853412,0.00031855,0.001015674,,,,,,,,,
3622,-3.50E-05,-0.000114962,6.96E-05,2.45E-06,-0.000179425,0.000928678,0.000387676,0.001036841,,,,,,,,,
3623,7.09E-05,-5.63E-06,9.05728E-05,4.11E-05,-0.000135466,0.00100553,0.000483073,0.000864252,,,,,,,,,
3624,-2.21E-06,-6.66E-05,-4.41E-05,4.93E-05,-1.58E-04,0.000786949,0.000309862,0.000643596,,,,,,,,,
3625,1.58288E-05,-5.01E-05,-1.01E-05,3.84E-05,-1.47E-04,0.000616197,0.000253696,0.000516903,,,,,,,,,
3626,4.31464E-05,1.75648E-05,0.000115663,7.71023E-05,-6.65E-05,0.000586137,0.000230622,0.000498794,,,,,,,,,
3627,2.71462E-05,2.60137E-05,0.000122674,2.51197E-05,-7.97E-05,0.000534255,0.000201751,0.000505455,,,,,,,,,
3628,-8.3819E-06,-5.54695E-06,5.57937E-05,-9.65217E-06,-1.44E-04,0.000413735,0.000157308,0.000555042,,,,,,,,,
3629,1.42E-07,-6.62E-05,-1.33E-06,8.81E-05,-8.12E-05,0.000457987,0.000195865,0.000663515,,,,,,,,,
3630,-6.52E-06,-7.74E-05,-2.05E-05,1.27E-04,-6.58296E-05,0.000447657,0.000195071,0.000762604,,,,,,,,,
3631,2.59E-06,-8.70E-05,1.66E-05,8.60E-05,-3.73E-05,0.000535149,0.000250444,0.000632498,,,,,,,,,
3632,1.26E-04,1.23E-04,0.000219241,-3.52785E-05,-2.84E-05,0.00021255,2.07E-04,2.83E-04,,,,,,,,,
3633,8.12E-07,2.67E-05,1.55E-04,-1.36E-04,-1.53E-04,5.15E-05,7.43E-06,4.01E-05,,,,,,,,,
3634,8.64E-07,6.16E-06,6.68E-05,-5.20E-05,-7.89E-05,5.74E-07,1.33E-06,2.27E-07,,,,,,,,,
3635,8.72E-07,6.16E-06,1.37E-05,-2.40E-05,-8.34E-06,1.97E-05,1.57E-05,-5.80E-06,,,,,,,,,
3636,8.83E-07,6.17E-06,1.09E-05,-2.34E-05,-8.35E-06,2.15E-05,1.57E-05,-5.88E-06,,,,,,,,,
3637,8.79E-07,6.16E-06,1.09E-05,-2.17E-05,-8.34E-06,2.15E-05,1.57E-05,-5.95E-06,,,,,,,,,
3638,-4.52E-06,7.71E-07,1.32E-05,2.98E-08,-1.81E-05,1.23E-07,-4.62E-06,-1.87E-05,,,,,,,,,
3639,3.92E-05,2.69E-05,9.32E-05,-4.81E-05,5.45E-05,1.02E-04,1.18E-04,1.00E-05,,,,,,,,,
3640,9.45E-05,6.55E-05,1.58E-04,1.47E-04,1.63E-04,0.000367764,0.00020859,0.000220198,,,,,,,,,
3641,-6.92E-05,-1.26E-04,-1.77E-04,-1.89E-04,-0.000228941,0.000795901,0.000277832,0.000318792,,,,,,,,,
3642,-2.25E-06,-3.97E-05,3.81E-05,1.95E-05,-2.54E-04,0.000933491,0.000333876,0.000691749,,,,,,,,,
