LoadLevel,101_CT_1,101_CT_2,101_PV_1,101_PV_2,101_PV_3,101_PV_4,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_PV_1,102_PV_2,102_STEAM_3,102_STEAM_4,103_PV_1,104_PV_1,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,113_PV_1,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,118_RTPV_1,118_RTPV_10,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,119_PV_1,121_NUCLEAR_1,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,122_WIND_1,123_CT_1,123_CT_4,123_CT_5,123_STEAM_2,123_STEAM_3
07-17 19:00:00+02:00,0.018,0.018,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0106011646735074,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2930928377,0.053295,0.053295,0.053295,0.053295,0.0,0.01176,0.01176,0.1488,0.1488,0.2201176969464895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0208,0.053295,0.053295,0.053295,0.1488,0.322
07-17 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2871907471,0.053295,0.053295,0.053295,0.053295,0.0,0.01176,0.01176,0.1488,0.1488,0.1839411920128014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0416,0.053295,0.0,0.039902096297205,0.1488,0.322
07-17 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2779719199,0.053295,0.0213179999999999,0.0300893997896526,0.0213179999999999,0.0,0.01176,0.01176,0.1488,0.1488,0.1273274531803714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0776,0.0,0.0,0.0,0.1488,0.322
07-17 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0477432681764877,0.0744799999999999,0.0,0.0,0.2687020658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1488,0.0903217664835093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0888,0.0,0.0,0.0,0.1488,0.322
07-17 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0009427116163562,0.0,0.0,0.0,0.26194952991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1488,0.0315970403636374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1216,0.0,0.0,0.0,0.1488,0.322
07-18 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0105163548605958,0.0744799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25674480455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1145000220623388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617403623770657,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4291999999999999,0.0,0.0,0.0,0.1488,0.322
07-18 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469471280185909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25313891636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.07818277435518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.486698474166229,0.0,0.0,0.0,0.1488,0.322
07-18 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250508752124821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0572832268301198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4842573877073951,0.0,0.0,0.0,0.1488,0.322
07-18 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160770012606857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25021338449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0487178380809854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4832569424483294,0.0,0.0,0.0,0.1488,0.322
07-18 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211023703516508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25068963383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0535144555516742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4838171917166732,0.0,0.0,0.0,0.1488,0.322
07-18 05:00:00+02:00,0.0,0.0,0.038,0.0372,0.0372,0.0376,0.0,0.0,0.0,0.0,0.0368,0.0368,0.0,0.0,0.0024,0.0372,0.25444860217,0.0,0.0,0.0,0.0,0.1144,0.0,0.0,0.1488,0.0,0.0,0.0004,0.0,0.0004,0.0,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.002,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.5042638331685004,0.0,0.0,0.0,0.05952,0.1645956943414973
07-18 06:00:00+02:00,0.0,0.0,0.0596,0.058,0.0584,0.0592,0.0,0.0,0.0,0.0,0.0572,0.0576,0.0,0.0,0.0472,0.0588,0.26145627163,0.0,0.0,0.0,0.0,0.1916,0.0,0.0,0.1488,0.0,0.0,0.0072,0.0028,0.0072,0.006,0.0072,0.0064,0.0072,0.008,0.0072,0.0064,0.0407999999999999,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.477987588408405,0.0,0.0,0.0,0.0,0.0319591331215892
07-18 07:00:00+02:00,0.0,0.0,0.0712,0.0688,0.0692,0.0696,0.0,0.0,0.0,0.0,0.068,0.0684,0.0,0.0,0.0872,0.07,0.26781760265,0.0,0.0,0.0,0.0,0.2208,0.0,0.0,0.1049223404544459,0.0,0.0,0.014,0.0064,0.014,0.014,0.014,0.014,0.0144,0.016,0.016,0.0144,0.0916,0.0721013972955516,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3524,0.0,0.0,0.0,0.0,0.0
07-18 08:00:00+02:00,0.0,0.0,0.0752,0.0732,0.0736,0.0744,0.0,0.0,0.0,0.0,0.0728,0.0728,0.0,0.0,0.128,0.0748,0.27385576448,0.0,0.0,0.0,0.0,0.2372,0.0,0.0,0.0837722777148437,0.0,0.0,0.0203999999999999,0.01,0.0203999999999999,0.0203999999999999,0.0203999999999999,0.0203999999999999,0.0203999999999999,0.024,0.024,0.0216,0.1356,0.1656833883051533,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.214,0.0,0.0,0.0,0.0,0.0
07-18 09:00:00+02:00,0.0,0.0,0.0764,0.076,0.0768,0.074,0.0,0.0,0.0,0.0,0.0752,0.0756,0.0,0.0,0.1536,0.0756,0.2805742825,0.0,0.0,0.0,0.0,0.2544,0.0,0.0,0.1214809011920207,0.0,0.0,0.024,0.012,0.024,0.0243999999999999,0.024,0.0243999999999999,0.0243999999999999,0.0292,0.0292,0.0264,0.1596,0.1904384582179775,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1784,0.0,0.0,0.0,0.0,0.0
07-18 10:00:00+02:00,0.0,0.0,0.0752,0.0756,0.076,0.0732,0.0,0.0,0.0,0.0,0.0748,0.0752,0.0,0.0,0.1752,0.0744,0.2869866403,0.0,0.0,0.0,0.0,0.2603999999999999,0.0,0.0,0.1488,0.0,0.0,0.026,0.0136,0.0256,0.0272,0.0256,0.0268,0.026,0.0332,0.0336,0.0296,0.1708,0.141246795603176,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2231999999999999,0.0,0.0,0.0,0.0,0.0580619626168281
07-18 11:00:00+02:00,0.0,0.0,0.0744,0.074,0.0744,0.0732,0.0,0.0,0.0,0.0,0.0732,0.0736,0.0,0.0,0.1844,0.0736,0.2937221672,0.0,0.0,0.0,0.0,0.2623999999999999,0.0,0.0,0.1488,0.0,0.0,0.028,0.0148,0.028,0.028,0.028,0.028,0.0283999999999999,0.036,0.036,0.0316,0.1868,0.1152907569985901,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2392,0.0,0.0,0.0,0.05952,0.1165324885514116
07-18 12:00:00+02:00,0.0,0.0,0.0712,0.0724,0.0736,0.0676,0.0,0.0,0.0,0.0,0.0728,0.0732,0.0,0.0,0.1692,0.0712,0.2993351064,0.0,0.0,0.0,0.0,0.2568,0.0,0.0,0.1488,0.0,0.0,0.0276,0.0148,0.0276,0.0272,0.0276,0.0272,0.0276,0.0356,0.0356,0.0308,0.1816,0.1025068999490831,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2568,0.0,0.0,0.0,0.05952,0.2796784196709114
07-18 13:00:00+02:00,0.0,0.0,0.0704,0.0676,0.0692,0.0664,0.0,0.0,0.0,0.0,0.0688,0.0696,0.0,0.0,0.16,0.0696,0.3046418852,0.0,0.0,0.0,0.0,0.2524,0.0,0.0,0.1488,0.037752558933386,0.0,0.0252,0.0136,0.0252,0.026,0.0252,0.0252,0.0252,0.0316,0.0327999999999999,0.0288,0.1668,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3772405391266127,0.0,0.0,0.0,0.1488,0.322
07-18 14:00:00+02:00,0.0,0.0,0.0692,0.068,0.0684,0.0684,0.0,0.0390500530560779,0.0,0.0,0.068,0.0688,0.0,0.0,0.1404,0.0688,0.3082307645,0.0,0.0,0.0,0.0,0.2384,0.0,0.0,0.1488,0.1488,0.0,0.0212,0.0112,0.0212,0.0224,0.0212,0.022,0.0212,0.0272,0.0276,0.0248,0.1396,0.0845806130339333,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3223999999999999,0.0,0.0,0.0,0.1488,0.322
07-18 15:00:00+02:00,0.0,0.0,0.0604,0.0616,0.0624,0.062,0.0744799999999999,0.0744799999999999,0.0,0.0,0.06,0.0612,0.0744799999999999,0.0044576789975657,0.098,0.06,0.3095234414,0.0,0.0,0.0,0.0,0.2188,0.0,0.0,0.1488,0.1488,0.0,0.0156,0.0088,0.0156,0.0163999999999999,0.0132,0.016,0.0152,0.0212,0.0208,0.0188,0.1012,0.1579133422724226,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2992,0.0,0.0,0.0,0.1488,0.322
07-18 16:00:00+02:00,0.0,0.0,0.0452,0.048,0.0487999999999999,0.0487999999999999,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0452,0.0468,0.0744799999999999,0.0744799999999999,0.0496,0.0472,0.3080266576,0.053295,0.0213179999999999,0.0213179999999999,0.0367388216176907,0.1708,0.01176,0.01176,0.1488,0.1488,0.0,0.0084,0.0048,0.0084,0.0088,0.0084,0.0088,0.0084,0.012,0.0116,0.0104,0.0528,0.0098713139023063,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.5024,0.0,0.0,0.0,0.1488,0.322
07-18 17:00:00+02:00,0.018,0.018,0.018,0.0196,0.02,0.0203999999999999,0.0744799999999999,0.0744799999999999,0.018,0.018,0.0168,0.0184,0.0744799999999999,0.0744799999999999,0.0012,0.0188,0.3024817541,0.053295,0.053295,0.053295,0.053295,0.0672,0.01176,0.01176,0.1488,0.1488,0.0242389203915834,0.0004,0.0004,0.0004,0.0004,0.0004,0.0008,0.0004,0.0012,0.0012,0.0012,0.0016,0.0275583190484125,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.5116,0.053295,0.053295,0.053295,0.1488,0.322
07-18 18:00:00+02:00,0.018,0.018,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.018,0.018,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2955761381,0.053295,0.053295,0.053295,0.053295,0.0,0.01176,0.01176,0.1488,0.1488,0.3350580923706008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2865967175693966,0.053295,0.053295,0.053295,0.1488,0.322
07-18 19:00:00+02:00,0.018,0.018,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0024728233678277,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2903884216,0.053295,0.053295,0.053295,0.053295,0.0,0.01176,0.01176,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096897672821896,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4324,0.053295,0.053295,0.053295,0.1488,0.322
07-18 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2838059748,0.053295,0.053295,0.053295,0.053295,0.0,0.01176,0.01176,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599329119368206,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4748,0.0213179999999999,0.0,0.0408993377631747,0.1488,0.322
07-18 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.27492732558,0.0213179999999999,0.0264979699547543,0.0213179999999999,0.0213179999999999,0.0,0.01176,0.01176,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537237276952752,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4724,0.0,0.0,0.0,0.1488,0.322
07-18 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0327322729060668,0.0,0.0,0.26700117517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758533459839297,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2332,0.0,0.0,0.0,0.1488,0.322
07-18 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0504685582270485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26046975505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1488,0.0110921019629512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1348,0.0,0.0,0.0,0.1488,0.322
07-19 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0176954541323972,0.0744799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25742516083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1213523330947829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481407186028225,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2436,0.0,0.0,0.0,0.1488,0.322
07-19 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0700997237050714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25533306533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1002814772816959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4892796231432309,0.0,0.0,0.0,0.1488,0.322
07-19 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501777230350305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25344507671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0812663146838126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4870586345211563,0.0,0.0,0.0,0.1488,0.322
07-19 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306146768766968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25159110588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0625937674752114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148776638080894,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.47,0.0,0.0,0.0,0.1488,0.322
07-19 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008359469002524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24948200148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0413516039221878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4823965593552866,0.0,0.0,0.0,0.1488,0.322
07-19 05:00:00+02:00,0.0,0.0,0.0368,0.0364,0.0372,0.0368,0.0,0.0,0.0,0.0,0.0344,0.0356,0.0,0.0,0.0024,0.0368,0.25028142007,0.0,0.0,0.0,0.0,0.1072,0.0,0.0,0.1488,0.0,0.0,0.0004,0.0,0.0004,0.0,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.002,0.0647130690607143,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.436,0.0,0.0,0.0,0.0,0.1508218885592888
07-19 06:00:00+02:00,0.0,0.0,0.0584,0.0576,0.0576,0.0567999999999999,0.0,0.0,0.0,0.0,0.0567999999999999,0.0567999999999999,0.0,0.0,0.0456,0.0572,0.25715301832,0.0,0.0,0.0,0.0,0.1596,0.0,0.0,0.1366103591117665,0.0,0.0,0.0068,0.0028,0.0064,0.006,0.0072,0.0064,0.0072,0.008,0.0072,0.0072,0.0404,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4703254401282282,0.0,0.0,0.0,0.0,0.0
07-19 07:00:00+02:00,0.0,0.0,0.07,0.0672,0.0684,0.068,0.0,0.0,0.0,0.0,0.0684,0.0684,0.0,0.0,0.0912,0.0692,0.2657425161,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0790084844800963,0.0,0.0,0.0136,0.0068,0.0136,0.014,0.0136,0.0136,0.0136,0.0163999999999999,0.016,0.014,0.0868,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4171783665298998,0.0,0.0,0.0,0.0,0.0
07-19 08:00:00+02:00,0.0,0.0,0.0736,0.0708,0.0728,0.0716,0.0,0.0,0.0,0.0,0.0728,0.0728,0.0,0.0,0.1291999999999999,0.0732,0.27392380011,0.0,0.0,0.0,0.0,0.2231999999999999,0.0,0.0,0.1065393821918599,0.0,0.0,0.02,0.01,0.02,0.0203999999999999,0.0203999999999999,0.02,0.0203999999999999,0.024,0.024,0.022,0.1304,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3863994599981328,0.0,0.0,0.0,0.0,0.0
07-19 09:00:00+02:00,0.0,0.0,0.0744,0.0696,0.0704,0.0696,0.0,0.0,0.0,0.0,0.0732,0.0736,0.0,0.0,0.1544,0.0736,0.2821391019,0.0,0.0,0.0,0.0,0.2484,0.0,0.0,0.1488,0.0,0.0,0.0236,0.0124,0.0236,0.0252,0.024,0.0248,0.0243999999999999,0.03,0.03,0.0268,0.156,0.144098412109175,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.23,0.0,0.0,0.0,0.0,0.0327340095608277
07-19 10:00:00+02:00,0.0,0.0,0.074,0.072,0.0724,0.072,0.0,0.0,0.0,0.0,0.0728,0.0732,0.0,0.0,0.1744,0.0732,0.288313335,0.0,0.0,0.0,0.0,0.2552,0.0,0.0,0.1488,0.0,0.0,0.0264,0.0136,0.0264,0.0268,0.0264,0.0268,0.0268,0.0336,0.0327999999999999,0.03,0.176,0.2033973756010383,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1588,0.0,0.0,0.0,0.05952,0.0429133273689653
07-19 11:00:00+02:00,0.0,0.0,0.0736,0.0712,0.0716,0.0716,0.0,0.0,0.0,0.0,0.0724,0.0728,0.0,0.0,0.176,0.0728,0.2944195324,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.1488,0.0,0.0,0.0276,0.0144,0.0276,0.0276,0.0276,0.0276,0.028,0.0352,0.0352,0.0312,0.1832,0.2723290215147995,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0844,0.0,0.0,0.0,0.05952,0.1630967848352009
07-19 12:00:00+02:00,0.0,0.0,0.0736,0.068,0.0684,0.0676,0.0,0.0,0.0,0.0,0.0732,0.0736,0.0,0.0,0.166,0.0736,0.2990969817,0.0,0.0,0.0,0.0,0.2528,0.0,0.0,0.1488,0.0,0.0,0.0256,0.014,0.0256,0.0272,0.0256,0.0272,0.026,0.0344,0.034,0.0308,0.1692,0.3008257619035607,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0664,0.0,0.0,0.0,0.05952,0.3013684388764414
07-19 13:00:00+02:00,0.0,0.0,0.0712,0.0712,0.072,0.0692,0.0,0.0,0.0,0.0,0.0708,0.0716,0.0,0.0,0.1596,0.07,0.3016313088,0.0,0.0,0.0,0.0,0.2528,0.0,0.0,0.1488,0.0,0.0,0.0243999999999999,0.0132,0.0243999999999999,0.0224,0.0243999999999999,0.0248,0.0248,0.0324,0.032,0.0283999999999999,0.162,0.269888890211413,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1132,0.0,0.0,0.0,0.1130736402185826,0.322
07-19 14:00:00+02:00,0.0,0.0,0.068,0.0676,0.0684,0.068,0.0,0.0,0.0,0.0,0.0644,0.0672,0.0,0.0,0.1368,0.0664,0.2994541687,0.0,0.0,0.0,0.0,0.2384,0.0,0.0,0.1488,0.0188538913939725,0.0,0.0208,0.0112,0.0208,0.0216,0.02,0.0216,0.0192,0.0283999999999999,0.0276,0.0243999999999999,0.138,0.283446986806025,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1204,0.0,0.0,0.0,0.1488,0.322
07-19 15:00:00+02:00,0.0,0.0,0.066,0.0628,0.0632,0.0624,0.0,0.0,0.0,0.0,0.0616,0.0624,0.0,0.0,0.0984,0.062,0.2942664523,0.0,0.0,0.0,0.0,0.2211999999999999,0.0,0.0,0.1488,0.0519191740438225,0.0,0.0152,0.0084,0.0152,0.0163999999999999,0.0152,0.016,0.0152,0.0208,0.0203999999999999,0.0188,0.1008,0.187689485216179,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2464,0.0,0.0,0.0,0.1488,0.322
07-19 16:00:00+02:00,0.0,0.0,0.05,0.052,0.0512,0.05,0.0,0.0227908658787066,0.0,0.0,0.0487999999999999,0.0508,0.0,0.0,0.0516,0.0512,0.2878881124,0.0,0.0,0.0,0.0,0.176,0.0,0.0,0.1488,0.1488,0.0,0.0084,0.0048,0.0084,0.0092,0.0084,0.0088,0.0084,0.012,0.0116,0.0108,0.0544,0.1613699830312985,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3096,0.0,0.0,0.0,0.1488,0.322
07-19 17:00:00+02:00,0.0,0.0,0.0172,0.0203999999999999,0.0163999999999999,0.004,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0176,0.0196,0.0744799999999999,0.0744799999999999,0.0012,0.0188,0.2812546388,0.0,0.0089700581406386,0.0213179999999999,0.0,0.0672,0.01176,0.01176,0.1488,0.1488,0.0,0.0004,0.0004,0.0004,0.0008,0.0004,0.0008,0.0004,0.0012,0.0012,0.0012,0.0016,0.1454230678493755,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3876,0.0,0.0,0.0,0.1488,0.322
07-19 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2767132608,0.0213179999999999,0.0213179999999999,0.053295,0.0314896399679122,0.0,0.01176,0.01176,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360884450121177,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.392,0.0,0.0,0.0,0.1488,0.322
07-19 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.2744000495,0.0213179999999999,0.0213179999999999,0.0213179999999999,0.0155834108387413,0.0,0.01176,0.01176,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931436683412519,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4324,0.0,0.0,0.0,0.1488,0.322
07-19 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.26955251112,0.0,0.0,0.0,0.0,0.0,0.0049,0.002232934398981,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.5157918081210138,0.0,0.0,0.0,0.1488,0.322
07-19 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0744799999999999,0.0744799999999999,0.0,0.0,0.0,0.0,0.0359964830675249,0.0,0.0,0.0,0.26339528698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.5016607731524706,0.0,0.0,0.0,0.1488,0.322
