LoadLevel,Duration,Stage
06-19 00:00:00+02:00,0,sti816
06-19 01:00:00+02:00,0,sti816
06-19 02:00:00+02:00,0,sti816
06-19 03:00:00+02:00,0,sti816
06-19 04:00:00+02:00,0,sti816
06-19 05:00:00+02:00,0,sti816
06-19 06:00:00+02:00,0,sti816
06-19 07:00:00+02:00,0,sti816
06-19 08:00:00+02:00,0,sti816
06-19 09:00:00+02:00,0,sti816
06-19 10:00:00+02:00,0,sti816
06-19 11:00:00+02:00,0,sti816
06-19 12:00:00+02:00,0,sti816
06-19 13:00:00+02:00,0,sti816
06-19 14:00:00+02:00,1,sti816
06-19 15:00:00+02:00,0,sti816
06-19 16:00:00+02:00,1,sti196
06-19 17:00:00+02:00,1,sti235
06-19 18:00:00+02:00,0,sti1745
06-19 19:00:00+02:00,1,sti1701
06-19 20:00:00+02:00,1,sti362
06-19 21:00:00+02:00,1,sti168
06-19 22:00:00+02:00,0,sti816
06-19 23:00:00+02:00,0,sti816
06-20 00:00:00+02:00,0,sti816
06-20 01:00:00+02:00,0,sti816
06-20 02:00:00+02:00,0,sti816
06-20 03:00:00+02:00,0,sti816
06-20 04:00:00+02:00,0,sti816
06-20 05:00:00+02:00,0,sti816
06-20 06:00:00+02:00,0,sti816
06-20 07:00:00+02:00,0,sti816
06-20 08:00:00+02:00,0,sti816
06-20 09:00:00+02:00,0,sti816
06-20 10:00:00+02:00,1,sti1107
06-20 11:00:00+02:00,0,sti266
06-20 12:00:00+02:00,0,stn36
06-20 13:00:00+02:00,1,sti1282
06-20 14:00:00+02:00,1,sti1436
06-20 15:00:00+02:00,1,sti368
06-20 16:00:00+02:00,1,sti1680
06-20 17:00:00+02:00,1,sti284
06-20 18:00:00+02:00,0,sti1493
06-20 19:00:00+02:00,1,sti1435
06-20 20:00:00+02:00,1,sti472
06-20 21:00:00+02:00,1,sti1577
06-20 22:00:00+02:00,0,sti196
06-20 23:00:00+02:00,0,sti816
06-21 00:00:00+02:00,0,sti816
06-21 01:00:00+02:00,0,sti816
06-21 02:00:00+02:00,0,sti816
06-21 03:00:00+02:00,0,sti816
06-21 04:00:00+02:00,0,sti816
06-21 05:00:00+02:00,0,sti816
06-21 06:00:00+02:00,0,sti816
06-21 07:00:00+02:00,0,sti1107
06-21 08:00:00+02:00,0,stn36
06-21 09:00:00+02:00,1,stn9
06-21 10:00:00+02:00,1,stn59
06-21 11:00:00+02:00,1,sti397
06-21 12:00:00+02:00,1,sti1403
06-21 13:00:00+02:00,1,sti1698
06-21 14:00:00+02:00,1,sti1651
06-21 15:00:00+02:00,1,sti1506
06-21 16:00:00+02:00,1,sti1199
06-21 17:00:00+02:00,0,stp31
06-21 18:00:00+02:00,0,stp80
06-21 19:00:00+02:00,0,stp7
06-21 20:00:00+02:00,0,stp80
06-21 21:00:00+02:00,1,sti1567
06-21 22:00:00+02:00,0,sti447
06-21 23:00:00+02:00,1,sti909
06-22 00:00:00+02:00,1,sti1221
06-22 01:00:00+02:00,1,stn36
06-22 02:00:00+02:00,1,sti266
06-22 03:00:00+02:00,0,sti516
06-22 04:00:00+02:00,0,sti1107
06-22 05:00:00+02:00,0,sti516
06-22 06:00:00+02:00,1,sti135
06-22 07:00:00+02:00,1,sti1162
06-22 08:00:00+02:00,1,sti181
06-22 09:00:00+02:00,1,sti599
06-22 10:00:00+02:00,1,sti1153
06-22 11:00:00+02:00,1,sti155
06-22 12:00:00+02:00,1,sti1185
06-22 13:00:00+02:00,1,sti1085
06-22 14:00:00+02:00,0,sti1138
06-22 15:00:00+02:00,1,stp32
06-22 16:00:00+02:00,0,stp81
06-22 17:00:00+02:00,0,stp77
06-22 18:00:00+02:00,0,stp83
06-22 19:00:00+02:00,1,stp96
06-22 20:00:00+02:00,0,stp83
06-22 21:00:00+02:00,0,stp59
06-22 22:00:00+02:00,1,sti1676
06-22 23:00:00+02:00,1,sti1194
06-23 00:00:00+02:00,1,sti161
06-23 01:00:00+02:00,1,sti977
06-23 02:00:00+02:00,1,sti40
06-23 03:00:00+02:00,1,sti1657
06-23 04:00:00+02:00,0,sti40
06-23 05:00:00+02:00,0,sti909
06-23 06:00:00+02:00,1,sti1618
06-23 07:00:00+02:00,1,sti984
06-23 08:00:00+02:00,1,sti203
06-23 09:00:00+02:00,1,sti1257
06-23 10:00:00+02:00,1,sti1200
06-23 11:00:00+02:00,0,sti318
06-23 12:00:00+02:00,1,sti1101
06-23 13:00:00+02:00,1,sti1557
06-23 14:00:00+02:00,1,stp76
06-23 15:00:00+02:00,0,stp78
06-23 16:00:00+02:00,0,stp123
06-23 17:00:00+02:00,1,stp15
06-23 18:00:00+02:00,0,stp15
06-23 19:00:00+02:00,0,stp34
06-23 20:00:00+02:00,0,stp82
06-23 21:00:00+02:00,0,stp76
06-23 22:00:00+02:00,1,sti1431
06-23 23:00:00+02:00,0,sti358
06-24 00:00:00+02:00,1,sti1268
06-24 01:00:00+02:00,1,sti52
06-24 02:00:00+02:00,0,sti816
06-24 03:00:00+02:00,0,sti816
06-24 04:00:00+02:00,0,sti1107
06-24 05:00:00+02:00,1,sti1551
06-24 06:00:00+02:00,0,sti1284
06-24 07:00:00+02:00,1,sti1286
06-24 08:00:00+02:00,1,sti303
06-24 09:00:00+02:00,1,sti706
06-24 10:00:00+02:00,1,sti1709
06-24 11:00:00+02:00,1,sti162
06-24 12:00:00+02:00,1,sti744
06-24 13:00:00+02:00,0,sti1416
06-24 14:00:00+02:00,0,stp31
06-24 15:00:00+02:00,0,stp32
06-24 16:00:00+02:00,1,stp81
06-24 17:00:00+02:00,0,stp107
06-24 18:00:00+02:00,1,stp107
06-24 19:00:00+02:00,0,stp49
06-24 20:00:00+02:00,0,stp107
06-24 21:00:00+02:00,1,stp80
06-24 22:00:00+02:00,1,sti1730
06-24 23:00:00+02:00,1,sti447
06-25 00:00:00+02:00,1,sti1461
06-25 01:00:00+02:00,1,sti1288
06-25 02:00:00+02:00,0,sti452
06-25 03:00:00+02:00,1,sti452
06-25 04:00:00+02:00,1,sti137
06-25 05:00:00+02:00,1,sti811
06-25 06:00:00+02:00,1,sti160
06-25 07:00:00+02:00,1,sti448
06-25 08:00:00+02:00,1,sti1022
06-25 09:00:00+02:00,1,sti376
06-25 10:00:00+02:00,0,sti155
06-25 11:00:00+02:00,1,sti1353
06-25 12:00:00+02:00,1,sti1204
06-25 13:00:00+02:00,1,sti273
06-25 14:00:00+02:00,1,sti598
06-25 15:00:00+02:00,0,stp32
06-25 16:00:00+02:00,0,stp32
06-25 17:00:00+02:00,0,stp81
06-25 18:00:00+02:00,0,stp81
06-25 19:00:00+02:00,0,stp107
06-25 20:00:00+02:00,0,stp107
06-25 21:00:00+02:00,1,stp75
06-25 22:00:00+02:00,0,sti1101
06-25 23:00:00+02:00,0,sti1026
06-26 00:00:00+02:00,1,sti951
06-26 01:00:00+02:00,1,sti817
06-26 02:00:00+02:00,1,sti1228
06-26 03:00:00+02:00,1,sti1670
06-26 04:00:00+02:00,1,sti268
06-26 05:00:00+02:00,1,sti517
06-26 06:00:00+02:00,0,sti160
06-26 07:00:00+02:00,1,sti1673
06-26 08:00:00+02:00,1,sti959
06-26 09:00:00+02:00,1,sti1444
06-26 10:00:00+02:00,1,sti1780
06-26 11:00:00+02:00,1,sti53
06-26 12:00:00+02:00,1,sti92
06-26 13:00:00+02:00,1,sti1416
06-26 14:00:00+02:00,0,stp31
06-26 15:00:00+02:00,0,stp32
06-26 16:00:00+02:00,0,stp81
06-26 17:00:00+02:00,0,stp81
06-26 18:00:00+02:00,0,stp107
06-26 19:00:00+02:00,1,stp49
06-26 20:00:00+02:00,0,stp49
06-26 21:00:00+02:00,0,stp7
06-26 22:00:00+02:00,1,sti630
06-26 23:00:00+02:00,0,sti221
06-27 00:00:00+02:00,1,sti1398
06-27 01:00:00+02:00,1,sti1643
06-27 02:00:00+02:00,1,sti1773
06-27 03:00:00+02:00,1,sti1206
06-27 04:00:00+02:00,1,sti1440
06-27 05:00:00+02:00,1,sti481
06-27 06:00:00+02:00,1,sti1485
06-27 07:00:00+02:00,1,sti1453
06-27 08:00:00+02:00,0,sti162
06-27 09:00:00+02:00,1,sti553
06-27 10:00:00+02:00,1,sti154
06-27 11:00:00+02:00,1,sti971
06-27 12:00:00+02:00,1,sti734
06-27 13:00:00+02:00,1,sti1598
06-27 14:00:00+02:00,1,sti1138
06-27 15:00:00+02:00,1,sti1564
06-27 16:00:00+02:00,0,stp80
06-27 17:00:00+02:00,0,stp80
06-27 18:00:00+02:00,1,stp7
06-27 19:00:00+02:00,0,stp107
06-27 20:00:00+02:00,0,stp107
06-27 21:00:00+02:00,0,stp7
06-27 22:00:00+02:00,1,sti1452
06-27 23:00:00+02:00,1,sti1366
06-28 00:00:00+02:00,1,sti758
06-28 01:00:00+02:00,1,sti1620
06-28 02:00:00+02:00,1,sti1791
06-28 03:00:00+02:00,1,sti1689
06-28 04:00:00+02:00,1,sti95
06-28 05:00:00+02:00,1,sti188
06-28 06:00:00+02:00,1,sti1614
06-28 07:00:00+02:00,1,sti801
06-28 08:00:00+02:00,1,sti862
06-28 09:00:00+02:00,1,sti789
06-28 10:00:00+02:00,1,sti1005
06-28 11:00:00+02:00,1,sti1104
06-28 12:00:00+02:00,1,sti460
06-28 13:00:00+02:00,0,sti273
06-28 14:00:00+02:00,1,sti787
06-28 15:00:00+02:00,1,sti978
06-28 16:00:00+02:00,1,sti986
06-28 17:00:00+02:00,1,sti1539
06-28 18:00:00+02:00,0,stp103
06-28 19:00:00+02:00,1,stp16
06-28 20:00:00+02:00,0,stp16
06-28 21:00:00+02:00,0,stp30
06-28 22:00:00+02:00,1,sti1072
06-28 23:00:00+02:00,1,sti1163
06-29 00:00:00+02:00,1,sti1645
06-29 01:00:00+02:00,1,sti1471
06-29 02:00:00+02:00,1,sti493
06-29 03:00:00+02:00,1,sti603
06-29 04:00:00+02:00,1,sti1077
06-29 05:00:00+02:00,1,sti1126
06-29 06:00:00+02:00,1,sti1284
06-29 07:00:00+02:00,1,sti887
06-29 08:00:00+02:00,1,sti1175
06-29 09:00:00+02:00,1,sti1725
06-29 10:00:00+02:00,1,sti282
06-29 11:00:00+02:00,1,sti107
06-29 12:00:00+02:00,1,sti20
06-29 13:00:00+02:00,1,sti194
06-29 14:00:00+02:00,0,stp75
06-29 15:00:00+02:00,0,stp75
06-29 16:00:00+02:00,1,sti1009
06-29 17:00:00+02:00,1,sti912
06-29 18:00:00+02:00,0,stp106
06-29 19:00:00+02:00,1,stp83
06-29 20:00:00+02:00,0,stp83
06-29 21:00:00+02:00,1,sti534
06-29 22:00:00+02:00,1,sti1493
06-29 23:00:00+02:00,1,sti1208
06-30 00:00:00+02:00,1,sti1399
06-30 01:00:00+02:00,0,sti874
06-30 02:00:00+02:00,0,sti139
06-30 03:00:00+02:00,1,sti139
06-30 04:00:00+02:00,0,sti1501
06-30 05:00:00+02:00,1,sti1450
06-30 06:00:00+02:00,1,sti1685
06-30 07:00:00+02:00,1,sti658
06-30 08:00:00+02:00,1,sti147
06-30 09:00:00+02:00,1,sti1143
06-30 10:00:00+02:00,1,sti783
06-30 11:00:00+02:00,1,sti1365
06-30 12:00:00+02:00,1,sti791
06-30 13:00:00+02:00,1,sti641
06-30 14:00:00+02:00,1,sti1489
06-30 15:00:00+02:00,1,sti871
06-30 16:00:00+02:00,1,sti988
06-30 17:00:00+02:00,1,sti567
06-30 18:00:00+02:00,0,sti635
06-30 19:00:00+02:00,0,stp123
06-30 20:00:00+02:00,1,stp123
06-30 21:00:00+02:00,1,sti360
06-30 22:00:00+02:00,1,sti1280
06-30 23:00:00+02:00,1,sti1338
07-01 00:00:00+02:00,0,sti223
07-01 01:00:00+02:00,0,sti1678
07-01 02:00:00+02:00,0,sti1678
07-01 03:00:00+02:00,1,sti1678
07-01 04:00:00+02:00,0,sti1678
07-01 05:00:00+02:00,0,sti1399
07-01 06:00:00+02:00,1,sti129
07-01 07:00:00+02:00,1,sti202
07-01 08:00:00+02:00,0,sti954
07-01 09:00:00+02:00,0,sti1268
07-01 10:00:00+02:00,1,sti601
07-01 11:00:00+02:00,0,sti198
07-01 12:00:00+02:00,1,sti1454
07-01 13:00:00+02:00,1,sti868
07-01 14:00:00+02:00,1,sti435
07-01 15:00:00+02:00,1,sti1763
07-01 16:00:00+02:00,1,sti1002
07-01 17:00:00+02:00,1,sti320
07-01 18:00:00+02:00,1,sti829
07-01 19:00:00+02:00,0,stp45
07-01 20:00:00+02:00,1,stp45
07-01 21:00:00+02:00,1,sti848
07-01 22:00:00+02:00,1,sti175
07-01 23:00:00+02:00,0,sti615
07-02 00:00:00+02:00,0,sti1678
07-02 01:00:00+02:00,0,sti1678
07-02 02:00:00+02:00,0,sti1678
07-02 03:00:00+02:00,0,sti1678
07-02 04:00:00+02:00,0,sti139
07-02 05:00:00+02:00,1,sti4
07-02 06:00:00+02:00,1,sti358
07-02 07:00:00+02:00,1,sti1314
07-02 08:00:00+02:00,0,sti270
07-02 09:00:00+02:00,1,sti319
07-02 10:00:00+02:00,0,sti319
07-02 11:00:00+02:00,1,sti261
07-02 12:00:00+02:00,1,sti13
07-02 13:00:00+02:00,1,sti927
07-02 14:00:00+02:00,1,sti1356
07-02 15:00:00+02:00,1,sti1789
07-02 16:00:00+02:00,0,stp35
07-02 17:00:00+02:00,0,stp6
07-02 18:00:00+02:00,0,stp10
07-02 19:00:00+02:00,1,stp82
07-02 20:00:00+02:00,0,stp82
07-02 21:00:00+02:00,1,stp99
07-02 22:00:00+02:00,1,sti1467
07-02 23:00:00+02:00,1,sti159
07-03 00:00:00+02:00,1,sti255
07-03 01:00:00+02:00,1,sti198
07-03 02:00:00+02:00,1,sti874
07-03 03:00:00+02:00,1,sti1012
07-03 04:00:00+02:00,1,sti1289
07-03 05:00:00+02:00,1,sti274
07-03 06:00:00+02:00,1,sti51
07-03 07:00:00+02:00,1,sti1615
07-03 08:00:00+02:00,1,sti1066
07-03 09:00:00+02:00,0,sti4
07-03 10:00:00+02:00,0,sti198
07-03 11:00:00+02:00,1,sti1501
07-03 12:00:00+02:00,0,sti1501
07-03 13:00:00+02:00,1,sti1272
07-03 14:00:00+02:00,1,sti254
07-03 15:00:00+02:00,1,sti1010
07-03 16:00:00+02:00,1,sti466
07-03 17:00:00+02:00,1,sti187
07-03 18:00:00+02:00,1,sti972
07-03 19:00:00+02:00,1,sti428
07-03 20:00:00+02:00,0,stp102
07-03 21:00:00+02:00,1,sti635
07-03 22:00:00+02:00,1,sti491
07-03 23:00:00+02:00,1,sti1201
07-04 00:00:00+02:00,1,sti615
07-04 01:00:00+02:00,0,sti874
07-04 02:00:00+02:00,0,sti1012
07-04 03:00:00+02:00,0,sti1012
07-04 04:00:00+02:00,1,sti1222
07-04 05:00:00+02:00,1,sti310
07-04 06:00:00+02:00,1,sti1229
07-04 07:00:00+02:00,1,sti897
07-04 08:00:00+02:00,0,sti887
07-04 09:00:00+02:00,0,sti81
07-04 10:00:00+02:00,0,sti81
07-04 11:00:00+02:00,1,sti1396
07-04 12:00:00+02:00,1,sti1607
07-04 13:00:00+02:00,1,sti450
07-04 14:00:00+02:00,1,sti1304
07-04 15:00:00+02:00,1,sti1766
07-04 16:00:00+02:00,1,sti1267
07-04 17:00:00+02:00,1,stp29
07-04 18:00:00+02:00,0,stp6
07-04 19:00:00+02:00,0,stp10
07-04 20:00:00+02:00,0,stp10
07-04 21:00:00+02:00,0,stp6
07-04 22:00:00+02:00,1,sti846
07-04 23:00:00+02:00,1,sti733
07-05 00:00:00+02:00,0,sti654
07-05 01:00:00+02:00,0,sti223
07-05 02:00:00+02:00,0,sti11
07-05 03:00:00+02:00,0,sti11
07-05 04:00:00+02:00,0,sti11
07-05 05:00:00+02:00,1,sti429
07-05 06:00:00+02:00,1,sti1089
07-05 07:00:00+02:00,1,sti919
07-05 08:00:00+02:00,1,sti1426
07-05 09:00:00+02:00,1,sti81
07-05 10:00:00+02:00,1,sti270
07-05 11:00:00+02:00,1,sti1270
07-05 12:00:00+02:00,1,sti655
07-05 13:00:00+02:00,1,sti982
07-05 14:00:00+02:00,1,sti949
07-05 15:00:00+02:00,1,sti1692
07-05 16:00:00+02:00,0,stp6
07-05 17:00:00+02:00,0,stp76
07-05 18:00:00+02:00,0,stp10
07-05 19:00:00+02:00,0,stp82
07-05 20:00:00+02:00,0,stp25
07-05 21:00:00+02:00,0,stp99
07-05 22:00:00+02:00,1,sti533
07-05 23:00:00+02:00,1,sti1496
07-06 00:00:00+02:00,1,sti1306
07-06 01:00:00+02:00,1,sti654
07-06 02:00:00+02:00,0,sti1222
07-06 03:00:00+02:00,0,sti904
07-06 04:00:00+02:00,1,sti895
07-06 05:00:00+02:00,1,sti1723
07-06 06:00:00+02:00,1,sti1677
07-06 07:00:00+02:00,0,sti910
07-06 08:00:00+02:00,1,sti1167
07-06 09:00:00+02:00,1,sti657
07-06 10:00:00+02:00,1,stn25
07-06 11:00:00+02:00,0,sti1299
07-06 12:00:00+02:00,0,sti11
07-06 13:00:00+02:00,0,sti11
07-06 14:00:00+02:00,0,sti11
07-06 15:00:00+02:00,0,sti1222
07-06 16:00:00+02:00,0,sti660
07-06 17:00:00+02:00,1,sti1563
07-06 18:00:00+02:00,0,sti533
07-06 19:00:00+02:00,1,stp6
07-06 20:00:00+02:00,0,stp76
07-06 21:00:00+02:00,0,sti534
07-06 22:00:00+02:00,1,sti542
07-06 23:00:00+02:00,1,sti457
07-07 00:00:00+02:00,1,sti1417
07-07 01:00:00+02:00,1,sti1368
07-07 02:00:00+02:00,0,sti743
07-07 03:00:00+02:00,1,sti743
07-07 04:00:00+02:00,1,sti57
07-07 05:00:00+02:00,1,sti717
07-07 06:00:00+02:00,1,sti1410
07-07 07:00:00+02:00,1,sti954
07-07 08:00:00+02:00,1,sti1120
07-07 09:00:00+02:00,1,sti75
07-07 10:00:00+02:00,1,sti799
07-07 11:00:00+02:00,1,sti391
07-07 12:00:00+02:00,0,sti919
07-07 13:00:00+02:00,1,sti936
07-07 14:00:00+02:00,1,sti221
07-07 15:00:00+02:00,1,sti515
07-07 16:00:00+02:00,1,sti1737
07-07 17:00:00+02:00,1,sti329
07-07 18:00:00+02:00,0,stp99
07-07 19:00:00+02:00,0,stp25
07-07 20:00:00+02:00,0,stp82
07-07 21:00:00+02:00,0,stp99
07-07 22:00:00+02:00,1,sti65
07-07 23:00:00+02:00,1,sti222
07-08 00:00:00+02:00,1,sti1405
07-08 01:00:00+02:00,0,sti1289
07-08 02:00:00+02:00,1,sti223
07-08 03:00:00+02:00,0,sti11
07-08 04:00:00+02:00,0,sti11
07-08 05:00:00+02:00,0,sti11
07-08 06:00:00+02:00,0,sti1451
07-08 07:00:00+02:00,0,sti1786
07-08 08:00:00+02:00,0,sti11
07-08 09:00:00+02:00,0,sti11
07-08 10:00:00+02:00,0,sti11
07-08 11:00:00+02:00,0,sti11
07-08 12:00:00+02:00,1,sti1786
07-08 13:00:00+02:00,1,sti904
07-08 14:00:00+02:00,1,sti1070
07-08 15:00:00+02:00,1,sti690
07-08 16:00:00+02:00,1,sti684
07-08 17:00:00+02:00,1,sti1481
07-08 18:00:00+02:00,1,sti245
07-08 19:00:00+02:00,1,sti47
07-08 20:00:00+02:00,1,stp37
07-08 21:00:00+02:00,1,sti1370
07-08 22:00:00+02:00,1,sti890
07-08 23:00:00+02:00,1,sti1576
07-09 00:00:00+02:00,1,sti1451
07-09 01:00:00+02:00,0,sti11
07-09 02:00:00+02:00,0,sti11
07-09 03:00:00+02:00,0,sti11
07-09 04:00:00+02:00,0,sti11
07-09 05:00:00+02:00,0,sti11
07-09 06:00:00+02:00,1,sti11
07-09 07:00:00+02:00,0,sti11
07-09 08:00:00+02:00,0,sti11
07-09 09:00:00+02:00,0,sti11
07-09 10:00:00+02:00,0,sti11
07-09 11:00:00+02:00,0,sti11
07-09 12:00:00+02:00,0,sti11
07-09 13:00:00+02:00,0,sti11
07-09 14:00:00+02:00,0,sti11
07-09 15:00:00+02:00,1,sti997
07-09 16:00:00+02:00,0,sti563
07-09 17:00:00+02:00,1,sti910
07-09 18:00:00+02:00,1,sti67
07-09 19:00:00+02:00,1,sti1522
07-09 20:00:00+02:00,0,stp135
07-09 21:00:00+02:00,1,sti1051
07-09 22:00:00+02:00,1,sti1559
07-09 23:00:00+02:00,1,sti1226
07-10 00:00:00+02:00,1,sti623
07-10 01:00:00+02:00,1,sti186
07-10 02:00:00+02:00,1,sti908
07-10 03:00:00+02:00,1,sti1616
07-10 04:00:00+02:00,1,sti563
07-10 05:00:00+02:00,1,sti872
07-10 06:00:00+02:00,0,sti783
07-10 07:00:00+02:00,1,sti1225
07-10 08:00:00+02:00,1,sti594
07-10 09:00:00+02:00,1,sti1699
07-10 10:00:00+02:00,1,stn37
07-10 11:00:00+02:00,1,sti1299
07-10 12:00:00+02:00,0,sti997
07-10 13:00:00+02:00,1,sti1423
07-10 14:00:00+02:00,1,sti1693
07-10 15:00:00+02:00,1,sti1627
07-10 16:00:00+02:00,1,sti1420
07-10 17:00:00+02:00,0,sti770
07-10 18:00:00+02:00,1,sti80
07-10 19:00:00+02:00,0,stp10
07-10 20:00:00+02:00,1,stp10
07-10 21:00:00+02:00,1,sti1236
07-10 22:00:00+02:00,1,sti61
07-10 23:00:00+02:00,0,sti175
07-11 00:00:00+02:00,1,sti1665
07-11 01:00:00+02:00,1,sti1661
07-11 02:00:00+02:00,0,sti223
07-11 03:00:00+02:00,0,sti1661
07-11 04:00:00+02:00,0,sti198
07-11 05:00:00+02:00,0,sti698
07-11 06:00:00+02:00,0,sti733
07-11 07:00:00+02:00,1,sti461
07-11 08:00:00+02:00,1,sti1329
07-11 09:00:00+02:00,0,stn36
07-11 10:00:00+02:00,0,stn9
07-11 11:00:00+02:00,0,stn26
07-11 12:00:00+02:00,0,stn9
07-11 13:00:00+02:00,0,stn9
07-11 14:00:00+02:00,0,stn26
07-11 15:00:00+02:00,1,sti251
07-11 16:00:00+02:00,1,sti312
07-11 17:00:00+02:00,0,sti1120
07-11 18:00:00+02:00,1,sti37
07-11 19:00:00+02:00,1,sti745
07-11 20:00:00+02:00,1,sti462
07-11 21:00:00+02:00,1,sti1515
07-11 22:00:00+02:00,1,sti123
07-11 23:00:00+02:00,0,sti170
07-12 00:00:00+02:00,0,sti11
07-12 01:00:00+02:00,0,sti11
07-12 02:00:00+02:00,0,sti11
07-12 03:00:00+02:00,0,sti11
07-12 04:00:00+02:00,0,sti11
07-12 05:00:00+02:00,0,sti11
07-12 06:00:00+02:00,0,sti872
07-12 07:00:00+02:00,1,sti454
07-12 08:00:00+02:00,1,sti243
07-12 09:00:00+02:00,1,sti49
07-12 10:00:00+02:00,1,sti810
07-12 11:00:00+02:00,1,sti165
07-12 12:00:00+02:00,1,sti1540
07-12 13:00:00+02:00,1,sti1325
07-12 14:00:00+02:00,0,sti261
07-12 15:00:00+02:00,1,sti842
07-12 16:00:00+02:00,0,sti434
07-12 17:00:00+02:00,1,sti634
07-12 18:00:00+02:00,0,stp53
07-12 19:00:00+02:00,0,stp120
07-12 20:00:00+02:00,0,stp10
07-12 21:00:00+02:00,1,sti1091
07-12 22:00:00+02:00,1,sti392
07-12 23:00:00+02:00,1,sti1556
07-13 00:00:00+02:00,0,sti654
07-13 01:00:00+02:00,0,sti170
07-13 02:00:00+02:00,0,sti1786
07-13 03:00:00+02:00,0,sti11
07-13 04:00:00+02:00,0,sti11
07-13 05:00:00+02:00,0,sti1661
07-13 06:00:00+02:00,1,sti1571
07-13 07:00:00+02:00,1,sti62
07-13 08:00:00+02:00,1,sti1057
07-13 09:00:00+02:00,1,sti1161
07-13 10:00:00+02:00,1,sti792
07-13 11:00:00+02:00,1,sti711
07-13 12:00:00+02:00,1,sti1382
07-13 13:00:00+02:00,1,sti1259
07-13 14:00:00+02:00,0,sti20
07-13 15:00:00+02:00,0,stp79
07-13 16:00:00+02:00,0,stp127
07-13 17:00:00+02:00,0,stp127
07-13 18:00:00+02:00,1,stp120
07-13 19:00:00+02:00,0,stp50
07-13 20:00:00+02:00,0,stp82
07-13 21:00:00+02:00,0,stp6
07-13 22:00:00+02:00,1,sti1378
07-13 23:00:00+02:00,1,sti933
07-14 00:00:00+02:00,1,sti698
07-14 01:00:00+02:00,0,sti198
07-14 02:00:00+02:00,0,sti1661
07-14 03:00:00+02:00,0,sti429
07-14 04:00:00+02:00,1,sti170
07-14 05:00:00+02:00,0,sti255
07-14 06:00:00+02:00,0,sti641
07-14 07:00:00+02:00,1,sti367
07-14 08:00:00+02:00,0,sti1053
07-14 09:00:00+02:00,1,sti632
07-14 10:00:00+02:00,1,sti1491
07-14 11:00:00+02:00,1,sti1359
07-14 12:00:00+02:00,1,sti939
07-14 13:00:00+02:00,1,sti600
07-14 14:00:00+02:00,1,sti1443
07-14 15:00:00+02:00,0,stp35
07-14 16:00:00+02:00,0,stp106
07-14 17:00:00+02:00,0,stp10
07-14 18:00:00+02:00,1,stp25
07-14 19:00:00+02:00,0,stp90
07-14 20:00:00+02:00,1,stp90
07-14 21:00:00+02:00,0,stp45
07-14 22:00:00+02:00,1,sti1037
07-14 23:00:00+02:00,1,sti1520
07-15 00:00:00+02:00,0,sti1070
07-15 01:00:00+02:00,1,sti1790
07-15 02:00:00+02:00,0,sti1451
07-15 03:00:00+02:00,0,sti1451
07-15 04:00:00+02:00,0,sti170
07-15 05:00:00+02:00,1,sti1546
07-15 06:00:00+02:00,1,sti710
07-15 07:00:00+02:00,0,sti1074
07-15 08:00:00+02:00,1,sti1782
07-15 09:00:00+02:00,1,sti1675
07-15 10:00:00+02:00,1,sti1421
07-15 11:00:00+02:00,1,sti1119
07-15 12:00:00+02:00,1,sti1469
07-15 13:00:00+02:00,1,sti408
07-15 14:00:00+02:00,0,stp35
07-15 15:00:00+02:00,0,stp20
07-15 16:00:00+02:00,0,stp120
07-15 17:00:00+02:00,0,stp50
07-15 18:00:00+02:00,0,stp50
07-15 19:00:00+02:00,0,stp131
07-15 20:00:00+02:00,0,stp41
07-15 21:00:00+02:00,0,stp120
07-15 22:00:00+02:00,0,sti96
07-15 23:00:00+02:00,1,sti1132
07-16 00:00:00+02:00,1,sti1028
07-16 01:00:00+02:00,0,sti310
07-16 02:00:00+02:00,0,sti660
07-16 03:00:00+02:00,1,sti660
07-16 04:00:00+02:00,1,sti1528
07-16 05:00:00+02:00,1,sti1711
07-16 06:00:00+02:00,1,sti1358
07-16 07:00:00+02:00,1,sti1783
07-16 08:00:00+02:00,0,sti300
07-16 09:00:00+02:00,0,sti434
07-16 10:00:00+02:00,1,sti434
07-16 11:00:00+02:00,1,sti1197
07-16 12:00:00+02:00,0,stp5
07-16 13:00:00+02:00,1,stp127
07-16 14:00:00+02:00,0,stp120
07-16 15:00:00+02:00,0,stp50
07-16 16:00:00+02:00,0,stp1
07-16 17:00:00+02:00,0,stp1
07-16 18:00:00+02:00,1,stp131
07-16 19:00:00+02:00,0,stp92
07-16 20:00:00+02:00,0,stp92
07-16 21:00:00+02:00,0,stp62
07-16 22:00:00+02:00,0,stp120
07-16 23:00:00+02:00,0,stp29
07-17 00:00:00+02:00,1,sti1797
07-17 01:00:00+02:00,1,sti241
07-17 02:00:00+02:00,1,sti1788
07-17 03:00:00+02:00,1,sti770
07-17 04:00:00+02:00,1,sti1787
07-17 05:00:00+02:00,1,sti1490
07-17 06:00:00+02:00,1,stp106
07-17 07:00:00+02:00,0,stp127
07-17 08:00:00+02:00,0,stp23
07-17 09:00:00+02:00,0,stp63
07-17 10:00:00+02:00,1,stp63
07-17 11:00:00+02:00,0,stp63
07-17 12:00:00+02:00,1,stp9
07-17 13:00:00+02:00,0,stp69
07-17 14:00:00+02:00,0,stp62
07-17 15:00:00+02:00,0,stp92
